digest,character,resources,first_resource,first_slot
280d3346e5a5c6c721215e5e43e16fa7659bf910,居,41,35,284
281f76559fe8d3b426836122d57b996774e4c8a6,柔,4,641,1052
282959de68d5aeae39c4f5023a1c02c73505a759,ナ,43,39,321
28399cd215e72e1a0d7ad5316aae204eb8429bf6,ぐ,11,49,181
2857f29dcba1b2e9374206dd9830ab7c37ea9cf6,隠,6,29,263
285c611b349daaaa56556e59f7ba27a1de8b72ed,よ,1,10,250
2865d7595d9737721a17ea2cbe5cc8bd413db4a2,風,7,129,75
287922c36d2078aafbbcc1cc05e5b006315ad703,領,2,29,177
287bdecc2155efccd524a1557eb3f493b13a7a65,躇,1,1277,84
288496e67bec9665aa4b87e589d2119a2a0492c2,迎,22,39,147
2898a210cb151e3e30ab1e7a312f131b8662abce,以,16,10,65
28aec45c9517b9a8d9ecc7f801ee6141e099b1f0,～,52,35,315
28ce973f72ac9382f6edf36c7d11e792cd4461f9,奔,2,647,595
29174523e09b751db81f50c701be9394612f1178,入,322,29,97
291d1280fec7453a509d709e5a16b11081658c71,向,36,33,225
29696b39b4fbd110390c7fbf4e72c8d06fcace63,シ,37,33,111
297a2d94070da7f943cf836252bfc81f4663b4a0,グ,147,10,2
2984d0c85cfb469169e6ae77f92dfd6bf75b48e6,点,6,29,230
29a8f6a74b5d8dc779e5d835efff0f42706a207c,神,113,33,243
29c6f43ca51c1b7706acf55614a245c33c82814b,当,10,185,15
29c98cee5c357296423af4190e01d76b284f5a1f,卓,1,650,1074
2a035a9a13d5c80d079194e495d0328a9513892b,醒,6,641,500
2a2019b92c4e3c946aa52296ddab2b993f971e76,償,22,39,367
2a2032761888a901958dd9c290195beeb8276e8e,柱,9,49,1277
2a601407e87e5890bcd65c4fc87aecfbe44cf2b6,―,51,10,279
2a973cbb86f5f6b4c528f59aaa28d596ba1e97c3,商,13,29,205
2aa223d57d90ca86acd37ceb8f9effb7495170bb,竿,6,641,567
2aabde3337f669519cfcc94f44c0d3b4c5d81d3d,亡,13,29,275
2ab6a210800de62ad756e3060274e2c4f537cf7e,コ,36,35,88
2ae5c562afb824775ec7a87eb25090b3ff08a722,続,14,29,126
2aed0c8ac1e6a5a30c4220735000fd6f7fdda0b4,旗,1,650,926
2af88da49a903b57a39a72a4a2bbc0cd6400bad6,官,8,49,29
2b16ccb0b23f8bd2088ece5bf52543969011f06e,！,113,39,25
2b382c0b3ac57982d07bfd2b01939a1a57fe27c6,自,47,35,224
2b7cf6d2c206be9ace0732c88cc679ad25f8a2a1,顔,29,39,220
2bccf003cf3e2bdb3a33b1d35548386edae7b3b7,？,22,10,177
2be840a2bb25d882607189cc3156d6ea2ecb92e8,祀,6,641,483
2bef79cf9bd623fbbb44e7034a913d3d3a7e44ad,例,27,39,363
2bf2b86bd27571133e3e1fd31beaaa0ca762c5b9,ね,9,37,167
2c04d253688eb73499dae788bca74526d3d0a67c,騎,4,641,657
2c0fa0576c888fe56e4227576942ac110f345697,こ,28,10,78
2c287b1b3190be8217c9f1916f096c34ef01d47a,参,3,648,416
2c29eed9b30f367db02ed16b657ec2603f90f6cc,界,71,39,344
2c49a65e7ec9ea97250b757d46b1a001f0773122,誤,1,650,1278
2c68116454585a8da359f967b18cd75c2c38865f,占,22,39,259
2cd8d8da7673ba056abe2295de4a5cadc895ea17,&,1,10,208
2cfaedd27d78e8b9dba5fab26be2477e6a7874d7,際,10,49,1212
2d54d1ce3bb3cff2d8e1a8822773c19d99ef9906,術,24,29,151
2d58b32a5f79e2cf77535c3d57251d826f096c85,打,25,39,446
2d5c42328b4aa664b1788a26e84c3d1f0ab5054f,傭,10,33,98
2d9a2bfcf178d78ad58fd8d9f89856b1aa2932ee,G,12,49,1249
2dab1c5f4faa4e435eb0760eb2de381384c21fbf,ブ,157,10,6
2dc5b52978fe0db56423318a995be4a578103ebd,峙,1,650,976
2dce994f974956101cbda827f8056c4baf55b548,路,2,642,165
2df42eb3e764c877d4529aefa1da0b7cb755352c,村,14,29,63
2e07af80998b9e60dec7bfc0dd057de948d7657c,生,17,29,244
2e0d164155a6c96f5750f8cf9cba0c2c70c6de24,ぱ,6,641,534
2e0e6bbd510e19da66d2c721a3e7819eebd0033e,信,53,39,309
2e3b7e5120cab6f4fd52cbeb64feac3a36e10daa,鬼,6,641,439
2ec0c4b562dff1fce54487e3827e33a9218fa4ca,彩,7,369,3
2ecb18d052b1fddbcaa9838df680cdd5fcb03f86,唱,1,1299,158
2ed3d46f90fda2193e51544fe99440693a955b0f,胆,6,641,450
2ee4e822fca7ccc7cccfe08473dcc2e00ed6220b,・,51,29,77
2eea5c5b400f517fb216b6454e936545306ca628,済,3,647,686
2f057d2fc630f9fc4181904d1872e0e70d382ad3,弾,8,641,231
2f4bad94b489064b740c934eeb337ae4817df7b5,壊,35,39,603
2f5386640bf7f3939dc1af8e1a34ed441746ea7a,大,91,33,153
2f987aa2dfb5fb1a1eb8ad5597046e190ca95434,黙,25,39,907
2fbe453c4039dda5bf3d66f9005a91a53986a6dc,尊,2,649,239
2fc4435bdca9e10b67592fc4116771cc60d9ecf3,疲,1,650,1124
2fcdede74b5a10daaf5cc78f5b8f68118a6c91c5,平,28,39,73
2fec4262d380fa7a2c5a1fb0d5adb01ec593bf79,専,6,10,36
2ffc851a98ff5ac5ddbdca7c5eb730e0c29adbdd,展,1,29,202
3002ac103fa561347b08d6b92d4beb972e434f6a,恵,23,39,911
30219e0e57e472f4f13b2a4a97e87900cd2fd113,ゾ,21,29,2
3026f9f148fca79dd0f7a2efa05847ca13ba55ce,没,1,650,73
30303adbb8de6b1ae9799d8f42390f45bf744d9d,ら,176,24,76
305885b3298cb6a1a170f1f49f9283fbb0faddb3,ご,69,37,176
307196be43eda409da86f00dd9801c8cf83f9a0e,Y,1,10,204
3085d869fe09777139a95af840a21bdd909dd966,複,11,49,1268
30929284827a256cb51788056aa022226316efcc,渡,9,105,232
30ad17792bf4aecf8d2a24ea601c0d95f60ad915,宝,12,29,170
30c61c1c16ce5bd582de0c25a468d97b70ee8756,獲,11,641,198
30d7e808cca26d7a74cada1c05b18582e7c7dbc5,版,7,641,286
30dd33b226bd18c329314deffc19882ab3400e3a,暮,2,29,162
30ef42c83531bc2aef26376d22c248feb87ab9e4,有,16,24,38
31050be421502ba2f38b7ff50dfffd9a28d370e2,山,28,39,55
3109302f0d3751056f268c5b2b2feaba9ef20acc,深,28,35,313
310ece74daa4c6d1d329b55d5ee7da2be2b2bcd8,ャ,92,24,91
313bf69256793822694fbcddd91c6c85bb235b2b,契,6,641,421
315a7ad43e7a519c3a60bf902caf790bb659393c,致,1,650,883
3167e3c5fd70ec31e0e3a3e3d661ea52369c77fc,糧,3,648,353
31863d239006042191f9d5212ead7613e760a25a,し,173,24,72
3188cc0a2fcfc39e9ebbe182a6d7ec7d73221d4d,誕,1,650,71
31b1cc027c145fe2543845220c51fd8f228b6640,街,39,33,44
31c670f4839cd6fbbff9c284155ce86342a4cb75,速,14,43,317
31de4e1afb9d907259afcb2a7aec91f69cb97954,互,1,1277,157
31ea8c200d5804c1993117c037ecb4c5e61f87b5,0,137,10,63
31f763a126809c99d70298a638dcfecb145b893a,盗,9,543,24
322a83479dd6c3c4ae13be42c09680647990e700,話,58,33,183
32568e21bee80b56985eae4e0c48d150b037ba09,と,34,10,48
3258e8d8c5298795fceb4d782de80f6e6335c5fc,や,40,29,93
3264a52eb852d0af433cd354e1c7a09de0ad01ca,必,14,10,58
3268a3e88fa55759186b570eee5a0122a2f21a4f,で,165,24,63
3295d169f6806e605e2dbff8ea8d8c8565855375,比,6,641,773
32b4dbb9553da56aeb92c2facdd119d2bb18a80d,華,4,29,140
32d8dd8d77e9211e56e4885cec7352424df75166,輝,7,79,357
3324aec53dc002d41320a22c74c4f47068d8f8a2,娘,6,33,324
3382a67adde0f5800bd94b0dd963363669fbb912,て,1,10,244
338a27ea939bc729fa2b863288cf28f701b7f57f,幼,1,650,988
338c126bc893878a38527fa4c09d58e2109fcf7b,私,113,10,276
33b4fbdf17ce55a24fd2a37c8224d4fc3207fe17,意,13,43,236
33d5f0bed4b2cbb41a3c5e2366641e9c847ed2fb,C,1,10,215
342bd835cc9ac18328832f8b620824a8760e1296,難,27,37,199
3449f601c0f06bef5b2d8f829428f1726ca102d3,腹,6,641,432
347c748991d2c7caa8ecb3b2d7479b4da014fc86,鼻,4,641,840
348b65c5919d124a372eea80fb58a35d539206fd,否,22,33,189
348c6864de3768142b2684dc2c361b4344c97e8d,層,1,650,846
34d107e8b7748bebd12d56c75c6d6b868c9c2979,彼,28,39,784
34d1e79aa0109554ec9f26ca4e99f72b80b571dd,天,24,39,343
34e6f8b7d5d042be630bbaae0e149779880e9477,臣,25,39,208
34f5699b5461857f8ef236d4a1e7f4849ece2e48,庫,1,650,1299
350269c67d330d0d44e36c615de2208fc46a8b4e,片,9,43,174
353a32328bb80f62376140e718aa98a5c3586b53,“,15,1243,199
3581035b62f25ba165faade497801a3ad25d42f2,覚,34,10,254
35bc216adcaefcd7da3b4eb6623c706f697187df,援,1,650,1294
35cbff2b9a2d7e505d1021abc5c6604033ab75cc,誘,9,41,195
35eeb161f9bba9e7056abe02cb3de594cd89d49d,同,17,49,255
35f4e0680e9be7a965930df74a879718dccefd80,魔,73,33,39
35f6047b78c92affe26e145688c38785f8059f52,今,11,29,219
36246dee4f760ef3ea758cc456b614ba251b0e55,果,28,39,938
3654e4f88387edc5614bb1ad447cdcc08fdfcea0,白,7,95,210
36579a4633c5b3350b06bad61431c63dfca6483a,持,40,39,20
36a0e27a5e84fe20d0653e189dfb5c1ed0d112f0,音,7,641,503
36b000b8c7e840be063985767b12350bb6233c3f,干,26,39,580
36b06b6b9ea02ffb0ab3e1b3402ea7b6f5a9321c,っ,169,24,61
36bdca7cb2f28d7d74fd04af52c601aa27b5114e,文,6,51,205
36d20b1acc7809a546da65cbc8d18f48b96adeaf,丸,6,641,390
36e55897471e98534b3f9d3c2c5751901db9fca3,預,11,644,1203
3712e6934ef7f7acaf2360bf5f003ce580dbd3c8,駆,2,647,571
371eece545e0fb2d570268cf7df3c44d5116acbc,G,1,10,178
373cbd9316689086e93f7caa9096d020b3320fd4,？,21,10,17
37494c9b287abb623f7f4733be0a319c689e68f4,詠,2,647,747
374fd06e7f3f49ee8a06a77a97997f3ad9f5b73e,育,5,167,90
3752b84c63f7b762f1bcff367924920bc63ffc3b,伯,1,650,1068
376a7ba31521dcaf3fba80362e2658ff41ac7cfb,潔,4,641,1133
3783f2547c0c50cb424c44e482e7c60c5c153398,秘,25,39,5
378cd2816ff49596a48c0a4b3d01f66454352bb5,わ,1,10,227
3791feceb87be8bdef807812d7556328ea103cac,英,7,75,113
37b4d50b70500145cf7006e62cdedc19fa18462a,技,13,29,150
37bf7de79d00fcc39da64b7e574ac2f207a95c70,帯,9,29,231
37dc129df325c165791db8aaed395375f877223f,識,29,49,140
37e28ecae2f8ace143022164825b31c9b0fbbe7a,軟,6,641,443
37e7d06a43b248817c90d7703114cb74860ffaf5,属,13,29,176
37ebe2374665e5d92f4f059aa52bf2b39e5eae64,再,11,51,217
38012505889416167bc04fbf8f95765204b0422c,猫,23,37,184
3814ba5148e039d9a0b361cd94232551b1b99ba7,噌,6,641,516
3879a33ac8ed8f658e713d13a74c4172048334b3,ポ,27,10,40
38a0fd7c7589c3a2ff3b2f747556594cf576eb33,隷,1,650,1242
38c7b3a8661817858e5cbdf85ce77290a8171b77,纏,4,641,1158
38c90adf7f5e27cf5f4b9735ca224c9b967c42e7,他,41,33,207
38fe974dc8410384e17c3f1a16e866ed8e95eacd,ャ,1,10,261
38ffbdf8386f867a68b9d05b9eb0bfb1bc2b3ddf,絶,30,35,245
3906c1bd8ff63710e41ef142dbfcc5e49adcdf31,常,27,39,215
390b7359943ee79ba58e0230c4ee2855195f52c5,命,15,47,183
39102ee2f4d06804605bd1a07c93ac77b8ee8833,収,26,39,567
391b9fb900133bf39cfdc86aa4946048a86a1216,ゼ,27,39,219
392aeb77f42b330956d914dad07891929111c267,騒,33,39,346
3934b09ef8feb1bd8f263c3e37cd53f156e1c580,e,1,10,181
39c58eac61189c59d0010066fe68e32a440744ba,V,5,10,45
39cf956fcffca3fa4ea37426f42db675ba29ce5d,来,97,10,225
3a07c4c8aac49853d8fe86f0bed4fc85276c6c35,示,14,10,8
3a1f3cc72427649a33b53056915e672bdce56a81,乙,8,47,147
3a334dc8fc579f0e8ef9a955d768143290fe9bd5,率,9,641,76
3a6ea2e1079a284b3f33ccc2f5c63691f3d76646,勤,2,649,336
3a7b6fd239d71a84ffd3ca95ed00ec44eb302f3a,標,9,49,256
3a9f26c585ef7ab22d7a2873fd4be88b1202172d,幾,5,131,236
3aa98962ed4310c99ba1b3499b41466b29c241fc,ヤ,10,81,164
3aabe8a5a0de1dbfc3b04e77b23f9ab6f35cd11a,逸,1,650,1230
3ada06fb1c4a3e51a6aba47cccbb51b668208047,物,19,29,94
3ae097e4e9275635366b1b90d9554694435dbc7f,o,1,10,192
3b1fd50bb4eaad3642b1cfebde99359f4cf96a03,頼,1,650,1006
3b24729fa1c5b28b2ae856643ad620a3e30d440c,灰,6,641,481
3b4f2b20a943702d550a8cc367c1e987b987a858,作,13,24,49
3b50e604281d2d853be3cf1f8c53656417eb5016,底,5,29,125
3b645b825add527421aef96696ccf7f9225cbc56,暴,6,641,624
3b93f1c9be8658da9462e08d9e57fa1bd6221530,殊,5,641,747
3b9d156eafab21a5e8dfe495ae4d2139db35ffc4,麻,10,49,131
3ba9373563fab84fcc2325f0431040cadb2612d5,緑,6,641,346
3bca87aa3ca7bd9e7bade7791751157f78ed7429,間,158,24,44
3c30ffd4db277507e4982a5d79d603db412d941a,勇,5,47,155
3c47c7b05bdf01b48d09fc12b547f929d2551242,高,29,33,262
3c650fe5a5d52a8e9e73aac87ae0481b915f91cc,部,36,35,243
3c76074db2cfa73bf5c5a52cacb14c08be1eee9d,Y,7,643,100
3c936b1a053faddd3e736bff2e00eb3ee4e6890e,番,49,35,320
3ce4decb36e996477e961cb9d6561d819bc31b16,納,23,39,557
3cf225961b79adba2ef921d5af688ea5d1a25689,害,4,49,1279
3d029628f9e5b1c68dba9a2a0a0763c79521c819,掟,1,650,1195
3d04308aece1279d423370cd0c40daf4ef56adaa,皮,6,641,349
3d0d7948f9058b553fc0f315a35e58fb8f8a3d7e,ら,64,29,163
3d1f4007baba4c68d2962efa72bb96d3ea72ab5d,爆,5,641,721
3d3e2a9cb3288dee8d72b39d619516c0a53e747a,字,4,641,790
3d5910a6ae8e6736cbddc170c97cd0d0c846b4c8,貫,29,39,135
3d5ce8eaba6b49151378dbf049e63af8eabe509b,与,24,39,679
3d6cd85739d384892b7e734ee013c3340f5bff95,く,1,10,269
3daa3077218ae4838e44555f6c7fb8e038ee4850,浮,3,1299,161
3dd59ebac8fb76a9237920c0131024909dedb885,朝,1,650,1043
3ddad9d55d98f8a4c93abe6bf12eaed020eb8eac,預,2,99,235
3de296848d6fc20ca227248ace316963e0215c13,突,8,641,598
3df60db7b661b24670681d6c021286f0cbd21bb1,顔,4,641,1059
3e1fc4994e65099c6433df39540cd43ecea921b7,波,12,41,192
3e21a94d3c483ab73d82e3358aba1323f7149892,れ,342,10,75
3e6a53374e19736447e8d7bf156b3505a94d04bf,K,1,10,206
3e81d1ab295df6d8fe5639cb9f5cc97a3764b3e4,K,9,641,9
3ec892a7f0eefecd3d2b20e9eb1d8f3693a8d7cf,歩,11,47,230
3eff2cb2584d751afaf0265ec90cb20d0f7b0d3b,を,1,10,253
3f109499951b9ac9b0019ecaebf21a938b7a9c54,就,1,1195,104
3f3ec767d5cc9a852a9ab7ae2e50927c4398bbb6,召,2,647,691
3f640da3e9d734d57bb8194b7c4e4492b65416ff,置,33,29,175
3f7200eb72804b6ce021cc06e1ab29e34f6f955a,港,16,29,0
3f7742d9f883e16e6b8ca3b00d4d543878555370,豊,1,650,1010
3f8de041733faf4938d6ce08be509cd64b35ce02,合,18,10,77
3faac73b158f032ebd11dafda1ef89eaab67be10,泣,4,641,1100
3fce27622fb7686c94cea8f2b43f492267d56b85,般,23,35,177
4019ab3f43e876af0f6781052888cee74de13fc7,げ,81,33,122
4055303b8462b503e01e1e6bb4418a73cd99a0c0,l,2,10,26
4059b1dcda6871de7afdad041718406f1089e446,義,1,650,886
4071a8442aa7e432a5445b8e14668f425ac7196e,倒,9,43,325
4107d69f591b0bab62aac39a6caee32c97e264df,三,6,641,573
41141214c704a09f4fe737bc23b3655f51120940,裂,10,29,311
4115a476584cd523ac1d5b0566147ee48612be72,富,1,650,1057
4132b4d2c79ee539b672975afdac9e025fbc39f3,廃,5,79,407
413eef0ca23e4cd8ec1b545f1f6773834a1f64de,嘘,24,39,918
416a69dc1c9b950f278702cb4e2bb2b106b07981,と,157,24,86
41afd986c4ec55ef1fbed0b01ff5ad49038b1f67,其,1,29,319
41c5f03400d0fd82765f22732b70a387a520a107,伴,2,647,685
41cd7ff399c011d0a353a22c062e2edda534eb0b,珀,6,641,506
41d5e6557ff84946c6c2331dc01ec556c5a979a5,求,26,39,587
4200308f5f0917a5088727c907ea6f5da9ffb7c6,組,4,641,754
4254fd69bfda1cde015bfe35ea20b55e81a2d069,血,24,37,207
4265bb5d881aded4bc1d69005240d052a4dccc78,教,35,35,251
4271366f1c4bba1e67ec0dabbbbe56c557fab286,騒,1,650,1083
4274b69eef0dec75b2c69bfea8a9770ccd5440fc,敗,11,1149,142
42aac09985c82a69c4db67a995dc65fe924da0fc,報,50,33,177
42b734008e3f1f95dc0e58ca67950adeb01a474e,翠,6,641,299
42b7d5833d2b5884ad9dd0fea58b46a6393b57a1,防,19,33,6
42f7fb2481b92b0571badb69cf7f6271aba88c8b,見,108,33,93
42fce8a280813b92ba278aa7b0346b555f5c9b70,問,4,29,113
4314d56960bd354358632cf209b5b333ffc0e5ab,穏,1,650,1088
43200035e27227894a4b7ec0511c1b3270148d27,真,31,33,252
43235bdbef9ae5259a1ff4fc5ef70b15743c7d31,」,6,167,59
4324344e12147ff3d4f62143313746d18c91ab8d,α,6,641,477
43255cbf9463044d923ca5f0b47a211d754d4340,訳,25,39,401
432ba1e419e6845433ac98b0a5749234ae4adbc1,送,14,29,184
437ac8b5fdf17deabfe2f975c8cf730834c2da4c,罰,25,33,264
43cf7648e6afa242011d5df8b51aadebaa7301ac,湖,6,641,536
43d50c1afc18a2a8d9afe7dbca9bea1e71e6c33a,行,19,31,62
43d7d650ede85f8a3f99d7144a0f3f363fd497d4,退,28,33,171
43ed54b975a23a3ac02a6de0becf0ff10893679f,件,22,39,593
440248457e21f219c23ad9a488fc8498e889745f,G,3,643,103
440918d2f0ddc2c61aed2bd5a78f3f044b8b3f0b,な,52,10,60
440be2ebffb8e0173206f4cf9c210fa1df9eee06,恩,5,641,1036
443a674c469af7d3994d76c4af034180ff9ab97d,覚,10,49,45
445fce60bc10e15a4df0173e27349d2016fde98c,潜,1,650,1319
4482633c27ee5444af8747d1ce9945a635bafda6,壁,6,29,213
44b1df7574fa47942fd19c3c2ebdac75c2fb7f9d,R,1,10,207
44d79ec43795a4958693fc444c958b2553efc980,鱗,7,95,216
44e5e36b53b7ad31e968d3b0fe469a37c42b2f79,二,36,39,221
44f62f88c58f0e69541e46024e4cce84aa04dc7f,き,1,1197,236
450a5d6c5888e1c6220306a3bea2d6e5b6c22e63,硬,6,641,438
451436baad2517d0adf7b9ed90f3c792bc196239,種,11,49,1226
4515a4c30db96425ed2763bff49f32b019ef3f55,級,4,641,700
451abf5f6168de96292df2a340d4236c612291be,丈,47,35,221
453641582a78e59fc98fcd2dd168377d95988f24,刻,4,357,5
456fa6eaed683ead3dac416757798ff976c959c0,情,11,24,109
4578e9770b7b2b468da8d8acc23de3ad7be51900,乗,6,35,78
45995cb39735d1bbfcceaa380e342a4542e1961a,荒,24,39,77
459a80f11db65db400014860297987d4e763c1c4,直,28,39,405
45a061a640ec9ad707c08ef17b3ba3776111a753,I,8,641,13
45e769e4c63294016f53015b7bfadef030f0e620,鮮,7,37,139
45ef9e50a531ccca66b87896e4df4764b1961ba6,太,6,641,458
45f99dfc1c26c8261833d0adb3c2e9076e352922,黒,23,39,494
460a3db51af88b339176b902842989751c3612de,設,12,10,154
4610711cfc9b63fcd022793c61b3f10551021d05,出,61,10,160
462c54c71d093422ae6c5ff1f5b1182ef2861453,逃,6,641,772
46718d3fd4f13fca23c8c69445f7f3f9e9087acc,施,25,39,730
467c9affac7fa0e1c40b431c462a59e9dbf8a253,歴,22,39,316
46dcfee813fc152803dbd4cfb75ff29ddeade67c,e,10,10,141
471996f6cddd19f02cec304f4bcf70fd6b14746d,抗,4,645,1257
4756e5d2dc19abca9b73ece4f53005756c44e54b,面,18,10,71
479239532b205109e21b01498ce385f2ae29569b,C,4,641,890
479ab39795b8d9dac81d9dc5969eb06fb3dda566,勝,29,39,628
47ba9251c80b31532c53d3973b2a221bbdbd57da,目,54,10,252
47e5afaf6050753a2fe70c726db3639109912fdf,賢,11,111,951
481678586bcae1228d9693ad2e15117bdafce338,書,32,10,104
4835bc3b1a368dc2eb81e0cf907b922334750b41,h,1,10,196
483f9753892d606e0ce666d8b5632793fb1f17ec,l,1,10,195
485896e3586c60314f73ee265e3ae273b245c706,ミ,68,33,214
4875c27540baa5dd3993db5caf10bc95b06f421b,ア,203,10,166
489ca5364f388ff36d1af0eb12e2f3e10f4606dc,奮,1,650,1125
48a0aaaca6946df4c51a249f2ad8fcf39acbcb91,シ,213,10,5
48a824363aef3720deea617f904cffa02a543df9,形,11,49,137
48c9ba81d0f81b6529e915512df58c181642a8eb,ワ,29,39,437
4902e6baab9f8c2ffa0532bb56145f1949c881ac,馳,1,650,1178
4913ba1a187607e9065c46970e80cc035759426e,殆,1,29,269
4938e7b6370655d725669c7eab10a2b9254a89e7,全,24,24,104
4949b52e12423d7f090c36c0e92e8d375700111c,5,10,10,49
49c8c92b2b6ee6be6ffaa994d9c04fd8c0f4936a,瞬,27,39,783
49d534fd0149411528870fabe1f6db9b1899aa53,注,7,35,152
49f37ae5669078207a2bd1ce346c08e861538bb7,侵,6,29,234
49fd489f15c4cacf47e9115a2535d2c5dba5cf76,替,20,10,12
4a274a34509ef4b0650613f7b937c8bb2fb29f47,ぱ,1,10,242
4a94aa792b23e154075301c34fdfc87eb3a4ce99,燕,7,95,215
4aece69ae8564f6685a8616231b6939042b0a4f0,定,43,33,142
4af02bf035dcd3c48f0c130ab6308b6734d2a138,原,15,29,67
4af6c80dfee4a0b68f1c0b9e68752d21fea678e4,c,1,10,205
4afa8a72b1a7c42a83a554eca44381c5a3e88889,姉,28,39,312
4affaa042f19d7dd48a96688b3d64bc12fc73afd,ヘ,31,39,571
4b04e18c7851031296a3960dcd9311b33eff3c7a,A,6,10,44
4b34da31e1aec1104884b8408a947212e3524423,ヴ,1,10,280
4b6a5a536f79afd39b75d2591d46cde975b6faba,途,25,33,195
4b73ab18727104e99d04b85ebfc559a1583b0787,致,40,39,576
4b7dd3279eb939278adba4fe794c2a5c4a2b6b01,迷,27,39,752
4b8021ce7d25f10750d121a99e6a0c2081557f37,法,61,33,40
4bb43bc8a16e6ea8f8a7948650f883465e445d7c,唯,25,39,890
4bf302ef4116e26460323bc2a0402be56937fba4,剣,20,107,344
4c2b827d506a0392370c6ad9eb8a9a783b2fca3f,俗,1,650,1097
4c4b16067c9c85c991a8e8a88ee99ecba057412a,闇,12,49,1231
4c56ebed75508418c3326b94793cf5eac4ba4e31,別,40,33,184
4c694678f41158a404e46f1eb20925768e8d7c65,づ,34,39,771
4c7117b993c561ee056f08eced5c4d279d44f079,実,34,33,86
4c737f728657e4efacec6720e4941e5a2cc1f782,道,30,29,131
4c7aced3e0e86d2ac5a1aae7a1ad0696900ed8c6,軽,8,641,814
4c858030d3b33c6acf159cc4c867f863b9d54463,心,70,35,210
4c869ddd43f2a6dc9cbfb3d29c1a3287d6c54f5f,誇,5,29,141
4c8e5ad2d8ed9e5c1b5457260c0e3a5eb63b0994,豪,4,641,843
4ca5962d81bca991d03f1e91ba9cec8793af2863,ソ,61,35,289
4cc9ea1981802720452060db76381f4926167426,幸,7,37,162
4cda7fcf2c694f0ab88cd153d6ba31cbabf490b5,g,1,10,186
4cf9944a7e63743d961738f3cf60c32c2fc2fa38,縁,27,39,470
4d5833fbecb9637b373f9ecaddaea4fa20cf8fe3,脱,23,39,795
4d7c43d28bc17518cdd7f58be1c45380240f2982,p,1,10,219
4d8bb6333ea9f32338bd59e8f9fe743fb38b220a,漆,6,641,328
4db403498f4400b10408c35a8f107cef412688d6,追,7,641,667
4e020e6658ffe8a74b808baae033b516eba06362,O,1,10,220
4e06f6e7cb6434e445574f13880159689b926593,棒,6,641,324
4e1266e3ace9ceec15a384c03a5ef6881d2418ec,欺,1,650,996
4e232a1f5bb0c5cb02d78c38025193a02e164e72,返,7,245,61
4e39c0ecab34c5b04ab07a6f841d1ad2db4f9eda,次,9,29,287
4e41cb3a6904e8bf7485408c798f838d150f13bb,送,32,39,142
4e5479084fc31dd979af47cf08b8e891503fad19,受,12,49,143
4e54c293f1e382b06a54f9f8dc8a400d65947594,欲,4,641,1105
4e76d4c0503764792f9fbd45ca8d32b03c5dd8ac,セ,150,10,145
4e821f35da42cab00a1f7287da4dee4dc17b8ba2,尖,6,641,332
4e83dc8843d8dfcedbeaab80cdc2e598de480568,術,51,39,338
4e90172e5eaa29b32f899b3dd60bd2ff6b62fb55,嵐,6,641,362
4ea15128a25e1c9aa8f0e85ffc45aee913240a50,惑,2,649,326
4eb51802f916ceccab28e04b2515707a1c8bef63,栄,7,29,139
4eb731764fc0676af605049e998c0bbe0abbf089,父,7,47,259
4ec28ac5c4e2f197d67f952defdaa6b887ca7497,既,23,39,632
4ecb6dcc44361f2eb14eadd5f23f937519b30e93,補,3,648,483
4ee4f5a3d591eceebacf1e1700d9557ae852bc59,待,10,35,0
4eeee4532ff6b8cccbf5464bed83213aedab9298,扉,2,644,1224
4ef4e4a9b05b754ff22e180f37119de85538a156,配,51,33,270
4f16e8b1df3f36d578c1d86658f59739dce0a3cd,索,4,648,516
4f61a40acd5122d99adc061744f469bfea541f5f,翌,1,650,1170
4f6a5bcdfd7c5c02d593899133acc2ae49676959,御,8,10,98
4f977ff2499683b15e6d1db164b4eb8182b941c9,史,22,39,317
4fa8c11160477bcaf410ae1b5bfeefc2a9335d72,黙,11,49,174
4fb8faf611c1b38d89e1372e53187b70371d9ec9,飛,10,95,214
4fb997d6f197e55d2593d515d15b60b50ef37ba0,惜,25,39,629
4fbb2b28d530ff3fd9d2fec2325c60695fa021a4,ハ,64,47,201
4fe1b6fcb4a651ca589b2f3a6afb5b4574928972,セ,27,39,236
4fe3325cc82a8506d97e5d91096d742f7c379f78,甘,25,39,448
50104f760b93a0a912fd82e68c002fd9a2707958,E,115,10,121
50117599b08c3d1b2394a9b63588b711a6553cf2,焼,1,650,1252
502cc43efeeaa567d23d47f492e0accd5ed6ff83,聞,4,79,364
5046b245f64b7bd4126ed346a000f6a668680ebf,別,13,49,1275
507d0b0bb34f8124659ed3c3287bf9975836aa35,陵,2,75,110
508ba0f23293d12e81f83ea5ed84ed68c5c0914f,信,2,649,254
508bae87ff676ef0f67151dedd1bdad61d2cee23,燃,4,641,909
50c1d5e7c1da7006a5d171a6f3da75bca97e5733,燭,6,641,453
50d002d88f0ba177be11b5c46fdfc8b88bfdfc2e,略,7,225,86
50e4f5cf0b5f27d441bcce002a9795a01f8126af,鏡,83,43,172
51007c5889d0f6bb23487657931b933fb8d7b992,夢,22,39,355
51105377a4409b827db95f7f3fa4f3cfc2cc786a,屍,6,641,462
511256552bcc3875bf57746b684bec3078342f48,混,21,39,566
5115aa5553951743d5a6ffa0c38020b6ca476972,魔,67,29,148
