original_jp,original_en,translated,occurrences,containers,notes
"不死者の王ブラムスが愛用するナックル。
攻撃した相手の血を食らうと言われている。","Beloved knuckle weapon of Brahms, Lord of the Undead.
Said to suck its victim's blood.",,3,container-0641.csv container-0644.csv container-0645.csv,
"不死者の王ブラムス専用の武器。
攻撃した相手の血を食らうと言われている。","Beloved knuckle weapon of Brahms, Lord of the Undead.
Said to suck its victim's blood.",,3,container-0641.csv container-0644.csv container-0645.csv,
"不死者の王ブラムスの力を引き出す爪。
攻撃した相手の血を食らうと言われている。","A claw that enhances the power of Brahms, Lord of the Undead.
Said to suck its victim's blood.",,3,container-0641.csv container-0644.csv container-0645.csv,
"不死者の王ブラムスの能力を更に引き出す
恐るべき武具。攻撃した相手の血を食らうと言われている。","A fearsome weapon that greatly enhances the abilities of
Brahms, Lord of the Undead. Said to suck its victim's blood.",,3,container-0641.csv container-0644.csv container-0645.csv,
"不死者の王ブラムス専用の武器。
攻撃した相手の血を食らうと言われている。","A weapon especially for Brahms, Lord of the Undead.
Said to suck its victim's blood.",,3,container-0641.csv container-0644.csv container-0645.csv,
"なめし〓〓の鎧。
雷属性の攻撃に対し強い耐性を持つ。","Tanned hide armor.
Helps to protect the wearer from lightning-element attacks.",,3,container-0641.csv container-0644.csv container-0645.csv,
金属の細い〓を編んで作られた鎧。,Armor made from linked metal chains.,,3,container-0641.csv container-0644.csv container-0645.csv,
鉄〓の鎧。,An iron breastplate.,,3,container-0641.csv container-0644.csv container-0645.csv,
装飾に水晶があしらわれている美しい鎧。,"A beautiful coat of mail, decoratively coated with crystals.",,3,container-0641.csv container-0644.csv container-0645.csv,
"鋼鉄〓の鎧。
土属性の攻撃に対し強い耐性を持つ。","A steel breastplate.
Possesses strong resistance to earth-based attacks.",,3,container-0641.csv container-0644.csv container-0645.csv,
鉄〓の鎧。,An iron suit of armor.,,3,container-0641.csv container-0644.csv container-0645.csv,
強化された鋼鉄〓の鎧。,A steel breastplate.,,3,container-0641.csv container-0644.csv container-0645.csv,
"炎の力を付与された鎧。
炎属性の攻撃に対し強い耐性を持つ。","Armor imbued with the power of fire.
Possesses strong resistance to fire-based attacks.",,3,container-0641.csv container-0644.csv container-0645.csv,
かつてヴィルノア建国の雄となった戦士が愛用していた鎧。,Beloved armor of one of Villnore's founders.,,3,container-0641.csv container-0644.csv container-0645.csv,
銀〓の鎧。意匠が〓らされている。,"Armor made of silver. 
Exhibits tremendous attention to detail.",,3,container-0641.csv container-0644.csv container-0645.csv,
"氷の力を付与された鎧。
氷属性の攻撃に対し強い耐性を持つ。","Armor imbued with the power of ice. 
Possesses strong resistance to ice-based attacks.",,3,container-0641.csv container-0644.csv container-0645.csv,
竜の皮で作られた鎧。,Armor made from dragon's hide.,,3,container-0641.csv container-0644.csv container-0645.csv,
勇〓な戦士に〓られるという鎧。,Armor bestowed upon the brave.,,3,container-0641.csv container-0644.csv container-0645.csv,
"金属〓の全身鎧。
石化攻撃に対し強い耐性を持つ。","Metal full-body armor. 
Possesses strong resistance to Stone.",,3,container-0641.csv container-0644.csv container-0645.csv,
"驚異的な耐久力を持ち主にもたらす鎧。
衰弱攻撃に対し強い耐性を持つ。","Armor that grants its wearer phenomenal endurance.
Possesses strong resistance to Frailty.",,3,container-0641.csv container-0644.csv container-0645.csv,
"魔力を帯びた銀で作られた鎧。
〓常に軽く動きやすい。","Enchanted armor made of silver. 
Surprisingly light and flexible.",,3,container-0641.csv container-0644.csv container-0645.csv,
"反射と名付けられた鎧。だが本来の力はすでに失われ
わずかにその名残が見られる〓度。","Reflective suit of armor that has lost its luster and is a
mere shadow of its original form.",,3,container-0641.csv container-0644.csv container-0645.csv,
神々の手によって作られた鎧。,Armor made by the hands of the gods.,,3,container-0641.csv container-0644.csv container-0645.csv,
かつて大陸を制覇した王が身に着けていたとされる鎧。,"Armor believed to be that of a king who once conquered the
entire continent.",,3,container-0641.csv container-0644.csv container-0645.csv,
"大地の力を封じて作られたと伝えられる鎧。
土属性の攻撃をほぼ完全に封じる。","Armor fabled to contain the power of the earth itself.
Possesses complete resistance to earth-based attacks.",,3,container-0641.csv container-0644.csv container-0645.csv,
"見る者全てを〓〓するという至高の鎧。
装飾・強度・動き〓さなど全てを〓ね備えている。","Majestic armor that charms all who look upon it.
Designed for style, strength, and speed.",,3,container-0641.csv container-0644.csv container-0645.csv,
"アリーシャが身に着けていたローブ。
高価な素材で編まれている。","A robe worn by Alicia.
Woven from expensive fabrics.",,3,container-0641.csv container-0644.csv container-0645.csv,
一般的に流布している布〓防具。,Typical and common protective clothing made of cloth.,,3,container-0641.csv container-0644.csv container-0645.csv,
銀〓を編んで作られた布〓防具。,"A cloak with silver threads woven into it to increase its
strength.",,3,container-0641.csv container-0644.csv container-0645.csv,
"〓をなめして作られた防具。
雷属性の攻撃に対し強い耐性を持つ。","Tanned leather garment.
Possesses strong resistance to lightning-based attacks.",,3,container-0641.csv container-0644.csv container-0645.csv,
身分の高い者が身に着ける布〓防具。,Cloth garment worn by the higher members of society.,,3,container-0641.csv container-0644.csv container-0645.csv,
"聖水による〓めが成された布〓防具。
呪いに対し強い耐性を持つ。","A cloak anointed with holy water. 
It affords powerful protection against Curses.",,3,container-0641.csv container-0644.csv container-0645.csv,
魔力付与が成された布〓防具。,Cloth garment imbued with magic.,,3,container-0641.csv container-0644.csv container-0645.csv,
"常に本体の幻影が現れ、ブレているかのような〓覚を
引き起こすローブ。","Robe that projects a phantom illusion, making it appear to
be in constant motion.",,3,container-0641.csv container-0644.csv container-0645.csv,
"水晶で彩られた美しいガーブ。
氷属性の攻撃に対し強い耐性を持つ。","Beautiful garment decorated with crystals.
Possesses strong resistance to ice-based attacks.",,3,container-0641.csv container-0644.csv container-0645.csv,
"エルフの手により織られた美しいローブ。
雷・土属性の攻撃に対し、強い耐性を持つ。","Beautiful robe woven by elven hands. Possesses strong
resistance to ice- and lightning-based attacks.",,3,container-0641.csv container-0644.csv container-0645.csv,
"精霊の祝福が込められたガーブ。女性のみが装備できる。
数多の耐性を持つ。","Garment endowed with the blessings of sprites. For women 
only. Possesses several resistances.",,3,container-0641.csv container-0644.csv container-0645.csv,
炎のゆらめきをその身に封じ込めたローブ。,Robe with a flickering flame sealed within.,,3,container-0641.csv container-0644.csv container-0645.csv,
不死鳥の力を封じ込めたガーブ。,Garb imbued with the power of the immortal bird.,,3,container-0641.csv container-0644.csv container-0645.csv,
"戦乙女の名を〓する衣。装備者の無事を〓る
人々の想いが込められている。","Garment bearing the name of a mighty battle maiden. Carries
the prayers of thousands of souls within its woven body.",,3,container-0641.csv container-0644.csv container-0645.csv,
"風の精霊の守護を受けたローブ。
装備者には精霊の祝福があると言われている。","Garment blessed by the spirits of the wind.
It bestows these blessings upon its wearer.",,3,container-0641.csv container-0644.csv container-0645.csv,
"〓き誇る花々を集めて織られたガーブ。
その美しさに、槍は折れ刀は砕けると言われている。","Garment spun from flowers in bloom. Its beauty is said to
break lances and bend swords.",,3,container-0641.csv container-0644.csv container-0645.csv,
"永遠の輝きと名付けられた衣。
フレイ専用。","Garment which shines with an otherworldly light.
For Freya only.",,3,container-0641.csv container-0644.csv container-0645.csv,
鼻からアゴ部分にかけて露出したタイプの〓。,A helmet which leaves the nose and chin uncovered.,,3,container-0641.csv container-0644.csv container-0645.csv,
銀〓のサレット。,Sallet forged from silver.,,3,container-0641.csv container-0644.csv container-0645.csv,
鉄〓の〓。,A helm made of iron.,,3,container-0641.csv container-0644.csv container-0645.csv,
鋼鉄〓の〓。,A steel helm.,,3,container-0641.csv container-0644.csv container-0645.csv,
水晶があしらわれた〓。,A helm decorated with crystal.,,3,container-0641.csv container-0644.csv container-0645.csv,
銀〓の〓。,A helm made of silver.,,3,container-0641.csv container-0644.csv container-0645.csv,
素材にゴーレムの外装を使用した〓。,Helm made from the exterior of a golem.,,3,container-0641.csv container-0644.csv container-0645.csv,
"勇〓な戦士に〓られるという〓。
意匠が〓らされ、豪華。","A helm bestowed upon the brave.
A luxury item featuring exquisite design.",,3,container-0641.csv container-0644.csv container-0645.csv,
フルヘルムの類〓。,A type of full helm.,,3,container-0641.csv container-0644.csv container-0645.csv,
"フルヘルムの類〓。
戦神のレリーフが側面に〓されている。","A full helm with the visage of the war god engraved into one
side.",,3,container-0641.csv container-0644.csv container-0645.csv,
魔法金属を用いて作られた〓。,A helm forged from magical metal.,,3,container-0641.csv container-0644.csv container-0645.csv,
エーテル加工が〓された〓。,A helm formed by ether processing.,,3,container-0641.csv container-0644.csv container-0645.csv,
鋼鉄〓の〓。,A crown of steel.,,3,container-0641.csv container-0644.csv container-0645.csv,
"オリーブを〓った飾りが〓された〓。
呪いに対し強い耐性を持つ。","A crown engraved with olive branch patterns.
Possesses strong resistance to Curse.",,3,container-0641.csv container-0644.csv container-0645.csv,
聖水による〓めが成された〓飾り。,Decorative headwear purified by holy water.,,3,container-0641.csv container-0644.csv container-0645.csv,
魔術師が好んで使用する〓子。,The preferred hat of sorcerers.,,3,container-0641.csv container-0644.csv container-0645.csv,
"聖女と崇められた女性が身に着けていたという〓飾り。
聖属性の攻撃に対し強い耐性を持つ。","Headwear worn by a woman worshipped as a saint.
Possesses strong resistance to holy-element attacks.",,3,container-0641.csv container-0644.csv container-0645.csv,
"女王となるべき人物が付ける宝〓。
女性のみ装備可能。",The crown of she who would be queen. For women only.,,3,container-0641.csv container-0644.csv container-0645.csv,
魔力が込められた〓。,An enchanted crown.,,3,container-0641.csv container-0644.csv container-0645.csv,
最高級の素材を用いて作られた〓。,A crown made from the most luxuriant materials.,,3,container-0641.csv container-0644.csv container-0645.csv,
魔法金属を用いて作られた〓。,A crown made from magical metal.,,3,container-0641.csv container-0644.csv container-0645.csv,
エーテル加工が〓された〓。,A crown formed by ether processing.,,3,container-0641.csv container-0644.csv container-0645.csv,
腕を守る防具。手甲。,Armor that protects the wearer's arms.,,3,container-0641.csv container-0644.csv container-0645.csv,
鋼鉄〓の手甲。,Hand guard made of steel.,,3,container-0641.csv container-0644.csv container-0645.csv,
神の戦士に〓られるという手甲。,Hand guard bestowed upon the warriors of the gods.,,3,container-0641.csv container-0644.csv container-0645.csv,
銀〓の手甲。,Hand guard made of silver.,,3,container-0641.csv container-0644.csv container-0645.csv,
鋼鉄〓の手甲。,Gauntlet forged from steel.,,3,container-0641.csv container-0644.csv container-0645.csv,
"勇〓な戦士に〓られるという手甲。
意匠が〓らされ、豪華。","Hand guard bestowed upon the brave. 
A luxury item featuring exquisite design.",,3,container-0641.csv container-0644.csv container-0645.csv,
聖なる力が込められた手甲。,Hand guard imbued with holy power.,,3,container-0641.csv container-0644.csv container-0645.csv,
魔法金属を用いて作られた手甲。〓常に軽い。,"Hand guard forged from magical metal. 
Extremely lightweight.",,3,container-0641.csv container-0644.csv container-0645.csv,
エーテル加工が〓された盾。,Shield formed by ether processing.,,3,container-0641.csv container-0644.csv container-0645.csv,
炎の揺らめきを封じ込めたという手甲。,Gauntlets with dancing flames sealed within.,,3,container-0641.csv container-0644.csv container-0645.csv,
星の煌きを宿した手甲。,"Gauntlets studded with jewels containing the power of the
stars.",,3,container-0641.csv container-0644.csv container-0645.csv,
なめし〓〓のグローブ。,Gloves made from tanned hide.,,3,container-0641.csv container-0644.csv container-0645.csv,
魔力が込められたグローブ。,Gloves imbued with magic power.,,3,container-0641.csv container-0644.csv container-0645.csv,
身に着ける者に風の速さをもたらすグローブ。,Gloves that enable their wearer to move at the speed of wind.,,3,container-0641.csv container-0644.csv container-0645.csv,
"解毒の法をかけられた具足。
毒攻撃に対し強い耐性を持つ。","Legwear with detoxification qualities.
Provides strong resistance to Poison.",,3,container-0641.csv container-0644.csv container-0645.csv,
驚異的な瞬発力を持ち主にもたらす具足。,Leg armor confers remarkable explosive power to the wearer.,,3,container-0641.csv container-0644.csv container-0645.csv,
"魔力が込められた具足。
沈黙攻撃に対し強い耐性を持つ。","Legwear imbued with magic power. 
Possesses strong resistance to Silence.",,3,container-0641.csv container-0644.csv container-0645.csv,
魔法金属を用いて作られた具足。,Greaves made from magical metal.,,3,container-0641.csv container-0644.csv container-0645.csv,
エーテル加工が〓された具足。,Legwear formed by ether processing.,,3,container-0641.csv container-0644.csv container-0645.csv,
鉄〓の具足。,Iron legwear.,,3,container-0641.csv container-0644.csv container-0645.csv,
鋼鉄〓の具足。,Steel leg armor.,,3,container-0641.csv container-0644.csv container-0645.csv,
銀〓の具足。,Silver leg armor.,,3,container-0641.csv container-0644.csv container-0645.csv,
"勇〓な戦士に〓られるという具足。
意匠が〓らされ、豪華。","Leg armor bestowed upon the brave.
A luxury item featuring exquisite design.",,3,container-0641.csv container-0644.csv container-0645.csv,
動物の裏〓を毛羽立たせた素材を用いたブーツ。,"Soft, comfortable boots made of brushed leather.",,3,container-0641.csv container-0644.csv container-0645.csv,
素早く軽やかに行動できるようになるというブーツ。,Lightweight boots that make their wearers quick on their feet.,,3,container-0641.csv container-0644.csv container-0645.csv,
"一度身に着けた者はその最期の時まで〓り続けると
言われる赤いブーツ。","Once slipped on, these red shoes make their wearer dance to
the death.",,3,container-0641.csv container-0644.csv container-0645.csv,
"戦乙女のレリーフが〓されたペンダント。
男性専用。","Pendant decorated with the Battle Maiden's image.
Just for men.",,3,container-0641.csv container-0644.csv container-0645.csv,
三角が三つ重なった紋章が〓かれたエンブレム。,Emblem featuring the mark of three overlapping triangles.,,3,container-0641.csv container-0644.csv container-0645.csv,
炎属性の範囲攻撃を行う魔水晶。,This crystal releases an area fire attack.,,3,container-0641.csv container-0644.csv container-0645.csv,
氷属性の範囲攻撃を行う魔水晶。,This crystal releases an area ice attack.,,3,container-0641.csv container-0644.csv container-0645.csv,
土属性の範囲攻撃を行う魔水晶。,This crystal releases an area earth attack.,,3,container-0641.csv container-0644.csv container-0645.csv,
雷属性の範囲攻撃を行う魔水晶。,This crystal releases an area lightning attack.,,3,container-0641.csv container-0644.csv container-0645.csv,
聖属性の範囲攻撃を行う魔水晶。,This crystal releases an area holy attack.,,3,container-0641.csv container-0644.csv container-0645.csv,
闇属性の範囲攻撃を行う魔水晶。,This crystal releases an area dark attack.,,3,container-0641.csv container-0644.csv container-0645.csv,
敵の部位をランダムで攻撃する魔水晶。,This crystal randomly targets part of an enemy.,,3,container-0641.csv container-0644.csv container-0645.csv,
炎属性の攻撃を行う宝玉。,This gem releases a magic fire attack.,,3,container-0641.csv container-0644.csv container-0645.csv,
"氷属性の攻撃を行う宝玉。
一定確率で敵を状態異常（凍結）にする。","This gem releases a magic ice attack. 
May inflict Freeze on the enemy.",,3,container-0641.csv container-0644.csv container-0645.csv,
"雷属性の攻撃を行う宝玉。
一定確率で敵を状態異常（麻痺）にする。","This gem releases a magic lightning attack. 
May inflict Paralysis on the enemy.",,3,container-0641.csv container-0644.csv container-0645.csv,
"土属性の攻撃を行う宝玉。
一定確率で敵を状態異常（毒）にする。","This gem releases a magic earth attack. 
May inflict Poison on the enemy.",,3,container-0641.csv container-0644.csv container-0645.csv,
"聖属性の攻撃を行う宝玉。
一定確率で敵を状態異常（沈黙）にする。","This gem releases a magic holy attack. 
May inflict Silence on the enemy.",,3,container-0641.csv container-0644.csv container-0645.csv,
"闇属性の攻撃を行う宝玉。
一定確率で敵を状態異常（混乱）にする。","This gem releases a magic dark attack. 
May inflict Confuse on the enemy.",,3,container-0641.csv container-0644.csv container-0645.csv,
敵の部位をランダムで攻撃する宝玉。,This gem randomly targets part of an enemy.,,3,container-0641.csv container-0644.csv container-0645.csv,
"特別に〓められた水。
魔物にのダメージを与える。","Specially purified water. 
Inflicts 10,000 points of damage on a monster.",,3,container-0641.csv container-0644.csv container-0645.csv,
一定確率で敵を状態異常（混乱）にする。,May inflict Confuse upon an enemy.,,3,container-0641.csv container-0644.csv container-0645.csv,
範囲内の敵を魔晶石に変換する。,Converts enemies in range to magic crystals.,,3,container-0641.csv container-0644.csv container-0645.csv,
"戦士が傷を癒すために用いる回復の秘薬。
HPを回復する。","A secret elixir that cures the wounds of warriors.
Restores 300 HP.",,3,container-0641.csv container-0644.csv container-0645.csv,
"薬士が調合した回復の秘薬。
HPを回復する。","A secret elixir formulated by an apothecary. 
Restores 1500 HP.",,3,container-0641.csv container-0644.csv container-0645.csv,
"魔女が調合した回復の秘薬。
HPを回復する。","A secret elixir concocted by a witch. 
Restores 5000 HP.",,3,container-0641.csv container-0644.csv container-0645.csv,
"賢者が調合した回復の秘薬。
HPを完全に回復する。","A secret elixir conceived by a sage. 
Restores all HP.",,3,container-0641.csv container-0644.csv container-0645.csv,
"小人が生成したと言われる回復の霊薬。
パーティー全体のHPを回復する。","A magic tincture said to be brewed by dwarves.
Restores 300 HP to the entire party.",,3,container-0641.csv container-0644.csv container-0645.csv,
"妖精が生成したと言われる回復の霊薬。
パーティー全体のHPを回復する。","A magic tincture said to be mixed by fairies.
Restores 1500 HP to the entire party.",,3,container-0641.csv container-0644.csv container-0645.csv,
"精霊が生成したと言われる回復の霊薬。
パーティー全体のHPを回復する。","A magic tincture said to be blended by spirits. 
Restores 5000 HP to the entire party.",,3,container-0641.csv container-0644.csv container-0645.csv,
"女神が生成したと言われる回復の霊薬。
パーティー全体のHPを完全に回復する。","A magic tincture said to be created by a goddess.
Restores all HP to the entire party.",,3,container-0641.csv container-0644.csv container-0645.csv,
"状態異常（毒、混乱、沈黙、凍結、麻痺、石化、気絶）
を回復する。","A potion that can cure Poison, Confuse, Silence, Freeze,
Paralysis, Stone, and Faint.",,3,container-0641.csv container-0644.csv container-0645.csv,
"状態異常（毒、混乱、沈黙、凍結、麻痺、石化、気絶）
及びHPを回復する。","A potion that can cure Poison, Confuse, Silence, Freeze,
Paralysis, Stone, and Faint. Also restores 50% of HP.",,3,container-0641.csv container-0644.csv container-0645.csv,
"パーティー全体の状態異常（毒、混乱、沈黙、凍結、
麻痺、石化、気絶）及びHPを回復する。","A potion that cures the party of Poison, Confuse, Silence,
Freeze, Paralysis, Stone, and Faint. Also restores 99% of HP.",,3,container-0641.csv container-0644.csv container-0645.csv,
"神の奇跡が込められた〓媒。
（戦闘不能）状態からの復活を行う。","A catalyst imbued with sacred miracles. 
Can revitalize one who has fallen Unconscious.",,3,container-0641.csv container-0644.csv container-0645.csv,
"〓りにより〓められた水。
状態異常（呪い）を回復する。","Water purified by prayer. 
Can cure someone of Curse.",,3,container-0641.csv container-0644.csv container-0645.csv,
"状態異常（呪い）を回復する。
聖水とは異なり、何度でも使用できる。","A holy artifact that cures Curse. 
Unlike Holy Water, it can be used many times.",,3,container-0641.csv container-0644.csv container-0645.csv,
"若さを保つと言われる林檎。
状態異常（衰弱）を回復する。","Apples said to provide eternal youth. 
Can cure Frailty.",,3,container-0641.csv container-0644.csv container-0645.csv,
"状態異常（衰弱）を回復する。
イズンの林檎とは異なり、何度でも使用できる。","A mysterious mineral that cures Frailty.
Unlike Idun's Apples, it can be used many times.",,3,container-0641.csv container-0644.csv container-0645.csv,
"方角を読み取る石。
パーティー全体の状態異常（転送）を回復する。","A stone that knows the way home.
Cures the entire party of the Transfer status ailment.",,3,container-0641.csv container-0644.csv container-0645.csv,
"パーティー全体の状態異常（転送）を回復する。
方位石とは異なり、何度でも使用できる。","Cures the entire party of the Transfer status ailment. 
Unlike an Aspect Stone, it can be used many times.",,3,container-0641.csv container-0644.csv container-0645.csv,
一定時間、炎属性に対する耐性を上昇させる。,Temporarily increases resistance to fire-element magic.,,3,container-0641.csv container-0644.csv container-0645.csv,
一定時間、氷属性に対する耐性を上昇させる。,Temporarily increases resistance to ice-element magic.,,3,container-0641.csv container-0644.csv container-0645.csv,
一定時間、土属性に対する耐性を上昇させる。,Temporarily increases resistance to earth-element magic.,,3,container-0641.csv container-0644.csv container-0645.csv,
一定時間、雷属性に対する耐性を上昇させる。,Temporarily increases resistance to lightning-element magic.,,3,container-0641.csv container-0644.csv container-0645.csv,
あらゆる攻撃から一度だけ身を守る。,Protects wearer from any attack one time only.,,3,container-0641.csv container-0644.csv container-0645.csv,
一定時間、パーティー全体の炎属性に対する耐性を上昇させる。,"Temporarily increases party's resistance to fire-element
magic.",,3,container-0641.csv container-0644.csv container-0645.csv,
一定時間、パーティー全体の氷属性に対する耐性を上昇させる。,"Temporarily increases party's resistance to ice-element
magic.",,3,container-0641.csv container-0644.csv container-0645.csv,
一定時間、パーティー全体の土属性に対する耐性を上昇させる。,"Temporarily increases party's resistance to earth-element
magic.",,3,container-0641.csv container-0644.csv container-0645.csv,
一定時間、パーティー全体の雷属性に対する耐性を上昇させる。,"Temporarily increases party's resistance to lightning-element
magic.",,3,container-0641.csv container-0644.csv container-0645.csv,
パーティー全体をあらゆる攻撃から一度だけ身を守る。,Protects each party member from any attack one time only.,,3,container-0641.csv container-0644.csv container-0645.csv,
一定時間、パーティー全体を状態異常から守る。,"A potion that temporarily protects the entire party from
status ailments.",,3,container-0641.csv container-0644.csv container-0645.csv,
パーティー全体のHPと引き換えにAPを回復する。,Restore AP at the cost of party's HP.,,3,container-0641.csv container-0644.csv container-0645.csv,
一定時間、ATKが上昇する。,Temporarily increases ATK.,,3,container-0641.csv container-0644.csv container-0645.csv,
一定時間、RDM・RSTが上昇する。,Temporarily increases RDM and RST.,,3,container-0641.csv container-0644.csv container-0645.csv,
一定時間、MAGが上昇する。,Temporarily increases MAG.,,3,container-0641.csv container-0644.csv container-0645.csv,
一定時間、APの消費が減少する。,Temporarily reduces AP consumption by 20%.,,3,container-0641.csv container-0644.csv container-0645.csv,
"解放したエインフェリアの力が込められた石。
STR・D〓〓が上昇する。","Stone imbued with the power of a freed einherjar.
Increases STR and DEX by 20.",,3,container-0641.csv container-0644.csv container-0645.csv,
"解放したエインフェリアの力が込められた石。
I〓T・〓〓〓が上昇する。","Stone imbued with the power of a freed einherjar.
Increases INT and CON by 20.",,3,container-0641.csv container-0644.csv container-0645.csv,
"解放したエインフェリアの力が込められた石。
HPが、AG〓が上昇する。","Stone imbued with the power of a freed einherjar.
Increases HP by 200 and AGL by 20.",,3,container-0641.csv container-0644.csv container-0645.csv,
"先人の知識の結晶体。
経験値が上昇する。","Ancient wisdom that has been crystallized.
Increases EXP by 300,000.",,3,container-0641.csv container-0644.csv container-0645.csv,
HPの最大値が上昇する。,Increases max HP by 100.,,3,container-0641.csv container-0644.csv container-0645.csv,
先人の知識の結晶体。STRが上昇する。,"Crystallized ancient wisdom.
Increases STR by 5.",,3,container-0641.csv container-0644.csv container-0645.csv,
先人の知識の結晶体。I〓Tが上昇する。,"Crystallized ancient wisdom.
Increases INT by 5.",,3,container-0641.csv container-0644.csv container-0645.csv,
先人の知識の結晶体。D〓〓が上昇する。,"Crystallized ancient wisdom.
Increases DEX by 5.",,3,container-0641.csv container-0644.csv container-0645.csv,
先人の知識の結晶体。AG〓が上昇する。,"Crystallized ancient wisdom.
Increases AGL by 5.",,3,container-0641.csv container-0644.csv container-0645.csv,
先人の知識の結晶体。〓〓〓が上昇する。,"Crystallized ancient wisdom.
Increases CON by 5.",,3,container-0641.csv container-0644.csv container-0645.csv,
"STR・I〓T・D〓〓・AG〓がランダムで
〓上昇する。","Randomly raises STR, INT, DEX, and AGL by 1 to 10 points.",,3,container-0641.csv container-0644.csv container-0645.csv,
"戦闘中に使用すると、経験値とオースの入手量が
倍になる。",Doubles experience and OTH acquired when used during a battle.,,3,container-0641.csv container-0644.csv container-0645.csv,
敵の能力及び弱点を調べる事ができる。,"Allows the wearer to discern the foe's abilities and weak
points.",,3,container-0641.csv container-0644.csv container-0645.csv,
"敵の能力及び弱点を調べる事ができる。
スペクタクルズとは異なり、何度でも使用できる。","Allows the wearer to discern enemy abilities and weak points.
Unlike the Spectacles, it can be used many times.",,3,container-0641.csv container-0644.csv container-0645.csv,
戦闘から逃走する。,Extricates party from battle.,,3,container-0641.csv container-0644.csv container-0645.csv,
斧のように鋭く〓丈な前歯。,Front tooth sharp and strong as an axe.,,3,container-0641.csv container-0644.csv container-0645.csv,
岩のように硬く〓丈な奥歯。,Back tooth hard and strong as a rock.,,3,container-0641.csv container-0644.csv container-0645.csv,
〓のように長く尖った牙。,A fang sharp and pointed like a stake.,,3,container-0641.csv container-0644.csv container-0645.csv,
トロルの身体の大部分を構成する粘土。,The clay that primarily constitutes a troll's body.,,3,container-0641.csv container-0644.csv container-0645.csv,
"トロルがその〓力にものを言わせて振るう丸太。
その欠片。","Fragment of what was a tree trunk swung by monstrously
powerful trolls.",,3,container-0641.csv container-0644.csv container-0645.csv,
器のように上部が欠けたドクロ。,"A skull that serves as a container, with its top cut off.",,3,container-0641.csv container-0644.csv container-0645.csv,
杯のように上部に〓麗な〓が開いた頭〓骨。,A cranium with the top neatly removed to resemble a cup.,,3,container-0641.csv container-0644.csv container-0645.csv,
黒曜石のような美しい光〓を放つドクロ。,A skull that shines a beautiful obsidian shade.,,3,container-0641.csv container-0644.csv container-0645.csv,
"命無き者に宿された仮初めの生命。
結晶化の際に黒く変色している。","A transient life, released from its corporal prison.
Turns black when crystallized.",,3,container-0641.csv container-0644.csv container-0645.csv,
風化してボロボロの骨の欠片の結晶。,Crystalline remains of weathered and worn bone fragments.,,3,container-0641.csv container-0644.csv container-0645.csv,
炎の力が封じ込められた真紅の魔法の宝石。,Magical red jewel with the power of fire sealed within.,,3,container-0641.csv container-0644.csv container-0645.csv,
炎の力が封じ込められた青い魔法の宝石。,Magical blue jewel with the power of fire sealed within.,,3,container-0641.csv container-0644.csv container-0645.csv,
炎の力が封じ込められた緑の魔法の宝石。,Magical green jewel with the power of fire sealed within.,,3,container-0641.csv container-0644.csv container-0645.csv,
雷の力が封じ込められた赤い珠。,Red metal containing the power of lightning.,,3,container-0641.csv container-0644.csv container-0645.csv,
雷の力が封じ込められた青い珠。,Blue metal containing the power of lightning.,,3,container-0641.csv container-0644.csv container-0645.csv,
雷の力が封じ込められた緑の珠。,Green metal containing the power of lightning.,,3,container-0641.csv container-0644.csv container-0645.csv,
土の力が〓縮された赤い鉱物。,Red ore possessing concentrated earth power.,,3,container-0641.csv container-0644.csv container-0645.csv,
土の力が〓縮された青い鉱物。,Blue ore possessing concentrated earth power.,,3,container-0641.csv container-0644.csv container-0645.csv,
土の力が〓縮された緑の鉱物。,Green ore possessing concentrated earth power.,,3,container-0641.csv container-0644.csv container-0645.csv,
氷の力の結晶と言われる赤い宝石。,Red crystal of ice power.,,3,container-0641.csv container-0644.csv container-0645.csv,
氷の力の結晶と言われる青い宝石。,Blue crystal of ice power.,,3,container-0641.csv container-0644.csv container-0645.csv,
氷の力の結晶と言われる緑の宝石。,Green crystal of ice power.,,3,container-0641.csv container-0644.csv container-0645.csv,
半ばから折れた刀身の先。,Tip of a blade broken in half.,,3,container-0641.csv container-0644.csv container-0645.csv,
先端から半ばが折れてしまっている剣。,A sword with half its blade broken off.,,3,container-0641.csv container-0644.csv container-0645.csv,
燃え〓る炎のように赤いドラゴンの角から作られた結晶。,"Crystal made from a dragon's horn, red as a funnel of flame.",,3,container-0641.csv container-0644.csv container-0645.csv,
ドラゴンの角の結晶。強者の証と言われる。,"Crystal of a dragon's horn. Recognized as a testament to
strength.",,3,container-0641.csv container-0644.csv container-0645.csv,
血のように赤い獣の牙。,"A beast's tooth, red as blood.",,3,container-0641.csv container-0644.csv container-0645.csv,
ドラゴンの牙。強者の証と言われる。,"A dragon's tooth. 
A symbol of the bearer's might.",,3,container-0641.csv container-0644.csv container-0645.csv,
"ドラゴンが死んだ際にその命の源が
大粒のサファイアへと変化したもの。",Giant sapphire formed by a dying dragon's lifeforce.,,3,container-0641.csv container-0644.csv container-0645.csv,
"ドラゴンが死んだ際にその命の源が
大粒のエメラルドへと変化したもの。",Giant emerald formed by a dying dragon's lifeforce.,,3,container-0641.csv container-0644.csv container-0645.csv,
