original_jp,original_en,translated,occurrences,containers,notes
クローサス森林遺跡 クローサス森林遺跡〓09,Crawsus Forest Ruins RUINS4_09,,1,container-0642.csv,
クローサス森林遺跡 クローサス森林遺跡〓10,Crawsus Forest Ruins RUINS4_10,,1,container-0642.csv,
クローサス森林遺跡 クローサス森林遺跡〓11,Crawsus Forest Ruins RUINS4_11,,1,container-0642.csv,
クローサス森林遺跡 クローサス森林遺跡〓12,Crawsus Forest Ruins RUINS4_12,,1,container-0642.csv,
奉竜殿 奉竜殿〓01,Palace of the Venerated Dragon DRAGONHALL_01,,1,container-0642.csv,
奉竜殿 奉竜殿〓02,Palace of the Venerated Dragon DRAGONHALL_02,,1,container-0642.csv,
奉竜殿 奉竜殿〓0〓,Palace of the Venerated Dragon DRAGONHALL_03,,1,container-0642.csv,
奉竜殿 奉竜殿〓0〓,Palace of the Venerated Dragon DRAGONHALL_04,,1,container-0642.csv,
奉竜殿 奉竜殿〓05,Palace of the Venerated Dragon DRAGONHALL_05,,1,container-0642.csv,
奉竜殿 奉竜殿〓0〓,Palace of the Venerated Dragon DRAGONHALL_06,,1,container-0642.csv,
奉竜殿 奉竜殿〓0〓,Palace of the Venerated Dragon DRAGONHALL_07,,1,container-0642.csv,
奉竜殿 奉竜殿〓08,Palace of the Venerated Dragon DRAGONHALL_08,,1,container-0642.csv,
奉竜殿 奉竜殿〓09,Palace of the Venerated Dragon DRAGONHALL_09,,1,container-0642.csv,
奉竜殿 奉竜殿〓10,Palace of the Venerated Dragon DRAGONHALL_10,,1,container-0642.csv,
奉竜殿 奉竜殿〓11,Palace of the Venerated Dragon DRAGONHALL_11,,1,container-0642.csv,
奉竜殿 奉竜殿〓12,Palace of the Venerated Dragon DRAGONHALL_12,,1,container-0642.csv,
奉竜殿 奉竜殿〓1〓,Palace of the Venerated Dragon DRAGONHALL_13,,1,container-0642.csv,
奉竜殿 奉竜殿〓1〓,Palace of the Venerated Dragon DRAGONHALL_14,,1,container-0642.csv,
奉竜殿 奉竜殿〓15,Palace of the Venerated Dragon DRAGONHALL_15,,1,container-0642.csv,
奉竜殿 奉竜殿〓1〓,Palace of the Venerated Dragon DRAGONHALL_16,,1,container-0642.csv,
奉竜殿 奉竜殿〓1〓,Palace of the Venerated Dragon DRAGONHALL_17,,1,container-0642.csv,
奉竜殿 奉竜殿〓18,Palace of the Venerated Dragon DRAGONHALL_18,,1,container-0642.csv,
奉竜殿 奉竜殿〓19,Palace of the Venerated Dragon DRAGONHALL_19,,1,container-0642.csv,
奉竜殿 奉竜殿〓20,Palace of the Venerated Dragon DRAGONHALL_20,,1,container-0642.csv,
奉竜殿 奉竜殿〓21,Palace of the Venerated Dragon DRAGONHALL_21,,1,container-0642.csv,
奉竜殿 奉竜殿〓22,Palace of the Venerated Dragon DRAGONHALL_22,,1,container-0642.csv,
奉竜殿 奉竜殿〓2〓,Palace of the Venerated Dragon DRAGONHALL_23,,1,container-0642.csv,
奉竜殿 奉竜殿〓2〓,Palace of the Venerated Dragon DRAGONHALL_24,,1,container-0642.csv,
奉竜殿 奉竜殿〓25,Palace of the Venerated Dragon DRAGONHALL_25,,1,container-0642.csv,
奉竜殿 奉竜殿〓2〓,Palace of the Venerated Dragon DRAGONHALL_26,,1,container-0642.csv,
奉竜殿 奉竜殿〓2〓,Palace of the Venerated Dragon DRAGONHALL_27,,1,container-0642.csv,
奉竜殿 奉竜殿〓28,Palace of the Venerated Dragon DRAGONHALL_28,,1,container-0642.csv,
奉竜殿 奉竜殿〓29,Palace of the Venerated Dragon DRAGONHALL_29,,1,container-0642.csv,
奉竜殿 奉竜殿〓〓0,Palace of the Venerated Dragon DRAGONHALL_30,,1,container-0642.csv,
奉竜殿 奉竜殿〓〓1,Palace of the Venerated Dragon DRAGONHALL_31,,1,container-0642.csv,
奉竜殿 奉竜殿〓〓2,Palace of the Venerated Dragon DRAGONHALL_32,,1,container-0642.csv,
奉竜殿 奉竜殿〓〓〓,Palace of the Venerated Dragon DRAGONHALL_33,,1,container-0642.csv,
奉竜殿 奉竜殿〓〓〓,Palace of the Venerated Dragon DRAGONHALL_34,,1,container-0642.csv,
ディパン城 ディパン城内〓2〓01,Dipan Castle DIPAN_CB_01,,1,container-0642.csv,
ディパン城 ディパン城内〓2〓02,Dipan Castle DIPAN_CB_02,,1,container-0642.csv,
ディパン城 ディパン城内〓2〓0〓,Dipan Castle DIPAN_CB_03,,1,container-0642.csv,
ディパン城 ディパン城内〓2〓0〓,Dipan Castle DIPAN_CB_04,,1,container-0642.csv,
ディパン城 ディパン城内〓2〓05,Dipan Castle DIPAN_CB_05,,1,container-0642.csv,
ディパン城 ディパン城内〓2〓0〓,Dipan Castle DIPAN_CB_06,,1,container-0642.csv,
ディパン城 ディパン城内〓2〓0〓,Dipan Castle DIPAN_CB_07,,1,container-0642.csv,
ディパン城 ディパン城内〓2〓08,Dipan Castle DIPAN_CB_08,,1,container-0642.csv,
ディパン城 ディパン城内〓2〓09,Dipan Castle DIPAN_CB_09,,1,container-0642.csv,
ディパン城 ディパン城内〓2〓10,Dipan Castle DIPAN_CB_10,,1,container-0642.csv,
ディパン城 ディパン城内〓2〓11,Dipan Castle DIPAN_CB_11,,1,container-0642.csv,
ディパン城 ディパン城内〓2〓12,Dipan Castle DIPAN_CB_12,,1,container-0642.csv,
ディパン城 ディパン城内〓2〓1〓,Dipan Castle DIPAN_CB_13,,1,container-0642.csv,
ディパン城 ディパン城内〓2〓1〓,Dipan Castle DIPAN_CB_14,,1,container-0642.csv,
ディパン城 ディパン城内〓2〓15,Dipan Castle DIPAN_CB_15,,1,container-0642.csv,
ディパン城 ディパン城内〓2〓1〓,Dipan Castle DIPAN_CB_16,,1,container-0642.csv,
精霊の森 精霊の森〓01,Forest of Spirits FOREST_E_01,,1,container-0642.csv,
精霊の森 精霊の森〓02,Forest of Spirits FOREST_E_02,,1,container-0642.csv,
精霊の森 精霊の森〓0〓,Forest of Spirits FOREST_E_03,,1,container-0642.csv,
精霊の森 精霊の森〓0〓,Forest of Spirits FOREST_E_04,,1,container-0642.csv,
精霊の森 精霊の森〓05,Forest of Spirits FOREST_E_05,,1,container-0642.csv,
精霊の森 精霊の森〓0〓,Forest of Spirits FOREST_E_06,,1,container-0642.csv,
精霊の森 精霊の森〓0〓,Forest of Spirits FOREST_E_07,,1,container-0642.csv,
精霊の森 精霊の森〓08,Forest of Spirits FOREST_E_08,,1,container-0642.csv,
精霊の森 精霊の森〓09,Forest of Spirits FOREST_E_09,,1,container-0642.csv,
精霊の森 精霊の森〓10,Forest of Spirits FOREST_E_10,,1,container-0642.csv,
精霊の森 精霊の森〓11,Forest of Spirits FOREST_E_11,,1,container-0642.csv,
精霊の森 精霊の森〓12,Forest of Spirits FOREST_E_12,,1,container-0642.csv,
ビフレスト ビフレスト〓01,Bifrost BIFROST_01,,1,container-0642.csv,
ビフレスト ビフレスト〓02,Bifrost BIFROST_02,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓01,Hall of Valhalla VALHALLA_P_01,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓02,Hall of Valhalla VALHALLA_P_02,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓0〓,Hall of Valhalla VALHALLA_P_03,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓0〓,Hall of Valhalla VALHALLA_P_04,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓05,Hall of Valhalla VALHALLA_P_05,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓0〓,Hall of Valhalla VALHALLA_P_06,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓0〓,Hall of Valhalla VALHALLA_P_07,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓08,Hall of Valhalla VALHALLA_P_08,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓09,Hall of Valhalla VALHALLA_P_09,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓10,Hall of Valhalla VALHALLA_P_10,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓11,Hall of Valhalla VALHALLA_P_11,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓12,Hall of Valhalla VALHALLA_P_12,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓1〓,Hall of Valhalla VALHALLA_P_13,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓1〓,Hall of Valhalla VALHALLA_P_14,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓15,Hall of Valhalla VALHALLA_P_15,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓1〓,Hall of Valhalla VALHALLA_P_16,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓1〓,Hall of Valhalla VALHALLA_P_17,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓18,Hall of Valhalla VALHALLA_P_18,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓19,Hall of Valhalla VALHALLA_P_19,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓20,Hall of Valhalla VALHALLA_P_20,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓21,Hall of Valhalla VALHALLA_P_21,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓22,Hall of Valhalla VALHALLA_P_22,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓2〓,Hall of Valhalla VALHALLA_P_23,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓2〓,Hall of Valhalla VALHALLA_P_24,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓25,Hall of Valhalla VALHALLA_P_25,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓2〓,Hall of Valhalla VALHALLA_P_26,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓2〓,Hall of Valhalla VALHALLA_P_27,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓28,Hall of Valhalla VALHALLA_P_28,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓29,Hall of Valhalla VALHALLA_P_29,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓〓0,Hall of Valhalla VALHALLA_P_30,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓〓1,Hall of Valhalla VALHALLA_P_31,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓〓2,Hall of Valhalla VALHALLA_P_32,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓〓〓,Hall of Valhalla VALHALLA_P_33,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓〓〓,Hall of Valhalla VALHALLA_P_34,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓〓5,Hall of Valhalla VALHALLA_P_35,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓〓〓,Hall of Valhalla VALHALLA_P_36,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓〓〓,Hall of Valhalla VALHALLA_P_37,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓〓8,Hall of Valhalla VALHALLA_P_38,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓〓9,Hall of Valhalla VALHALLA_P_39,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓〓0,Hall of Valhalla VALHALLA_P_40,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓〓1,Hall of Valhalla VALHALLA_P_41,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓〓2,Hall of Valhalla VALHALLA_P_42,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓〓〓,Hall of Valhalla VALHALLA_P_43,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓〓〓,Hall of Valhalla VALHALLA_P_44,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓〓5,Hall of Valhalla VALHALLA_P_45,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓〓〓,Hall of Valhalla VALHALLA_P_46,,1,container-0642.csv,
ヴァルハラ宮殿 ヴァルハラ宮殿〓〓〓,Hall of Valhalla VALHALLA_P_47,,1,container-0642.csv,
蒼枯の森 蒼枯の森〓01,Ancient Forest FOREST_01,,1,container-0642.csv,
蒼枯の森 蒼枯の森〓02,Ancient Forest FOREST_02,,1,container-0642.csv,
蒼枯の森 蒼枯の森〓0〓,Ancient Forest FOREST_03,,1,container-0642.csv,
蒼枯の森 蒼枯の森〓0〓,Ancient Forest FOREST_04,,1,container-0642.csv,
蒼枯の森 蒼枯の森〓05,Ancient Forest FOREST_05,,1,container-0642.csv,
蒼枯の森 蒼枯の森〓0〓,Ancient Forest FOREST_06,,1,container-0642.csv,
蒼枯の森 蒼枯の森〓0〓,Ancient Forest FOREST_07,,1,container-0642.csv,
蒼枯の森 蒼枯の森〓08,Ancient Forest FOREST_08,,1,container-0642.csv,
蒼枯の森 蒼枯の森〓09,Ancient Forest FOREST_09,,1,container-0642.csv,
蒼枯の森 蒼枯の森〓10,Ancient Forest FOREST_10,,1,container-0642.csv,
蒼枯の森 蒼枯の森〓11,Ancient Forest FOREST_11,,1,container-0642.csv,
蒼枯の森 蒼枯の森〓12,Ancient Forest FOREST_12,,1,container-0642.csv,
蒼枯の森 蒼枯の森〓1〓,Ancient Forest FOREST_13,,1,container-0642.csv,
昏き妄執の館 昏き妄執の館〓01,Chateau Obsession PRISON_01,,1,container-0642.csv,
昏き妄執の館 昏き妄執の館〓02,Chateau Obsession PRISON_02,,1,container-0642.csv,
昏き妄執の館 昏き妄執の館〓0〓,Chateau Obsession PRISON_03,,1,container-0642.csv,
昏き妄執の館 昏き妄執の館〓0〓,Chateau Obsession PRISON_04,,1,container-0642.csv,
昏き妄執の館 昏き妄執の館〓05,Chateau Obsession PRISON_05,,1,container-0642.csv,
昏き妄執の館 昏き妄執の館〓0〓,Chateau Obsession PRISON_06,,1,container-0642.csv,
昏き妄執の館 昏き妄執の館〓0〓,Chateau Obsession PRISON_07,,1,container-0642.csv,
昏き妄執の館 昏き妄執の館〓08,Chateau Obsession PRISON_08,,1,container-0642.csv,
昏き妄執の館 昏き妄執の館〓09,Chateau Obsession PRISON_09,,1,container-0642.csv,
トゥルゲン鉱山 トゥルゲン鉱山〓01,Turgen Mine MINE_01,,1,container-0642.csv,
トゥルゲン鉱山 トゥルゲン鉱山〓02,Turgen Mine MINE_02,,1,container-0642.csv,
トゥルゲン鉱山 トゥルゲン鉱山〓0〓,Turgen Mine MINE_03,,1,container-0642.csv,
トゥルゲン鉱山 トゥルゲン鉱山〓0〓,Turgen Mine MINE_04,,1,container-0642.csv,
トゥルゲン鉱山 トゥルゲン鉱山〓05,Turgen Mine MINE_05,,1,container-0642.csv,
トゥルゲン鉱山 トゥルゲン鉱山〓0〓,Turgen Mine MINE_06,,1,container-0642.csv,
トゥルゲン鉱山 トゥルゲン鉱山〓0〓,Turgen Mine MINE_07,,1,container-0642.csv,
トゥルゲン鉱山 トゥルゲン鉱山〓08,Turgen Mine MINE_08,,1,container-0642.csv,
狭間の洞窟 狭間の洞窟〓01,Ravine Caverns LOOPHOLE_01,,1,container-0642.csv,
狭間の洞窟 狭間の洞窟〓02,Ravine Caverns LOOPHOLE_02,,1,container-0642.csv,
狭間の洞窟 狭間の洞窟〓0〓,Ravine Caverns LOOPHOLE_03,,1,container-0642.csv,
狭間の洞窟 狭間の洞窟〓0〓,Ravine Caverns LOOPHOLE_04,,1,container-0642.csv,
狭間の洞窟 狭間の洞窟〓05,Ravine Caverns LOOPHOLE_05,,1,container-0642.csv,
狭間の洞窟 狭間の洞窟〓0〓,Ravine Caverns LOOPHOLE_06,,1,container-0642.csv,
狭間の洞窟 狭間の洞窟〓0〓,Ravine Caverns LOOPHOLE_07,,1,container-0642.csv,
狭間の洞窟 狭間の洞窟〓08,Ravine Caverns LOOPHOLE_08,,1,container-0642.csv,
狭間の洞窟 狭間の洞窟〓09,Ravine Caverns LOOPHOLE_09,,1,container-0642.csv,
狭間の洞窟 狭間の洞窟〓10,Ravine Caverns LOOPHOLE_10,,1,container-0642.csv,
狭間の洞窟 狭間の洞窟〓11,Ravine Caverns LOOPHOLE_11,,1,container-0642.csv,
狭間の洞窟 狭間の洞窟〓12,Ravine Caverns LOOPHOLE_12,,1,container-0642.csv,
狭間の洞窟 狭間の洞窟〓1〓,Ravine Caverns LOOPHOLE_13,,1,container-0642.csv,
狭間の洞窟 狭間の洞窟〓1〓,Ravine Caverns LOOPHOLE_14,,1,container-0642.csv,
狭間の洞窟 狭間の洞窟〓15,Ravine Caverns LOOPHOLE_15,,1,container-0642.csv,
狭間の洞窟 狭間の洞窟〓1〓,Ravine Caverns LOOPHOLE_16,,1,container-0642.csv,
狭間の洞窟 狭間の洞窟〓1〓,Ravine Caverns LOOPHOLE_17,,1,container-0642.csv,
狭間の洞窟 狭間の洞窟〓18,Ravine Caverns LOOPHOLE_18,,1,container-0642.csv,
狭間の洞窟 狭間の洞窟〓19,Ravine Caverns LOOPHOLE_19,,1,container-0642.csv,
狭間の洞窟 狭間の洞窟〓20,Ravine Caverns LOOPHOLE_20,,1,container-0642.csv,
狭間の洞窟 狭間の洞窟〓21,Ravine Caverns LOOPHOLE_21,,1,container-0642.csv,
狭間の洞窟 狭間の洞窟〓22,Ravine Caverns LOOPHOLE_22,,1,container-0642.csv,
狭間の洞窟 狭間の洞窟〓2〓,Ravine Caverns LOOPHOLE_23,,1,container-0642.csv,
狭間の洞窟 狭間の洞窟〓2〓,Ravine Caverns LOOPHOLE_24,,1,container-0642.csv,
狭間の洞窟 狭間の洞窟〓25,Ravine Caverns LOOPHOLE_25,,1,container-0642.csv,
狭間の洞窟 狭間の洞窟〓2〓,Ravine Caverns LOOPHOLE_26,,1,container-0642.csv,
狭間の洞窟 狭間の洞窟〓2〓,Ravine Caverns LOOPHOLE_27,,1,container-0642.csv,
狭間の洞窟 狭間の洞窟〓28,Ravine Caverns LOOPHOLE_28,,1,container-0642.csv,
狭間の洞窟 狭間の洞窟〓29,Ravine Caverns LOOPHOLE_29,,1,container-0642.csv,
狭間の洞窟 狭間の洞窟〓〓0,Ravine Caverns LOOPHOLE_30,,1,container-0642.csv,
狭間の洞窟 狭間の洞窟〓〓1,Ravine Caverns LOOPHOLE_31,,1,container-0642.csv,
狭間の洞窟 狭間の洞窟〓〓2,Ravine Caverns LOOPHOLE_32,,1,container-0642.csv,
狭間の洞窟 狭間の洞窟〓〓〓,Ravine Caverns LOOPHOLE_33,,1,container-0642.csv,
ユグドラシル ユグドラシル〓02,Yggdrasil YGGDRASIL_02,,1,container-0642.csv,
ユグドラシル ユグドラシル〓0〓,Yggdrasil YGGDRASIL_03,,1,container-0642.csv,
ユグドラシル ユグドラシル〓0〓,Yggdrasil YGGDRASIL_04,,1,container-0642.csv,
ユグドラシル ユグドラシル〓05,Yggdrasil YGGDRASIL_05,,1,container-0642.csv,
ユグドラシル ユグドラシル〓0〓,Yggdrasil YGGDRASIL_06,,1,container-0642.csv,
ユグドラシル ユグドラシル〓0〓,Yggdrasil YGGDRASIL_07,,1,container-0642.csv,
ユグドラシル ユグドラシル〓08,Yggdrasil YGGDRASIL_08,,1,container-0642.csv,
ユグドラシル ユグドラシル〓09,Yggdrasil YGGDRASIL_09,,1,container-0642.csv,
ユグドラシル ユグドラシル〓10,Yggdrasil YGGDRASIL_10,,1,container-0642.csv,
ユグドラシル ユグドラシル〓11,Yggdrasil YGGDRASIL_11,,1,container-0642.csv,
ユグドラシル ユグドラシル〓12,Yggdrasil YGGDRASIL_12,,1,container-0642.csv,
ユグドラシル ユグドラシル〓1〓,Yggdrasil YGGDRASIL_13,,1,container-0642.csv,
ユグドラシル ユグドラシル〓1〓,Yggdrasil YGGDRASIL_14,,1,container-0642.csv,
ユグドラシル ユグドラシル〓15,Yggdrasil YGGDRASIL_15,,1,container-0642.csv,
ユグドラシル ユグドラシル〓1〓,Yggdrasil YGGDRASIL_16,,1,container-0642.csv,
ユグドラシル ユグドラシル〓1〓,Yggdrasil YGGDRASIL_17,,1,container-0642.csv,
ユグドラシル ユグドラシル〓18,Yggdrasil YGGDRASIL_18,,1,container-0642.csv,
ユグドラシル ユグドラシル〓19,Yggdrasil YGGDRASIL_19,,1,container-0642.csv,
ユグドラシル ユグドラシル〓20,Yggdrasil YGGDRASIL_20,,1,container-0642.csv,
ユグドラシル ユグドラシル〓21,Yggdrasil YGGDRASIL_21,,1,container-0642.csv,
ユグドラシル ユグドラシル〓22,Yggdrasil YGGDRASIL_22,,1,container-0642.csv,
ユグドラシル ユグドラシル〓2〓,Yggdrasil YGGDRASIL_23,,1,container-0642.csv,
ユグドラシル ユグドラシル〓2〓,Yggdrasil YGGDRASIL_24,,1,container-0642.csv,
ユグドラシル ユグドラシル〓25,Yggdrasil YGGDRASIL_25,,1,container-0642.csv,
ユグドラシル ユグドラシル〓2〓,Yggdrasil YGGDRASIL_26,,1,container-0642.csv,
ユグドラシル ユグドラシル〓2〓,Yggdrasil YGGDRASIL_27,,1,container-0642.csv,
ユグドラシル ユグドラシル〓28,Yggdrasil YGGDRASIL_28,,1,container-0642.csv,
ユグドラシル ユグドラシル〓29,Yggdrasil YGGDRASIL_29,,1,container-0642.csv,
ユグドラシル ユグドラシル〓〓0,Yggdrasil YGGDRASIL_30,,1,container-0642.csv,
ユグドラシル ユグドラシル〓〓1,Yggdrasil YGGDRASIL_31,,1,container-0642.csv,
レザード・ヴァレスの塔 レザード・ヴァレスの塔〓01,Tower of Lezard Valeth LEZARD_VALETH_01,,1,container-0642.csv,
レザード・ヴァレスの塔 レザード・ヴァレスの塔〓02,Tower of Lezard Valeth LEZARD_VALETH_02,,1,container-0642.csv,
レザード・ヴァレスの塔 レザード・ヴァレスの塔〓0〓,Tower of Lezard Valeth LEZARD_VALETH_03,,1,container-0642.csv,
レザード・ヴァレスの塔 レザード・ヴァレスの塔〓0〓,Tower of Lezard Valeth LEZARD_VALETH_04,,1,container-0642.csv,
レザード・ヴァレスの塔 レザード・ヴァレスの塔〓05,Tower of Lezard Valeth LEZARD_VALETH_05,,1,container-0642.csv,
レザード・ヴァレスの塔 レザード・ヴァレスの塔〓0〓,Tower of Lezard Valeth LEZARD_VALETH_06,,1,container-0642.csv,
レザード・ヴァレスの塔 レザード・ヴァレスの塔〓0〓,Tower of Lezard Valeth LEZARD_VALETH_07,,1,container-0642.csv,
レザード・ヴァレスの塔 レザード・ヴァレスの塔〓08,Tower of Lezard Valeth LEZARD_VALETH_08,,1,container-0642.csv,
レザード・ヴァレスの塔 レザード・ヴァレスの塔〓09,Tower of Lezard Valeth LEZARD_VALETH_09,,1,container-0642.csv,
レザード・ヴァレスの塔 レザード・ヴァレスの塔〓10,Tower of Lezard Valeth LEZARD_VALETH_10,,1,container-0642.csv,
レザード・ヴァレスの塔 レザード・ヴァレスの塔〓11,Tower of Lezard Valeth LEZARD_VALETH_11,,1,container-0642.csv,
レザード・ヴァレスの塔 レザード・ヴァレスの塔〓12,Tower of Lezard Valeth LEZARD_VALETH_12,,1,container-0642.csv,
レザード・ヴァレスの塔 レザード・ヴァレスの塔〓1〓,Tower of Lezard Valeth LEZARD_VALETH_13,,1,container-0642.csv,
レザード・ヴァレスの塔 レザード・ヴァレスの塔〓1〓,Tower of Lezard Valeth LEZARD_VALETH_14,,1,container-0642.csv,
レザード・ヴァレスの塔 レザード・ヴァレスの塔〓15,Tower of Lezard Valeth LEZARD_VALETH_15,,1,container-0642.csv,
レザード・ヴァレスの塔 レザード・ヴァレスの塔〓1〓,Tower of Lezard Valeth LEZARD_VALETH_16,,1,container-0642.csv,
レザード・ヴァレスの塔 レザード・ヴァレスの塔〓1〓,Tower of Lezard Valeth LEZARD_VALETH_17,,1,container-0642.csv,
レザード・ヴァレスの塔 レザード・ヴァレスの塔〓18,Tower of Lezard Valeth LEZARD_VALETH_18,,1,container-0642.csv,
レザード・ヴァレスの塔 レザード・ヴァレスの塔〓19,Tower of Lezard Valeth LEZARD_VALETH_19,,1,container-0642.csv,
レザード・ヴァレスの塔 レザード・ヴァレスの塔〓20,Tower of Lezard Valeth LEZARD_VALETH_20,,1,container-0642.csv,
レザード・ヴァレスの塔 レザード・ヴァレスの塔〓21,Tower of Lezard Valeth LEZARD_VALETH_21,,1,container-0642.csv,
レザード・ヴァレスの塔 レザード・ヴァレスの塔〓22,Tower of Lezard Valeth LEZARD_VALETH_22,,1,container-0642.csv,
レザード・ヴァレスの塔 レザード・ヴァレスの塔〓2〓,Tower of Lezard Valeth LEZARD_VALETH_23,,1,container-0642.csv,
レザード・ヴァレスの塔 レザード・ヴァレスの塔〓2〓,Tower of Lezard Valeth LEZARD_VALETH_24,,1,container-0642.csv,
レザード・ヴァレスの塔 レザード・ヴァレスの塔〓2〓,Tower of Lezard Valeth LEZARD_VALETH3_27,,1,container-0642.csv,
レザード・ヴァレスの塔 レザード・ヴァレスの塔〓25,Tower of Lezard Valeth LEZARD_VALETH2_25,,1,container-0642.csv,
レザード・ヴァレスの塔 レザード・ヴァレスの塔〓2〓,Tower of Lezard Valeth LEZARD_VALETH2_26,,1,container-0642.csv,
セラフィックゲート セラフィックゲート〓01,Seraphic Gate SERAPHICGATE_01,,1,container-0642.csv,
セラフィックゲート セラフィックゲート〓02,Seraphic Gate SERAPHICGATE_02,,1,container-0642.csv,
セラフィックゲート セラフィックゲート〓0〓,Seraphic Gate SERAPHICGATE_03,,1,container-0642.csv,
セラフィックゲート セラフィックゲート〓0〓,Seraphic Gate SERAPHICGATE_04,,1,container-0642.csv,
セラフィックゲート セラフィックゲート〓05,Seraphic Gate SERAPHICGATE_05,,1,container-0642.csv,
セラフィックゲート セラフィックゲート〓0〓,Seraphic Gate SERAPHICGATE_06,,1,container-0642.csv,
セラフィックゲート セラフィックゲート〓0〓,Seraphic Gate SERAPHICGATE_07,,1,container-0642.csv,
セラフィックゲート セラフィックゲート〓08,Seraphic Gate SERAPHICGATE_08,,1,container-0642.csv,
セラフィックゲート セラフィックゲート〓09,Seraphic Gate SERAPHICGATE_09,,1,container-0642.csv,
セラフィックゲート セラフィックゲート〓10,Seraphic Gate SERAPHICGATE_10,,1,container-0642.csv,
セラフィックゲート セラフィックゲート〓11,Seraphic Gate SERAPHICGATE_11,,1,container-0642.csv,
セラフィックゲート セラフィックゲート〓12,Seraphic Gate SERAPHICGATE_12,,1,container-0642.csv,
セラフィックゲート セラフィックゲート〓1〓,Seraphic Gate SERAPHICGATE_13,,1,container-0642.csv,
セラフィックゲート セラフィックゲート〓1〓,Seraphic Gate SERAPHICGATE_14,,1,container-0642.csv,
セラフィックゲート セラフィックゲート〓15,Seraphic Gate SERAPHICGATE_15,,1,container-0642.csv,
セラフィックゲート セラフィックゲート〓1〓,Seraphic Gate SERAPHICGATE_16,,1,container-0642.csv,
セラフィックゲート セラフィックゲート〓1〓,Seraphic Gate SERAPHICGATE_17,,1,container-0642.csv,
セラフィックゲート セラフィックゲート〓18,Seraphic Gate SERAPHICGATE_18,,1,container-0642.csv,
セラフィックゲート セラフィックゲート〓19,Seraphic Gate SERAPHICGATE_19,,1,container-0642.csv,
