original_jp,original_en,translated,occurrences,containers,notes
メタルクラウン,Metal Crown,Coroa de Metal,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
オリーブクラウン,Olive Crown,Coroa de Oliva,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
アノイントクラウン,Anointed Crown,Coroa Ungida,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
マジシャンハット,Magician's Hat,Chapéu de Mago,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
聖皇后のティアラ,Tiara of the Holy Empress,Tiara da Imperatriz Sagrada,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
エンプレスコロネット,Empress Coronet,Coroeta da Imperatriz,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ルーンクラウン,Rune Crown,Coroa Rúnica,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
スプリームクラウン,Supreme Crown,Coroa Suprema,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ミスリルクラウン,Mithril Crown,Coroa de Mítril,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
エーテルクラウン,Ether Crown,Coroa de Éter,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ガントレット,Gauntlet,Manopla,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
メタルバックラー,Metal Buckler,Broquel de Metal,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
セイクリッドガーダー,Sacred Guarder,Protetor Sagrado,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
シルバーバックラー,Silver Buckler,Broquel de Prata,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
デュエルガーダー,Duel Guarder,Protetor de Duelo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ヴァローガントレット,Valor Gauntlet,Manopla de Valor,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ホーリィガントレット,Holy Gauntlet,Manopla Sagrada,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ミスリルガントレット,Mithril Gauntlet,Manopla de Mítril,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
エーテルシールド,Ether Shield,Escudo de Éter,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
エクストリームガード,Extreme Guard,Guarda Extrema,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
スターガード,Star Guard,Guarda Estrela,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
レザーグローブ,Leather Glove,Luva de Couro,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
マジックグローブ,Magic Glove,Luva Mágica,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ウインドグローブ,Wind Glove,Luva do Vento,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ヴェイングリーブ,Vein Greaves,Grevas de Veia,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ヴァリアントグリーブ,Valiant Greaves,Grevas Valentes,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ルーングリーブ,Rune Greaves,Grevas Rúnicas,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ミスリルグリーブ,Mithril Greaves,Grevas de Mítril,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
エーテルグリーブ,Ether Greaves,Grevas de Éter,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
メタルグリーブ,Metal Greaves,Grevas de Metal,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
デュエルグリーブ,Duel Greaves,Grevas de Duelo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
シルバーグリーブ,Silver Greaves,Grevas de Prata,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ヴァローグリーブ,Valor Greaves,Grevas de Valor,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
スエードブーツ,Suede Boots,Botas de Camurça,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
エルヴンブーツ,Elfin Boots,Botas de Elfin,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
レッドブーツ,Red Boots,Botas Vermelhas,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ガードリング,Guard Ring,Anel de Guarda,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
プロテクトリング,Protect Ring,Anel de Proteção,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ヒットリング,Hit Ring,Anel do Alvo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
マジックリング,Magic Ring,Anel Mágico,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
フレイムリング,Flame Ring,Anel da Chama,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
アイスリング,Ice Ring,Anel do Gelo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
サンダーリング,Thunder Ring,Anel do Trovão,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ポイズンリング,Poison Ring,Anel de Veneno,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ライトリング,Light Ring,Anel da Luz,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ダークリング,Dark Ring,Anel da Escuridão,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ドラゴンリング,Dragon Ring,Anel do Dragão,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
デーモンリング,Demon Ring,Anel do Demônio,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ミラージュリング,Mirage Ring,Anel da Miragem,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ジャイアントリング,Giant Ring,Anel do Gigante,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
戦乙女のペンダント,Goddess Pendant,Pingente da Deusa,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
トライエンブレム,tri-Emblem,tri-Emblema,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
フレアクリスタル,Flare Crystal,Cristal Ìgneo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
アイスクリスタル,Ice Crystal,Cristak de Gelo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
アースクリスタル,Earth Crystal,Cristal da Terra,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
サンダークリスタル,Thunder Crystal,Cristal do Trovão,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ホーリィクリスタル,Holy Crystal,Cristal Sagrado,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
シャドウクリスタル,Shadow Crystal,Cristal Sombrio,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
プリズムクリスタル,Prism Crystal,Cristal Prismático,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
フレアジェム,Flare Gem,Gema Ígnea,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
アイスジェム,Ice Gem,Gema de Gelo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
サンダージェム,Thunder Gem,Gema do Trovão,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
アースジェム,Earth Gem,Gema da Terra,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ホーリィジェム,Holy Gem,Gema Sagrada,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
シャドウジェム,Shadow Gem,Gema da Sombra,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
プリズムジェム,Prism Gem,Gema da Prisma,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ミトラの聖水,Holy Water of Mithra,Água Benta de Mithra,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
赤の液体,Red Liquid,Líquido Vermelho,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
混乱の書,Tome of Anarchy,Tomo da Anarquia,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
錬金術の書,Tome of Alchemy,Tomo da Alquímia,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
戦士の秘薬,Warrior's Arcanum,Arcanum do Guerreiro,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
薬士の秘薬,Apothecary's Arcanum,Arcanum do Alquimista,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
魔女の秘薬,Witch's Arcanum,Arcanum da Bruxa,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
賢者の秘薬,Sage's Arcanum,Arcanum do Sábio,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
小人の霊薬,Dwarf Tincture,Tintura do Anão,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
妖精の霊薬,Fairy Tincture,TIntura da Fada,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
精霊の霊薬,Spirit Tincture,Tintura do Espírito,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
女神の霊薬,Goddess Tincture,Tintura da Deusa,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
エリクサー,Elixir,Elixir,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
プライムエリクサー,Prime Elixir,Elixir Prisma,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ノーブルエリクサー,Noble Elixir,Elixir Nobre,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ユニオンプラム,Union Plume,Pluma da União,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
聖水,Holy Water,Água Benta,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
聖杯,Holy Grail,Santo Gral,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
イズンの林檎,Idun's Apples,Maçãs de Idun,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
やわらかな石,Soft Stone,Pedra Macia,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
方位石,Aspect Stone,Pedra de Aspecto,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
星読みの石版,Horoscope Tablet,Tabuleta do Horóscopo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
耐炎の護符,Fireproof Trinket,Amuleto À Prova de Fogo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
防寒の護符,Iceproof Trinket,Amuleto À Prova de Gelo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
砕土の護符,Earthproof Trinket,Amuleto À Prova de Terra,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
避雷の護符,Lightningproof Trinket,Amuleto À Prova de Raios,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
無欠の護符,Foolproof Trinket,Amuleto Infalível,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
耐炎のタリスマン,Fireproof Talisman,Talismã À Prova de Fogo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
防寒のタリスマン,Iceproof Talisman,Talismã À Prova de Gelo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
砕土のタリスマン,Earthproof Talisman,Talismã À Prova de Terra,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
避雷のタリスマン,Lightningproof Talisman,Talismã À Prova de Raios,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
無欠のタリスマン,Foolproof Talisman,Talismã Infalível,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
リキュールポーシヨン,Nectar Potion,Poção Néctar,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
チャージブレイク,Charge Break,Quebra de Carga,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
マイトポーシヨン,Might Potion,Poção da Força,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ガードポーシヨン,Guard Potion,Poção de Guarda,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
スペルポーシヨン,Spell Potion,Poção de Feitiço,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
オーバードライブ,Overdrive,Sobrecarga,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
転移の書,Tome of Teleportation,Tomo da Teleportação,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
転換の杖,Wand of Exchange,Varão da Troca,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
緋炎石,Rose Gem,Gema da Rosa,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
蒼炎石,Azure Gem,Gema Azul-Céu,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
翠炎石,Jade Gem,Gema de Jade,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
識者の経験,Expert's Experience,Saber do Sábio,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
アンブロシア,Ambrosia,Ambrosia,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
剣士の知識,Fencer's Familiarity,Familiaridade do Esgrimista,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
魔術師の知識,Sorcerer's Savvy,Sagacidade do Feiticeiro,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
弓闘士の知識,Archer's Aptitude,Aptidão do Arqueiro,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
盗賊の知識,Thief's Thoughts,Pensamentos do Ladino,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
重戦士の知識,Warrior's Wits,Juízo do Guerreiro,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
金の卵,Golden Egg,Ovo Dourado,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
天空の瞳,Eye of Heaven,Olho do Céu,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ダブルサーチ,Double-check,Duplo-cheque,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
スペクタクルズ,Spectacles,Óculos de Inspeção,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
幻視の珠,Gem of Illusion,Gema da Ilusão,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
神速の書,Tome of Godspeed,Tomo da Celeridade Divina,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
巨大な前歯,Immense Incisor,Ínciso Imenso,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
巨大な奥歯,Monstrous Molar,Molar Monstruoso,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
巨大な犬歯,Colossal Canine Tooth,Dente Cânino Colossal,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
トロルクレイ,Troll Clay,Barro de Troll,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
腐った棍棒,Rotted Bludgeon,Bastão Apodrecido,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ドクロの器,Skull Receptacle,Recepiente de Caveira,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
がいこつの杯,Skeleton Goblet,Cálice Esquelètico,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
黒いドクロ,Black Skull,Caveira Negra,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
漆黒の結晶,Black Crystal,Cristal Negro,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
骨クズ,Bonemeal,Osso,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
緋炎の尖晶石,Fuchsia Spinel,Espinela Fúcsia,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
蒼炎の尖晶石,Teal Spinel,Espinela Verde-Azul,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
翠炎の尖晶石,Chartreuse Spinel,Espinela Verde-Clara,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
赤雷の珠,Scarlet Alloy,Liga Escarlate,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
青雷の珠,Cerulean Alloy,Liga Cerúlea,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
翠雷の珠,Verdigris Alloy,Liga Verdejante,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
錬赤鉱,Polished Red Ore,Minério Polido Vermelho,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
錬青鉱,Polished Blue Ore,Minério Polido Azul,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
錬翠鉱,Polished Green Ore,Minério Polido Verde,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
赤氷珠,Rose Quartz,Quartzo Rosa,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
青氷珠,Indigo Quartz,Quartzo Índigo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
翠氷珠,Sage Quartz,Quartzo Sábio,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
折れた刀身,Broken Blade,Lâmina Quebrada,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
折れた剣,Broken Sword,Espada Quebrada,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
レッドホーン,Red Horn,Chifre Vermelho,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
竜の角,Dragon's Horn,Chifre do Dragão,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
レッドファング,Red Fang,Presa Vermelha,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
竜の牙,Dragon's Fang,Presa de Dragão,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ドラゴンサファイア,Dragon Sapphire,Safira de Dragão,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ドラゴンエメラルド,Dragon Emerald,Esmeralda de Dragão,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ドラゴンルビー,Dragon Ruby,Rubi de Dragão,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
竜の翼骨,Dragon's Wingbone,Osso de Asa de Dragão,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
エメラルドホーン,Emerald Horn,Chifre Esmeralda,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
竜の斬爪,Dragon's Talon,Garra de Dragão,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
竜神の逆鱗,Dragonlord's Nerves,Nervos do Lorde-Dragão,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
竜の眼珠,Dragon's Eyeball,Olho do Dragão,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
竜のうろこ,Dragon Scales,Escamas de Dragão,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
魔物のうろこ,Monster Scales,Escamas de Monstro,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
深緑のうろこ,Evergreen Scales,Escamas Perenes,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
虹色のうろこ,Rainbow Scales,Escamas Arco-Íris,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ジャンクシールド,Worn Shield,Escudo Desgastado,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
クラウン,Crown,Coroa,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ワニ皮,Alligator Skin,Pele de Crocodilo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
するどい矛先,Sharp Spearhead,Ponta de Lança Afiada,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
こうもりの羽,Bat Wing,Asa de Morcego,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
黒い飛膜,Black Wing Skin,Pele de Asa Negra,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
こうもり傘,Bat Umbrella,Guarda-Chuva Vampírico,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
こうもりの耳,Bat Ear,Orelha de Morcego,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
大ワシの心臓,Great Eagle Heart,Coração da Grande Águia,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
風切羽,Wing Feather,Pena de Asa,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
封雷の尾羽,Charged Tailfeather,Pena de Cauda Elétrica,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
封嵐の尾羽,Windswept Tailfeather,Pena de Cauda ao Vento,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
猛禽の爪,Raptor's Talon,Garra de Raptor,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
獣の牙,Beast's Fang,Presa de Fera,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
真紅の牙,Scarlet Fang,Presa Escarlate,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ファイアブレスコア,Firebreath Core,Núcleo de Sopro de Fogo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ブレイズブレスコア,Blazebreath Core,Núcleo de Sopro Incandescente,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
フレイムブレスコア,Flamebreath Core,Núcleo de Sopro Flamejante,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
アイスブレスコア,Icebreath Core,Núcleo de Sopro de Gelo,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
コールドブレスコア,Frostbreath Core,Núcleo de Sopro de Congelamento,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ブリザードブレスコア,Blizzardbreath Core,Núcleo de Sopro de Nevasca,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ガスブレスコア,Gasbreath Core,Núcleo de Sopro de Gás,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ポイズンブレスコア,Poisonbreath Core,Núcleo de Sopro de Veneno,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
ハームブレスコア,Toxicbreath Core,Núcleo de Sopro Tóxico,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
五色のブレスコア,Pentachrome Breath Core,Núcleo de Sopro Pentacromático,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
獣の毛皮,Beast Pelt,Pele de Fera,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
獣肉,Beast's Flesh,Carne de Fera,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
スリングトップ,Koboldapult,Koboldapulta,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
コボルトランサー,Koboldriller,Koboldfuradeira,6,container-0641.csv container-0644.csv container-0645.csv container-0647.csv container-0649.csv container-0650.csv,
