original_jp,original_en,translated,occurrences,containers,notes
封印石,Sealstones,,3,container-0643.csv container-0648.csv,
パーティー,Party,,3,container-0643.csv,
ステータス,Status,,3,container-0643.csv,
環境設定,Settings,,3,container-0643.csv,
データ,Data,,3,container-0643.csv,
スキル,Skills,,3,container-0643.csv,
通常攻撃,Attacks,,3,container-0643.csv,
装備品,Equipment,,3,container-0643.csv container-0644.csv,
アクセサリー,Accessory,,3,container-0643.csv container-0644.csv container-0645.csv,
NEXT,Next,,3,container-0643.csv container-0649.csv container-0650.csv,
ATK,ATK,,3,container-0643.csv container-0649.csv container-0650.csv,
MAG,MAG,,3,container-0643.csv container-0649.csv container-0650.csv,
HIT,HIT,,3,container-0643.csv container-0649.csv container-0650.csv,
AVD,AVD,,3,container-0643.csv container-0649.csv container-0650.csv,
RDM,RDM,,3,container-0643.csv container-0649.csv container-0650.csv,
RST,RST,,3,container-0643.csv container-0649.csv container-0650.csv,
ソート,Sort,,3,container-0644.csv container-0645.csv container-0648.csv,
リベリオントゥルース,Rebellious Truth,,3,container-0644.csv container-0647.csv container-0650.csv,
ブラッドレイン,Blood Rain,,3,container-0644.csv container-0647.csv container-0650.csv,
サンダーブレイク,Thunder Break,,3,container-0644.csv container-0647.csv container-0650.csv,
デッドエンド,Dead End,,3,container-0644.csv container-0647.csv container-0650.csv,
ディスメンバーレギオン,Dismember Legion,,3,container-0644.csv container-0647.csv container-0650.csv,
コードブレイク,Code Break,,3,container-0644.csv container-0647.csv container-0650.csv,
ソニックエッジ,Sonic Edge,,3,container-0644.csv container-0647.csv container-0650.csv,
バスターシュート,Smashing Shot,,3,container-0644.csv container-0647.csv container-0650.csv,
より多くの封印石を〓帯できるようにする秘宝。,A mysterious treasure that allows one to carry more sealstones.,,3,container-0644.csv,
HEAD,Head,,3,container-0645.csv container-0649.csv container-0650.csv,
BODY,Body,,3,container-0645.csv container-0649.csv container-0650.csv,
ARM,Arms,,3,container-0645.csv container-0649.csv container-0650.csv,
FEET,Legs,,3,container-0645.csv container-0649.csv container-0650.csv,
ACC 1,Acc. 1,,3,container-0645.csv container-0649.csv container-0650.csv,
ACC 2,Acc. 2,,3,container-0645.csv container-0649.csv container-0650.csv,
ACC 3,Acc. 3,,3,container-0645.csv container-0649.csv container-0650.csv,
ACC 4,Acc. 4,,3,container-0645.csv container-0649.csv container-0650.csv,
アイアンフィスト,Fists of Iron,,3,container-0645.csv container-0646.csv container-0650.csv,
マインドバースト,Mental Boost,,3,container-0645.csv container-0646.csv container-0650.csv,
ハードボディ,Fortify Physique,,3,container-0645.csv container-0646.csv container-0650.csv,
レジストマジック,Resist Magic,,3,container-0645.csv container-0646.csv container-0650.csv,
アドヴァーシティ,Adversity,,3,container-0645.csv container-0646.csv container-0650.csv,
ヒロイズム,Heroism,,3,container-0645.csv container-0646.csv container-0650.csv,
フェイント,Psychosoma,,3,container-0645.csv container-0646.csv container-0650.csv,
タフネス,Toughness,,3,container-0645.csv container-0646.csv container-0650.csv,
トレーニング,Training,,3,container-0645.csv container-0646.csv container-0650.csv,
オブサベイシヨン,Observation,,3,container-0645.csv container-0646.csv container-0650.csv,
ソリタリィストラグル,Solitary Struggle,,3,container-0645.csv container-0646.csv container-0650.csv,
マイトブロウ,Mighty Blow,,3,container-0645.csv container-0646.csv container-0650.csv,
ブレイクアップ,Break Up,,3,container-0645.csv container-0646.csv container-0650.csv,
スピリットコントロール,Spirit Control,,3,container-0645.csv container-0646.csv container-0650.csv,
ヒートアップ,Heat Up,,3,container-0645.csv container-0646.csv container-0650.csv,
ダブルエッジ,Double Edge,,3,container-0645.csv container-0646.csv container-0650.csv,
オーバーロード,Overload,,3,container-0645.csv container-0646.csv container-0650.csv,
トリプルエッジ,Triple Edge,,3,container-0645.csv container-0646.csv container-0650.csv,
ガッツ,Survival,,3,container-0645.csv container-0646.csv container-0650.csv,
リフレックスムーブメント,Reflex Movement,,3,container-0645.csv container-0646.csv container-0650.csv,
プロテクトマジック,Magic Mail,,3,container-0645.csv container-0646.csv container-0650.csv,
キュアコンディシヨン,Cure Condition,,3,container-0645.csv container-0646.csv container-0650.csv,
HPリザーブ（）,Force Field (100),,3,container-0645.csv container-0646.csv container-0650.csv,
ファーストエイド,First Aid,,3,container-0645.csv container-0646.csv container-0650.csv,
フリーアイテム,Free Item,,3,container-0645.csv container-0646.csv container-0650.csv,
リジェネレーシヨンヒール,Regenerate Health,,3,container-0645.csv container-0646.csv container-0650.csv,
HPリザーブ（）,Force Field (1000),,3,container-0645.csv container-0646.csv container-0650.csv,
ガードモーシヨン,Guard Motion,,3,container-0645.csv container-0646.csv container-0650.csv,
バイタルアジャスメント,Victorious Vitality,,3,container-0645.csv container-0646.csv container-0650.csv,
HPリザーブ（）,Force Field (5000),,3,container-0645.csv container-0646.csv container-0650.csv,
マジックコントロール,Reduce Magic,,3,container-0645.csv container-0646.csv container-0650.csv,
ミサイルプロテクシヨン,Missile Protection,,3,container-0645.csv container-0646.csv container-0650.csv,
ロストエモーシヨン,Mind Lock,,3,container-0645.csv container-0646.csv container-0650.csv,
トゥルーシーイング,True Seeing,,3,container-0645.csv container-0646.csv container-0650.csv,
ビーストスレイヤー,Beast Bludgeon,,3,container-0645.csv container-0646.csv container-0650.csv,
プラントスレイヤー,Weed Whacker,,3,container-0645.csv container-0646.csv container-0650.csv,
インセクトスレイヤー,Bug Swatter,,3,container-0645.csv container-0646.csv container-0650.csv,
マジックスレイヤー,Magician Slayer,,3,container-0645.csv container-0646.csv container-0650.csv,
アンホーリィスレイヤー,Unholy Purifier,,3,container-0645.csv container-0646.csv container-0650.csv,
スケイルスラッシャー,Descaling Might,,3,container-0645.csv container-0646.csv container-0650.csv,
ゴーストバスター,Ghost Buster,,3,container-0645.csv container-0646.csv container-0650.csv,
ジャイアントキラー,Giant Killer,,3,container-0645.csv container-0646.csv container-0650.csv,
ゴッドスレイヤー,God Destroyer,,3,container-0645.csv container-0646.csv container-0650.csv,
デーモンスレイヤー,Demon Destroyer,,3,container-0645.csv container-0646.csv container-0650.csv,
ボディパッセージ,Dismantle,,3,container-0645.csv container-0646.csv container-0650.csv,
デスパレーシヨン,Desperate Measures,,3,container-0645.csv container-0646.csv container-0650.csv,
ジャストガード,Precision Parry,,3,container-0645.csv container-0646.csv container-0650.csv,
カウンターアタック,Counter Attack,,3,container-0645.csv container-0646.csv container-0650.csv,
戦闘中のATKを.倍にする事ができる。,Increases ATK to 120% during battle.,,3,container-0645.csv container-0646.csv container-0650.csv,
戦闘中のMAGを.倍にする事ができる。,Increases MAG to 120% during battle.,,3,container-0645.csv container-0646.csv container-0650.csv,
戦闘中のRDMを.倍にする事ができる。,Increases RDM to 150% during battle.,,3,container-0645.csv container-0646.csv container-0650.csv,
戦闘中のRSTを.倍にする事ができる。,Increases RST to 150% during battle.,,3,container-0645.csv container-0646.csv container-0650.csv,
"味方パーティーより敵のほうが多い場合、その人数の差ごとに
ATK・MAG・HIT・AVD・RDM・RSTが上昇する。","Increases ATK, MAG, HIT, AVD, RDM, and RST for each extra
enemy when they outnumber the party.",,3,container-0645.csv container-0646.csv container-0650.csv,
"戦闘で敵が死亡するたびに敵に与えるダメージが
上昇する。",Increases attack +20% for each enemy that dies during battle.,,3,container-0645.csv container-0646.csv container-0650.csv,
"戦闘中の攻撃の際に、ATKとMAGの値を足して
攻撃する事ができる。",Combines ATK and MAG values for attacks during battle.,,3,container-0645.csv container-0646.csv container-0650.csv,
戦闘中の最大HPとHPを倍にする事ができる。,Doubles current HP and maximum HP during battle.,,3,container-0645.csv container-0646.csv container-0650.csv,
"戦闘中のATK・MAG・HIT・AVD・RDM・RST値が低下する。
だが戦闘で入手する経験値は.倍になる。","Reduces ATK, MAG, HIT, AVD, RDM, and RST by 20% in battle,
but increases experience received to 150%.",,3,container-0645.csv container-0646.csv container-0650.csv,
"戦闘中に一定の時間が経過するたびに
ATK・MAG・HIT・AVD・RDM・RSTの値が少しずつ上昇する。","ATK, MAG, HIT, AVD, RDM, and RST values increase slightly
per fixed interval during battle.",,3,container-0645.csv container-0646.csv container-0650.csv,
"死亡している味方の数に比例して
ATK・MAG・HIT・AVD・RDM・RSTの値が上昇する。","Increases ATK, MAG, HIT, AVD, RDM, and RST according to
number of fallen allies.",,3,container-0645.csv container-0646.csv container-0650.csv,
"攻撃によって敵を気絶させる事ができる。
さらに攻撃によって敵のガードを破壊しやすくなる。","Makes attacks cause enemy to faint. Further attacks are more likely
to break enemy guard.",,3,container-0645.csv container-0646.csv container-0650.csv,
"自分の攻撃によって敵の部位を切断した時に
ブレイクモードに突入する確率が上昇する。","Increases chances of entering Break Mode when part of enemy is
broken off.",,3,container-0645.csv container-0646.csv container-0650.csv,
自分の攻撃によって出現する紫炎石の量が増加する。,Increases the amount of purple gems that appear after an attack.,,3,container-0645.csv container-0646.csv container-0650.csv,
自分の攻撃によって上昇する決め技ゲージの量が増加する。,Increases the amount your special attack gauge rises after an attack.,,3,container-0645.csv container-0646.csv container-0650.csv,
回の攻撃によってダメージを回与える事ができる。,Deals damage twice in a single attack.,,3,container-0645.csv container-0646.csv container-0650.csv,
"魔法の威力が.倍に上昇する。
ただし、味方にも魔法が命中するようになる。","Increases power of magic to 150%.
However, magic will strike allies as well.",,3,container-0645.csv container-0646.csv container-0650.csv,
回の攻撃によってダメージを回与える事ができる。,Deals damage thrice in a single attack.,,3,container-0645.csv container-0646.csv container-0650.csv,
"HPが以上残っていた場合、
HPが以下になる攻撃を受けても残る。","Leaves 1 HP after an otherwise fatal attack if character has at 
least 10% of maximum HP to start with.",,3,container-0645.csv container-0646.csv container-0650.csv,
"敵の攻撃を受けてのノックバックの最中にも
防御と回避の判定を行う事ができる。",Enables blocking and evading of enemy attacks when knocked back.,,3,container-0645.csv container-0646.csv container-0650.csv,
"魔法系の特殊な攻撃をガードや回避
する事が可能になる。",Enables guarding against and evading special magic-based attacks.,,3,container-0645.csv container-0646.csv container-0650.csv,
"戦闘中、通常よりも短い時間で
状態異常から回復する事ができる。",Enables quicker recovery than usual from status ailments during battle.,,3,container-0645.csv container-0646.csv container-0650.csv,
の耐久力を持つ結界で自分を守る事ができる。,Protects user with a force field that can withstand 100 damage.,,3,container-0645.csv container-0646.csv container-0650.csv,
"敵から攻撃を受けた場合、一定の確率で
そのときに受けたダメージの半分を回復する事ができる。",May restore half the damage inflicted by an enemy attack afterwards.,,3,container-0645.csv container-0646.csv container-0650.csv,
アイテムを使用する際にAPを消費しなくなる。,Enables you to use items at no AP cost.,,3,container-0645.csv container-0646.csv container-0650.csv,
戦闘中、一定時間ごとにHPが回復するようになる。,Restores HP at fixed intervals during battle.,,3,container-0645.csv container-0646.csv container-0650.csv,
の耐久力を持つ結界で自分を守る事ができる。,Protects user with a force field that can withstand 1000 damage.,,3,container-0645.csv container-0646.csv container-0650.csv,
"受けるダメージを軽減する事ができる。
ただし回避と防御は行えず、状態異常にかかりやすくなる。","Reduces damage received by 20%. However, prohibits blocking and
evading. Renders user susceptible to status ailments.",,3,container-0645.csv container-0646.csv container-0650.csv,
戦闘勝利時にHPを回復する事ができる。,Restores HP to 100% when victory is achieved.,,3,container-0645.csv container-0646.csv container-0650.csv,
の耐久力を持つ結界で自分を守る事ができる。,Protects user with a force field that can withstand 5000 damage.,,3,container-0645.csv container-0646.csv container-0650.csv,
自分が受ける魔法の効果が攻撃・回復を問わず全て半分になる。,"Halves efficacy of all magic received, whether damage or recovery.",,3,container-0645.csv container-0646.csv container-0650.csv,
正面からの飛び道具を完全にガードする事ができる。,Guards against all projectiles frontally.,,3,container-0645.csv container-0646.csv container-0650.csv,
心を閉ざし、外部からの精神的な影響を一切受けなくする。,Renders the spirit impermeable to outside spiritual influences.,,3,container-0645.csv container-0646.csv container-0650.csv,
クリティカル攻撃の発生確率が上昇する。,Increases the occurence of critical attacks.,,3,container-0645.csv container-0646.csv container-0650.csv,
"獣系の敵に絶大な効果を持つ攻撃を
繰り出す事ができる。",Enables attacks with massive effects against Beast enemies.,,3,container-0645.csv container-0646.csv container-0650.csv,
"植物系の敵に絶大な効果を持つ攻撃を
繰り出す事ができる。",Enables attacks with massive effects against Plant enemies.,,3,container-0645.csv container-0646.csv container-0650.csv,
"虫系の敵に絶大な効果を持つ攻撃を
繰り出す事ができる。",Enables attacks with massive effects against Insect enemies.,,3,container-0645.csv container-0646.csv container-0650.csv,
"魔術師系の敵に絶大な効果を持つ攻撃を
繰り出す事ができる。",Enables attacks with massive effects against Magic enemies.,,3,container-0645.csv container-0646.csv container-0650.csv,
"不浄な敵に絶大な効果を持つ攻撃を
繰り出す事ができる。",Enables attacks with massive effects against Unholy enemies.,,3,container-0645.csv container-0646.csv container-0650.csv,
うろこに覆われた敵に対して攻撃力が増加する。,Increases power of attacks against Scaled enemies.,,3,container-0645.csv container-0646.csv container-0650.csv,
実体を持たない敵にも攻撃を与える事ができる。,Enables you to attack enemies without material bodies.,,3,container-0645.csv container-0646.csv container-0650.csv,
巨大な敵に対して攻撃力が増加する。,Increases power of attacks against Giant enemies.,,3,container-0645.csv container-0646.csv container-0650.csv,
"竜系の敵に絶大な効果を持つ攻撃を
繰り出す事ができる。",Enables attacks with massive effects against Dragon enemies.,,3,container-0645.csv container-0646.csv container-0650.csv,
"神族に絶大な効果を持つ攻撃を
繰り出す事ができる。",Enables attacks with massive effects against Divine enemies.,,3,container-0645.csv container-0646.csv container-0650.csv,
"悪魔族に絶大な効果を持つ攻撃を
繰り出す事ができる。",Enables attacks with massive effects against Demon enemies.,,3,container-0645.csv container-0646.csv container-0650.csv,
"クリティカル攻撃によって、敵の体を一刀のもとに
切断する事ができるようになる。",Splits an enemy in two with a critical attack.,,3,container-0645.csv container-0646.csv container-0650.csv,
"攻撃によって敵の体を切断する事ができるようになる。
ただし、このスキルをつけている本人の最大HPはになる。","Splits an enemy in two with an attack.
However, the bearer of this skill's maximum HP is set to 1.",,3,container-0645.csv container-0646.csv container-0650.csv,
"敵の攻撃を受けた瞬間に、そのキャラクターに対応するボタンを
タイミングよく押す事で攻撃をガードできる。","Performs guard when the button of the attacked character
is pressed at the moment of the attack.",,3,container-0645.csv container-0646.csv container-0650.csv,
"方向キーを押しながらボタンを入力する事で出せる
特殊入力の通常攻撃をセットできるようになる。","Set special input for normal attack, to be performed by
pressing a button while holding the directional button.",,3,container-0645.csv container-0646.csv container-0650.csv,
"敵の攻撃を回避した際にアイコンが出現、
タイミングよくボタンを押す事で反撃をする事ができる。","Displays icon after character is attacked. Press the
button when you see it to counter attack.",,3,container-0645.csv container-0646.csv container-0650.csv,
キャラ,<8099>-<8099>+Char.,,3,container-0646.csv container-0647.csv container-0650.csv,
先頭マップ,TOP_MAP,,3,container-0648.csv container-0652.csv container-0866.csv,
ミッドガルド,Midgard,,3,container-0648.csv container-0652.csv container-0866.csv,
エンドロール（マップ）,ENDROLL_MAP,,3,container-0648.csv container-0652.csv container-0866.csv,
サウンド・モード,Sound Mode,,3,container-0648.csv container-0652.csv container-0866.csv,
起動用マップ,SCEBOOT,,3,container-0648.csv container-0652.csv container-0866.csv,
戦乙女,Battle Maiden,,3,container-0650.csv,
,26,,3,container-0650.csv,
,22,,3,container-0650.csv,
,32,,3,container-0650.csv,
,24,,3,container-0650.csv,
大陸暦年,724 C.C.,,3,container-0650.csv,
AP,AP,,2,battle-menu-runtime.csv container-0647.csv,Battle UI block; Japanese decoded from SLPM-66419 runtime state
攻撃回数,Attacks,,2,battle-menu-runtime.csv container-0647.csv,Battle UI block; Japanese decoded from SLPM-66419 runtime state
〓入,Buy,,2,container-0641.csv,
物理耐性〓に並び替えます,Arrange by physical tolerance.,,2,container-0641.csv container-0645.csv,
行商人,Peddler,,2,container-0641.csv,
よろず屋,General Store,,2,container-0641.csv,
シルメリア,Silmeria,,2,container-0641.csv container-0643.csv,
ブラムス,Brahms,,2,container-0641.csv container-0643.csv,
ルーファス,Rufus,,2,container-0641.csv container-0643.csv,
レザード,Lezard,,2,container-0641.csv container-0643.csv,
アリューゼ,Arngrim,,2,container-0641.csv container-0643.csv,
ディラン,Dylan,,2,container-0641.csv container-0643.csv,
レオーネ,Leone,,2,container-0641.csv container-0643.csv,
アーリィ,Hrist,,2,container-0641.csv container-0643.csv,
レナス,Lenneth,,2,container-0641.csv container-0643.csv,
ヴァルキリー,Valkyrie,,2,container-0641.csv container-0643.csv,
アリーシャ,Alicia,,2,container-0641.csv container-0643.csv,
アリーシャ後半,Alicia (after),,2,container-0641.csv container-0643.csv,
フレイ,Freya,,2,container-0641.csv container-0643.csv,
ウル,Ull,,2,container-0641.csv container-0643.csv,
ヘイムダル,Heimdall,,2,container-0641.csv container-0643.csv,
ルイン,Lwyn,,2,container-0641.csv container-0643.csv,
ジェシカ,Jessica,,2,container-0641.csv container-0643.csv,
リシェル,Richelle,,2,container-0641.csv container-0643.csv,
フローディア,Fraudir,,2,container-0641.csv container-0643.csv,
セレス,Celes,,2,container-0641.csv container-0643.csv,
クレセント,Crescent,,2,container-0641.csv container-0643.csv,
シルフィード,Sylphide,,2,container-0641.csv container-0643.csv,
ティリス,Tyrith,,2,container-0641.csv container-0643.csv,
キルケ,Circe,,2,container-0641.csv container-0643.csv,
ラシーカ,Rasheeka,,2,container-0641.csv container-0643.csv,
ファルクス,Falx,,2,container-0641.csv container-0643.csv,
ジェラルド,Gerald,,2,container-0641.csv container-0643.csv,
ギルム,Guilm,,2,container-0641.csv container-0643.csv,
ローランド,Roland,,2,container-0641.csv container-0643.csv,
エーレン,Ehlen,,2,container-0641.csv container-0643.csv,
アドニス,Adonis,,2,container-0641.csv container-0643.csv,
アーロン,Aaron,,2,container-0641.csv container-0643.csv,
ディーン,Dyn,,2,container-0641.csv container-0643.csv,
クラッド,Kraad,,2,container-0641.csv container-0643.csv,
ザンデ,Zunde,,2,container-0641.csv container-0643.csv,
アトレイシア,Atrasia,,2,container-0641.csv container-0643.csv,
フィレス,Phyress,,2,container-0641.csv container-0643.csv,
クリスティ,Chrystie,,2,container-0641.csv container-0643.csv,
紗紺,Sha-kon,,2,container-0641.csv container-0643.csv,
リリア,Lylia,,2,container-0641.csv container-0643.csv,
リディア,Lydia,,2,container-0641.csv container-0643.csv,
ソファラ,Sophalla,,2,container-0641.csv container-0643.csv,
ミリティア,Millidia,,2,container-0641.csv container-0643.csv,
アルカナ,Arcana,,2,container-0641.csv container-0643.csv,
エルド,Ehrde,,2,container-0641.csv container-0643.csv,
ミトラ,Mithra,,2,container-0641.csv container-0643.csv,
イージス,Aegis,,2,container-0641.csv container-0643.csv,
ソロン,Psoron,,2,container-0641.csv container-0643.csv,
カノン,Khanon,,2,container-0641.csv container-0643.csv,
ファーラント,Farant,,2,container-0641.csv container-0643.csv,
ゼノン,Xehnon,,2,container-0641.csv container-0643.csv,
アルム,Alm,,2,container-0641.csv container-0643.csv,
セルヴィア,Seluvia,,2,container-0641.csv container-0643.csv,
魔智,Masato,,2,container-0641.csv container-0643.csv,
ウォルター,Woltar,,2,container-0641.csv container-0643.csv,
先頭マップ 先頭マップ,TOP_MAP TOP_MAP,,2,container-0642.csv,
その他,Other,,2,container-0643.csv container-0644.csv,
魔法,Spells,,2,container-0643.csv container-0647.csv,
〓,:,,2,container-0643.csv container-0652.csv,
EMPTY,Empty,,2,container-0643.csv container-0644.csv,
アイテム,Item,,2,container-0644.csv,
数,Qty.,,2,container-0644.csv container-0645.csv,
新〓入手,Newest,,2,container-0644.csv container-0645.csv,
ルーン〓赤〓〓,Rune (Red),,2,container-0644.csv container-0645.csv,
ルーン〓青〓〓,Rune (Blue),,2,container-0644.csv container-0645.csv,
ルーン〓緑〓〓,Rune (Green),,2,container-0644.csv container-0645.csv,
ルーン〓無〓〓,Rune (No),,2,container-0644.csv container-0645.csv,
新しく入手した物を先頭に並び替えます,Place newly acquired at top.,,2,container-0644.csv container-0645.csv,
ルーン〓赤〓を先頭に並び替えます,Place runes (red) at top.,,2,container-0644.csv container-0645.csv,
ルーン〓青〓を先頭に並び替えます,Place runes (blue) at top.,,2,container-0644.csv container-0645.csv,
ルーン〓緑〓を先頭に並び替えます,Place runes (green) at top.,,2,container-0644.csv container-0645.csv,
ルーン〓無〓を先頭に並び替えます,Place runes (no color) at top.,,2,container-0644.csv container-0645.csv,
武器,Weapon,,2,container-0645.csv container-0647.csv,
ステータススキル,Status Skill,,2,container-0645.csv container-0646.csv,
アタックスキル,Attack Skill,,2,container-0645.csv container-0646.csv,
ディフェンススキル,Defense Skill,,2,container-0645.csv container-0646.csv,
クリティカルスキル,Critical Skill,,2,container-0645.csv container-0646.csv,
リアクシヨンスキル,Reaction Skill,,2,container-0645.csv container-0646.csv,
スキル切替 ページ,<8099>2<8099>3Switch Skill <8099>8<8099>9Page,,2,container-0645.csv container-0646.csv,
バックワードフロウ,Ravaging Rush,,2,container-0647.csv container-0650.csv,
デッドリーレイド,Deadly Raid,,2,container-0647.csv container-0650.csv,
ソウルシェイカー,Soul Shaker,,2,container-0647.csv container-0650.csv,
オーバーハンマー,Overhammer,,2,container-0647.csv container-0650.csv,
アースブレイク,Earth Break,,2,container-0647.csv container-0650.csv,
イモータルブロウ,Immortal Blow,,2,container-0647.csv container-0650.csv,
バスターハンマー,Smashing Hammer,,2,container-0647.csv container-0650.csv,
ブラッドハーケン,Blood Chisel,,2,container-0647.csv container-0650.csv,
サンダーアロー,Thunder Arrow,,2,container-0647.csv container-0650.csv,
アブソリュートウェイブ,Absolute Wave,,2,container-0647.csv container-0650.csv,
レイティングソーン,Killing Thorn,,2,container-0647.csv container-0650.csv,
サンダーフォール,Thunder Fall,,2,container-0647.csv container-0650.csv,
フリージングランサー,Freezing Lance,,2,container-0647.csv container-0650.csv,
ハイウインド,High Wind,,2,container-0647.csv container-0650.csv,
レンチングスイング,Wrenching Swing,,2,container-0647.csv container-0650.csv,
スピニングバックナックル,Spinning Back-Knuckle,,2,container-0647.csv container-0650.csv,
トータルエンド,Total End,,2,container-0647.csv container-0650.csv,
ストームエッジ,Storm Edge,,2,container-0647.csv container-0650.csv,
インクレブルエイク,Wild Break,,2,container-0647.csv container-0650.csv,
ロストライフ,Lost Life,,2,container-0647.csv container-0650.csv,
ストリームエッジ,Hurricane Edge,,2,container-0647.csv container-0650.csv,
ヘビーウェイト,Heavyweight,,2,container-0647.csv container-0650.csv,
ダブルスイング,Double Swing,,2,container-0647.csv container-0650.csv,
アブソリュートグランス,Absolute Strike,,2,container-0647.csv container-0650.csv,
グランドエッジ,Ground Edge,,2,container-0647.csv container-0650.csv,
フルスイング,Full Swing,,2,container-0647.csv container-0650.csv,
スピンエッジ,Spin Edge,,2,container-0647.csv container-0650.csv,
ツイスタースイング,Twister Swing,,2,container-0647.csv container-0650.csv,
ハイエンドスパイク,High Spike,,2,container-0647.csv container-0650.csv,
ハリケーンボルト,Hurricane Bolt,,2,container-0647.csv container-0650.csv,
イグジスタンストライアル,Trial of Existence,,2,container-0647.csv container-0650.csv,
スプリットダウン,Downward Split,,2,container-0647.csv container-0650.csv,
クライムアトラクター,Entrapment,,2,container-0647.csv container-0650.csv,
アドヴァンスフューリアス,Furious Advance,,2,container-0647.csv container-0650.csv,
ハリケーンレイド,Hurricane Raid,,2,container-0647.csv container-0650.csv,
アーマーブレイク,Armor Break,,2,container-0647.csv container-0650.csv,
フォースアトラクター,Endangerment,,2,container-0647.csv container-0650.csv,
オーバーアーク,Over Arc,,2,container-0647.csv container-0650.csv,
ボルトスラッシュ,Bolt Slash,,2,container-0647.csv container-0650.csv,
バーティカルレイド,Vertical Raid,,2,container-0647.csv container-0650.csv,
グロウイングピアス,Glowing Pierce,,2,container-0647.csv container-0650.csv,
グリムフォース,Grim Force,,2,container-0647.csv container-0650.csv,
サクセッシヨンスライド,Succession Slide,,2,container-0647.csv container-0650.csv,
ハイウインドラプター,Ptero Attack,,2,container-0647.csv container-0650.csv,
マルチプルアタック,Multiple Attack,,2,container-0647.csv container-0650.csv,
モーメントスライド,Moment Slide,,2,container-0647.csv container-0650.csv,
フェザーセイル,Feather Sail,,2,container-0647.csv container-0650.csv,
ルージュストライク,Crimson Strike,,2,container-0647.csv container-0650.csv,
サイドフラップ,Flank Attack,,2,container-0647.csv container-0650.csv,
メビウスライド,Mobius Slide,,2,container-0647.csv container-0650.csv,
スラップビート,Smackdown,,2,container-0647.csv container-0650.csv,
ミスティックチェイン,Mystic Chain,,2,container-0647.csv container-0650.csv,
ヘブンリィパニッシュメント,Heavenly Punishment,,2,container-0647.csv container-0650.csv,
クライシスポイント,Crisis Point,,2,container-0647.csv container-0650.csv,
バーストシヨット,Burst Shot,,2,container-0647.csv container-0650.csv,
ビクトリーソード,Victory Sword,,2,container-0647.csv container-0650.csv,
サンダーストライク,Thunder Strike,,2,container-0647.csv container-0650.csv,
ホーリースマイト,Holy Smite,,2,container-0647.csv container-0650.csv,
レイアップソード,Ascending Sword,,2,container-0647.csv container-0650.csv,
エナジースティール,Energy Steal,,2,container-0647.csv container-0650.csv,
シャドウスナップ,Shadow Snap,,2,container-0647.csv container-0650.csv,
マジックロック,Magic Lock,,2,container-0647.csv container-0650.csv,
レゾネイトペイン,Resonating Pain,,2,container-0647.csv container-0650.csv,
ストラクチャーシュート,Structural Shot,,2,container-0647.csv container-0650.csv,
スウィープダイブ,Sweep Dive,,2,container-0647.csv container-0650.csv,
アイアンバッシュ,Iron Bash,,2,container-0647.csv container-0650.csv,
オーバーレフト,Overhand Left,,2,container-0647.csv container-0650.csv,
カーレントスパイン,Spinal Current,,2,container-0647.csv container-0650.csv,
ブラッディカスケード,Bloody Cascade,,2,container-0647.csv container-0650.csv,
アームドブレイク,Arm Breaker,,2,container-0647.csv container-0650.csv,
リムーブハード,Disassemble,,2,container-0647.csv container-0650.csv,
ロウアースプリット,Lower Split,,2,container-0647.csv container-0650.csv,
フォービッドノイズ,Forbid Sound,,2,container-0647.csv container-0650.csv,
クイックスタッブ,Quick Stab,,2,container-0647.csv container-0650.csv,
ドレイディッドラディアス,Dreaded Radius,,2,container-0647.csv container-0650.csv,
バスタースイング,Smashing Swing,,2,container-0647.csv container-0650.csv,
ポイズンシュート,Poison Shot,,2,container-0647.csv container-0650.csv,
シングルシヨット,Single Shot,,2,container-0647.csv container-0650.csv,
フレアシュート,Flare Blast,,2,container-0647.csv container-0650.csv,
"天に駆け上がる誘導弾を放つ。
決め技ゲージ増加量：×Hit","A guided bolt flies to the very heavens.
Increase to Special Attack gauge: 7 <0065> 2 Hits",,2,container-0647.csv container-0650.csv,
"前方への5連射。
決め技ゲージ増加量：×Hit","Five rapid strikes to the front.
Increase to Special Attack gauge: 4 <0065> 5 Hits",,2,container-0647.csv container-0650.csv,
"頭上から振り下ろす一撃。
決め技ゲージ増加量：×Hit","A downward blow that strikes the top of the foe's head.
Increase to Special Attack gauge: 10 <0065> 1 Hit",,2,container-0647.csv container-0650.csv,
"懐に入り込んでの一撃。
決め技ゲージ増加量：×Hit","A solid blow from close-up.
Increase to Special Attack gauge: 10 <0065> 1 Hit",,2,container-0647.csv container-0650.csv,
"天高く伸び上がるアッパー。
決め技ゲージ増加量：×Hit","An upper cut that strikes into the heavens.
Increase to Special Attack gauge: 4 <0065> 3 Hits",,2,container-0647.csv container-0650.csv,
"左右からの連撃。
決め技ゲージ増加量：×Hit","Three blows slashing side-to-side.
Increase to Special Attack gauge: 4 <0065> 3 Hits",,2,container-0647.csv container-0650.csv,
"上空から叩き伏せる強力な一撃。
決め技ゲージ増加量：×Hit","A powerful knockdown blow delivered from above.
Increase to Special Attack gauge: 11 <0065> 1 Hit",,2,container-0647.csv container-0650.csv,
"魔力の奔流による攻撃。
決め技ゲージ増加量：×Hit","A torrent of magic energy.
Increase to Special Attack gauge: 4 <0065> 3 Hits",,2,container-0647.csv container-0650.csv,
