resource,message_id,kind,offset,byte_length,original_en,original_jp,translated
647,455,codepage,6088,8,Citrine,〓水〓,
647,456,codepage,6096,13,Rose Imprint,バラの〓印,
647,457,codepage,6109,14,Giant Pincers,大ばさみ,
647,458,codepage,6123,21,Stonecutting Pincers,〓岩〓,
647,459,codepage,6144,11,Geist Core,ガイストコア,
647,460,codepage,6155,13,Gremlin Core,グレムリンコア,
647,461,codepage,6168,11,Ram's Horn,ビッグラム,
647,462,codepage,6179,21,Battering Ram's Horn,ブレイクラム,
647,463,codepage,6200,11,Tail Armor,アーマーテイル,
647,464,codepage,6211,17,Snakebelly Armor,〓〓の〓〓,
647,465,codepage,6228,12,Empty Shell,〓ろの殻,
647,466,codepage,6240,13,Hollow Shell,〓無殻,
647,467,codepage,6253,17,Spiral Arrowhead,ら〓んの〓じり,
647,468,codepage,6270,7,Baraka,バラカ,
647,469,codepage,6277,13,Evil Eye Gem,魔眼の宝〓,
647,470,codepage,6290,8,Eyeball,眼〓,
647,471,codepage,6298,11,Heart Core,ハートコア,
647,472,codepage,6309,19,Emerald Heart Core,エメラルドハートコア,
647,473,codepage,6328,11,Thick Bone,堅〓骨,
647,474,codepage,6339,10,Bone Mace,ボーンメイス,
647,475,codepage,6349,14,Bonafide Bone,〓〓骨,
647,476,codepage,6363,10,Tentacles,テンタクルス,
647,477,codepage,6373,13,Goblin Tooth,小〓の〓,
647,478,codepage,6386,22,Monsters Canine Tooth,〓魔の〓〓,
647,479,codepage,6408,10,Drainwing,ドレインウイング,
647,480,codepage,6418,10,Steelwing,スティールウイング,
647,481,codepage,6428,18,Trickster Imprint,トリックスターの〓印,
647,482,codepage,6446,19,Little Devil Heart,小〓魔の心〓,
647,483,codepage,6465,15,Burgundy Flask,ポルト酒,
647,484,codepage,6480,7,Legion,レギオン,
647,485,codepage,6487,13,Crimson Wasp,クリムゾン〓スプ,
647,486,codepage,6500,13,Platinum Eye,プラチナアイ,
647,487,codepage,6513,11,Big Bugeye,大〓眼,
647,488,codepage,6524,12,Giant Amber,ジャイアントアンバー,
647,489,codepage,6536,11,Amber Core,アンバーコア,
647,490,codepage,6547,11,Big Needle,ビッグニードル,
647,491,codepage,6558,13,Lance Needle,ランサーニードル,
647,492,codepage,6571,19,Insect King's Wing,王虫の〓,
647,493,codepage,6590,12,Indigo Wing,〓〓の〓,
647,494,codepage,6602,12,Royal Jelly,ロイヤルゼリー,
647,495,codepage,6614,21,Vermillion Cartilage,〓紅の〓骨,
647,496,codepage,6635,20,Verdigris Cartilage,〓〓の〓骨,
647,497,codepage,6655,10,Mace Head,メイスヘッド,
647,498,codepage,6665,12,Lamb's Horn,〓の〓,
647,499,codepage,6677,12,Warped Horn,歪ん〓〓,
647,500,codepage,6689,12,Shell Shade,シェルシェード,
647,501,codepage,6701,17,Protection Shade,プロテクトシェード,
647,502,codepage,6718,15,Falcon Imprint,〓の〓印,
647,503,codepage,6733,17,Accuracy Imprint,〓中の〓印,
647,504,codepage,6750,13,Lamb's Tooth,〓の〓〓,
647,505,codepage,6763,13,Warped Teeth,歪ん〓〓〓,
647,506,codepage,6776,18,Silverwork Orchid,〓の銀〓工,
647,507,codepage,6794,18,Wyvern's Wingbone,〓竜の〓切骨,
647,508,codepage,6812,18,Dragon Gallstones,竜〓石,
647,509,codepage,6830,16,Red Dragon Bile,竜〓〓,
647,510,codepage,6846,9,Tailclaw,テイルクロー,
647,511,codepage,6855,11,Tailbanger,テイルバンカー,
647,512,codepage,6866,18,Green Gallbladder,〓〓〓,
647,513,codepage,6884,19,Draconic Gallstone,〓竜〓,
647,514,codepage,6903,21,Brilliant Peacemaker,ブリリアントピースメーカー,
647,515,codepage,6924,11,Trade Card,ジェントルカード,
647,516,codepage,6935,14,Sacred O Part,セイクリッドオーパーツ,
647,517,codepage,6949,14,Sacred Spinel,ホーリィスピネル,
647,518,codepage,6963,11,Hemp Laces,〓の〓,
647,519,codepage,6974,12,Core Spinel,コアスピネル,
647,520,codepage,6986,14,Copper Splint,スプリントカッパー,
647,521,codepage,7000,13,Core Emerald,コアエメラルド,
647,522,codepage,7013,10,Core Ruby,コアルビー,
647,523,codepage,7023,14,Silver Sconce,銀の〓〓,
647,524,codepage,7037,16,Darkbreath Core,ダークブレスコア,
647,525,codepage,7053,17,Blackbreath Core,ブラックブレスコア,
647,526,codepage,7070,17,Verdigris Scales,〓〓のうろこ,
647,527,codepage,7087,20,Electricbreath Core,エレキブレスコア,
647,528,codepage,7107,19,Thunderbreath Core,サンダーブレスコア,
647,529,codepage,7126,16,Boltbreath Core,ボルトブレスコア,
647,530,codepage,7142,17,Ruby Breath Core,ルビーブレスコア,
647,531,codepage,7159,18,Vermillion Scales,〓紅のうろこ,
647,532,codepage,7177,19,Scarlet Exhalation,紅〓の〓〓,
647,533,codepage,7196,19,Pentachrome Scales,五〓のうろこ,
647,534,codepage,7215,10,Flare Ore,火炎鉱石,
647,535,codepage,7225,16,Pyrotechnic Ore,〓炎鉱石,
647,536,codepage,7241,13,Damascus Ore,ダマスカス鉱,
647,537,codepage,7254,12,Mithril Ore,ミスリル鉱,
647,538,codepage,7266,12,Solar Jewel,〓陽の宝〓,
647,539,codepage,7278,15,Augite of Life,〓の〓石,
647,540,codepage,7293,11,Adamantite,アダマンタイト,
647,541,codepage,7304,14,Phosphate Ore,〓鉱,
647,542,codepage,7318,13,Dragon Skull,竜のドクロ,
647,543,codepage,7331,19,Undead Dragon Bone,〓竜骨,
647,544,codepage,7350,14,Dragonmaggots,竜〓,
647,545,codepage,7364,12,Dragonfleas,竜〓虫,
647,546,codepage,7376,14,Rotted Scales,〓ったうろこ,
647,547,codepage,7390,17,Blackened Scales,〓ずん〓うろこ,
647,548,codepage,7407,14,Spectral Wing,〓〓〓,
647,549,codepage,7421,17,Transparent Wing,〓〓〓,
647,550,codepage,7438,23,Black Dragon Gallstone,〓の竜〓,
647,551,codepage,7461,19,Sable Dragonscales,〓〓の竜〓,
647,552,codepage,7480,14,Dark Carapace,暗〓殻,
647,553,codepage,7494,19,Black Dragon Talon,竜の〓〓〓,
647,554,codepage,7513,13,Platinum Fly,〓銀〓,
647,555,codepage,7526,18,Noblewoman's Fire,〓人の炎,
647,556,codepage,7544,22,Noblewoman's Phosphor,〓人の〓光,
647,557,codepage,7566,18,Noblewoman's Ball,〓人の〓,
647,558,codepage,7584,13,Crystal Mask,クリスタルマスク,
647,559,codepage,7597,11,Soul Pearl,ソウルパール,
647,560,codepage,7608,13,Cutting Claw,カッティングクロー,
647,561,codepage,7621,12,Divine Cask,神器,
647,562,codepage,7633,11,Holy Relic,聖遺物,
647,563,codepage,7644,16,White Loincloth,〓〓の〓布,
647,564,codepage,7660,13,Wisdom Jewel,〓知の宝〓,
647,565,codepage,7673,12,Ether Laser,〓器エーテル・レイザー,
647,566,codepage,7685,19,Full-color Lenneth,レナス人〓・フルカラー,
647,567,codepage,7704,12,Gobligotchi,〓ぶりっち,
647,568,codepage,7716,17,tri-Emblem Alpha,トライエンブレム〓,
647,569,codepage,7733,16,tri-Emblem Beta,トライエンブレム〓,
647,570,codepage,7749,12,Curse Check,カースチェック,
647,571,codepage,7761,13,Freeze Check,フリーズチェック,
647,572,codepage,7774,11,Stun Check,スタンチェック,
647,573,codepage,7785,12,Stone Check,ストーンチェック,
647,574,codepage,7797,15,Paralyze Check,パラライチェック,
647,575,codepage,7812,13,Poison Check,ポイズンチェック,
647,576,codepage,7825,14,Silence Check,サイレンスチェック,
647,577,codepage,7839,14,Confuse Check,コンフューズチェック,
647,578,codepage,7853,14,Frailty Check,ウィークチェック,
647,579,codepage,7867,11,Fear Check,フィアーチェック,
647,580,codepage,7878,13,Power Bangle,パ〓ーバングル,
647,581,codepage,7891,13,Magic Bangle,マジックバングル,
647,582,codepage,7904,16,Ring of Healing,ヒールリング,
647,583,codepage,7920,4,Keg,〓酒,
647,584,codepage,7924,15,Stagnant Water,〓ん〓水,
647,585,codepage,7939,14,Broken Amulet,壊れたアミュレット,
647,586,codepage,7953,11,Dead Ashes,死〓,
647,587,codepage,7964,12,Pallid Mask,青〓の〓面,
647,588,codepage,7976,18,Shrine Chronicles,〓〓書,
647,589,codepage,7994,11,Meat Chops,骨付き肉,
647,590,codepage,8005,12,Fish Scales,〓〓,
647,591,codepage,8017,7,G-seed,〓シード,
647,592,codepage,8024,17,Fairy-in-the-box,妖精の小〓,
647,593,codepage,8041,20,Drilling Ram's Horn,ドリルラム,
647,594,codepage,8061,14,Petrified Ash,トネリコの化石,
647,595,codepage,8075,13,Busted Spear,壊れた槍,
647,596,codepage,8088,13,Busted Sword,壊れた剣,
647,597,codepage,8101,11,Busted Bow,壊れた弓,
647,598,codepage,8112,18,Busted Greatsword,壊れた大剣,
647,599,codepage,8130,13,Busted Staff,壊れた杖,
647,600,codepage,8143,14,Busted Hammer,壊れた〓,
647,601,codepage,8157,16,Honeysuckle Dew,金銀花の露,
647,602,codepage,8173,15,Berserker Herb,ベルセルクの草〓,
647,603,codepage,8188,17,The Cosmic Order,〓〓の原〓,
647,604,codepage,8205,13,Bragi's Song,ブラギの〓〓,
647,605,codepage,8218,11,Thaw Water,〓〓け水,
647,606,codepage,8229,12,Pearl Grass,〓〓草,
647,607,codepage,8241,15,Cockatrice Egg,コカトリスの卵,
647,608,codepage,8256,16,Awakening Berry,〓〓の〓,
647,609,codepage,8272,14,Dipan Pennant,ディパンのペナント,
647,610,codepage,8286,16,Holybreath Core,ホーリィブレスコア,
647,611,codepage,8302,19,Shiningbreath Core,シャイニングブレスコア,
647,612,codepage,8321,20,Rotten Dragon Liver,〓竜〓,
647,613,codepage,8341,11,Sabertooth,セイバートゥース,
647,614,codepage,8352,12,Insect Claw,虫のカギ〓,
647,615,codepage,8364,13,Insect Blade,インセクトブレイダー,
647,616,codepage,8377,15,Banshee Scales,バンシースケイル,
647,617,codepage,8392,12,Tuning Wing,〓〓〓,
647,618,codepage,8404,12,Crest Estoc,クレストエストック,
647,619,codepage,8416,6,Amber,〓〓,
647,620,codepage,8422,10,Tough Fin,堅〓なヒレ,
647,621,codepage,8432,10,Ray Force,レイフォース,
647,622,codepage,8442,12,Broken Claw,〓れた〓,
647,623,codepage,8454,10,Axe Crust,戦〓殻,
647,624,codepage,8464,12,Sight Stone,〓〓,
647,625,codepage,8476,11,Vision Orb,ビジヨンオーブ,
647,626,codepage,8487,13,Bloody Patch,ブラッディクロス,
647,627,codepage,8500,18,Evil Eyebrow Ring,魔眼のピアス,
647,628,codepage,8518,16,Steel Horseshoe,鋼の〓鉄,
647,629,codepage,8534,16,Symbol of Might,マイトシンボル,
647,630,codepage,8550,13,Vortex Crest,〓〓の〓〓,
647,631,codepage,8563,20,Rising Dragon Talon,〓〓〓,
647,632,codepage,8583,12,Spiked Claw,スパイククロー,
647,633,codepage,8595,12,Scythe Claw,サイズクロー,
647,634,codepage,8607,14,Obsidian Claw,〓〓の〓,
647,635,codepage,8621,11,Blade Claw,ブレイドクロー,
647,636,codepage,8632,11,Dragon Rib,ドラゴンリブ,
647,637,codepage,8643,18,Dragon Meat Paste,竜の肉味〓,
647,638,codepage,8661,12,Arc-en-Ciel,アルカンシェル,
647,639,codepage,8673,18,Evil Eye of Death,〓〓の魔眼,
647,640,codepage,8691,18,Magic Dragon Horn,魔竜の大〓,
647,641,codepage,8709,19,Orientation Scales,〓〓〓,
647,642,codepage,8728,23,Unladen Swallow Scales,〓〓〓,
647,643,codepage,8751,14,Homing Scales,ホーミングスケイル,
647,644,codepage,8765,15,Crimson Scales,紅〓のうろこ,
647,645,codepage,8780,14,Ghibli Scales,ギブリスケイル,
647,646,codepage,8794,12,Bora Scales,ボーラスケイル,
647,647,codepage,8806,15,Khamsin Scales,カムシーンスケイル,
647,648,codepage,8821,12,Ymir's Tear,ユミルの涙,
647,649,codepage,8833,12,Thor's Rage,トールレイジ,
647,650,codepage,8845,10,Deep Doom,ディープドゥーム,
647,651,codepage,8855,12,Blood Jewel,ブラッドジュエリー,
647,652,codepage,8867,13,Firefly Fire,〓火,
647,653,codepage,8880,12,Cursed Soul,〓〓の〓,
647,654,codepage,8892,12,Dark Matter,ダークマター,
647,655,codepage,8904,12,Abyss Cloak,暗〓のマント,
647,656,codepage,8916,18,Demon's Right Arm,〓魔の〓〓,
647,657,codepage,8934,17,Demon's Left Arm,〓魔の〓〓,
647,658,codepage,8951,13,Demon's Hoof,〓魔のひ〓め,
647,659,codepage,8964,15,Eternal Silver,不〓銀,
647,660,codepage,8979,11,Orichalcum,オリハルコン,
647,661,codepage,8990,14,Electric Bone,〓気骨,
647,662,codepage,9004,16,Lightning Stone,〓〓石,
647,663,codepage,9020,14,Sprinter Cell,スプリントセル,
647,664,codepage,9034,12,Giant Pearl,大〓の〓〓,
647,665,codepage,9046,12,Kraken Fang,クラーケンファング,
647,666,codepage,9058,12,Metabolizer,メタボライザー,
647,667,codepage,9070,16,Bullets of Evil,ブリッツオブイービル,
647,668,codepage,9086,11,Moon Pearl,ムーンパール,
647,669,codepage,9097,17,Pulverizing Bone,〓砕骨,
647,670,codepage,9114,16,Assault Missile,アサルトミサイル,
647,671,codepage,9130,21,Sylphide's Arrowhead,シルフィードアロートップ,
647,672,codepage,9151,11,Lucky Tail,しっ〓ホルダー,
647,673,codepage,9162,10,Empty Box,空の小〓,
647,674,codepage,9172,14,Firemouse Fur,火ネズミの〓〓,
647,675,codepage,9186,17,Demon's Parabola,〓魔のパラボラ,
647,676,codepage,9203,10,Bat Cloak,こうもりのマント,
647,677,codepage,9213,14,Griffon Talon,グリフォンの〓,
647,678,codepage,9227,14,Drilling Beak,〓〓のくちばし,
647,679,codepage,9241,18,Silver Vine Frame,銀〓のカズラ,
647,680,codepage,9259,19,Mirror of the Lake,〓面の鏡,
647,681,codepage,9278,14,Wind-up Screw,ネジ〓き,
647,682,codepage,9292,11,Fatal Seed,フェイタルシード,
647,683,codepage,9303,12,Tiny Flower,ちいさな花,
647,684,codepage,9315,5,Lily,リリィ,
647,685,codepage,9320,13,Weeping Lily,スズラン,
647,686,codepage,9333,10,Gladiolus,グラジオラス,
647,687,codepage,9343,14,Amber Lenneth,レナス人〓・アンバー,
647,688,codepage,9357,17,Metallic Lenneth,レナス人〓・メタリック,
647,689,codepage,9374,16,Crystal Lenneth,レナス人〓・クリスタル,
647,690,codepage,9390,9,Truthade,トゥルサード,
647,691,codepage,9399,8,Incense,インセンス,
647,692,codepage,9407,12,Dragon Palm,竜の〓,
647,693,codepage,9419,15,Prancing Horse,〓ね〓の〓〓,
647,694,codepage,9434,14,Celadon Chick,青〓のひよこ,
647,695,codepage,9448,14,Ruby-Eyed Bee,ルビーのミツバチ,
647,696,codepage,9462,15,Beryl Bracelet,〓〓石の〓輪,
647,697,codepage,9477,18,Red Copper Mirror,〓〓の鏡,
647,698,codepage,9495,19,Blue Bronze Mirror,青〓の鏡,
647,699,codepage,9514,10,Blue Doll,青い人〓,
647,700,codepage,9524,14,Green Kittens,〓の〓〓,
647,701,codepage,9538,11,Red Cherry,レッドチェリー,
647,702,codepage,9549,11,Blue Apple,ブルーアップル,
647,703,codepage,9560,16,Dark Votive Cup,〓の〓器,
647,704,codepage,9576,15,Jade Sealpouch,〓の封〓器,
647,705,codepage,9591,15,Rose Sealpouch,〓の封〓器,
647,706,codepage,9606,16,Azure Sealpouch,〓の封〓器,
647,707,codepage,9622,23,Map of the North Lands,大陸北部の地図,
647,708,codepage,9645,22,Map of the West Lands,大陸西部の地図,
647,709,codepage,9667,22,Map of the East Lands,大陸東部の地図,
647,710,codepage,9689,14,Hildr's Sword,狩剣ヒルド,
647,711,codepage,9703,12,Hauteclaire,誓剣オートクレイル,
647,712,codepage,9715,14,Cloth Greaves,クロスグリーブ,
647,713,codepage,9729,15,Knight Greaves,ナイトグリーブ,
647,714,codepage,9744,14,Leather Boots,レザーブーツ,
647,715,codepage,9758,12,Magic Boots,マジックブーツ,
647,716,codepage,9770,11,Work Boots,〓ークブーツ,
647,717,codepage,9781,6,Charm,お守り,
647,718,codepage,9787,12,Royal Glove,ロイヤルグローブ,
647,719,codepage,9799,18,Divine Time Giver,時〓りの神器,
647,720,codepage,9817,9,Gandeeva,ガンデーヴァ,
647,721,codepage,9826,18,Oreichalkos Staff,オレイカルコスの杖,
647,722,codepage,9844,17,Thrud's Gauntlet,スルーズの手〓,
647,723,codepage,9861,17,Randgrid's Blade,神剣ランドグリーズ,
647,724,codepage,9878,15,Alvitr's Armor,アルヴィトの光鎧,
647,725,codepage,9893,23,Allfather Kobold Shirt,〓〓のコボルトシャツ,
647,726,codepage,9916,18,Double-sided Tape,〓面テープの欠〓,
647,727,codepage,9934,11,Wisdom Wig,〓知の〓ラ,
647,728,codepage,9945,9,Gungnear,クンクニル,
647,729,codepage,9954,12,Bamboo Pole,〓〓,
647,730,codepage,9966,20,Push-up Thingamajig,〓〓てあ〓るアレ,
647,731,codepage,9986,12,Freya's Cap,フレイキャップ,
647,732,codepage,9998,13,Crystal Ball,クリスタルボール,
647,733,codepage,10011,21,Valkyrie Kobold Mail,戦乙女のコボルトメイル,
647,734,codepage,10032,15,Die-cast Lance,ダイキャストランス,
647,735,codepage,10047,21,Cypress Quarterstaff,ひのきのぼう,
647,736,codepage,10068,17,Self-help Manual,〓用書,
647,737,codepage,10085,10,Iron Pipe,鉄パイプ,
647,738,codepage,10095,9,Ham-Star,ハム〓スター,
647,739,codepage,10104,15,Sunflower Seed,ひまわりのたね,
647,740,codepage,10119,14,Miracle Guard,ミラクルガード,
647,741,codepage,10133,15,Phylactic Helm,フィラクトヘルム,
647,742,codepage,10148,17,Ouroboros Symbol,ウロボロスシンボル,
647,743,codepage,10165,11,Afro Puffs,アフロヘッド,
647,744,codepage,10176,16,Antique Pendant,ふるびたペンダント,
647,745,codepage,10192,7,Radish,大〓,
647,746,codepage,10199,15,Steel Hairband,鋼鉄のヘアーバンド,
647,747,codepage,10214,24,Depressing Kobold Shirt,ヘタれたコボルトシャツ,
647,748,codepage,10238,12,Third Proof,〓〓目の〓,
647,749,codepage,10250,16,Winded Bandanna,〓〓のバンダナ,
647,750,codepage,10266,17,New Item Catalog,〓〓のガイドブック,
647,751,codepage,10283,15,Wigged-out Wig,ツンツンの〓ラ,
647,752,codepage,10298,14,Purple Mirror,〓の鏡,
647,753,codepage,10312,10,Tiny Bugs,ちいさな虫,
647,754,codepage,10322,15,Valkyrie Favor,ヴァルキリーフェイバー,
647,755,codepage,10337,26,"Slashing Sword ""Farewell""",裂刀ファーウェル,
647,756,codepage,10363,13,Bahamut Tear,バハムートティア,
647,757,codepage,10376,22,Improved Dragonslayer,ドラゴンスレイヤー〓,
647,758,codepage,10398,13,Undead Sword,不死者の剣,
647,759,codepage,10411,21,Philosopher's Pebble,賢者の石の〓〓,
647,760,codepage,10432,16,Homunculus Seed,ホムンクルスの〓,
647,761,codepage,10448,18,Monster Manifesto,大いなる教書,
647,762,codepage,10466,18,Dark Cleric Robes,〓の法衣,
647,763,codepage,10484,18,Sword of the Meek,〓〓られし者の剣,
647,764,codepage,10502,13,Hunted Mouse,狩られたネズミ,
647,765,codepage,10515,16,Tailless Lizard,尻尾の切れたトカゲ,
647,766,codepage,10531,18,Misfortunate Bird,不幸な青い鳥,
647,767,codepage,10549,9,Cat Poop,ねこのふん,
647,768,codepage,10558,12,Sucked Bone,しやぶった骨,
647,769,codepage,10570,16,Chewed-up Shoes,かじった靴,
647,770,codepage,10586,14,Squalid Cloth,ぼろぼろの布,
647,771,codepage,10600,9,Dog Poop,いぬのふん,
647,772,codepage,10609,13,Chicken Feed,ひよこのえさ,
647,773,codepage,10622,17,Vegetable Debris,野菜くず,
647,774,codepage,10639,15,Clamshell Chum,貝殻入りのえさ,
647,775,codepage,10654,10,Bird Poop,とりのふん,
647,776,codepage,10664,9,Cat Ring,〓の指輪,
647,777,codepage,10673,9,Dog Ring,〓の指輪,
647,778,codepage,10682,10,Bird Ring,鳥の指輪,
647,779,codepage,10692,15,Solomon's Ring,ソロモンの指輪,
647,781,codepage,10708,11,Dual Tusks,デュアルタスク,
647,782,codepage,10719,9,Stardust,スターダスト,
647,783,codepage,10728,12,Aiming Wisp,エイミングウィスプ,
647,784,codepage,10740,12,Rising Wisp,ライジングウィスプ,
647,785,codepage,10752,19,Binding Distortion,リストリクトディストーシヨン,
647,786,codepage,10771,11,Flame Shot,フレイムシュート,
647,787,codepage,10782,12,Wave Motion,ウェイブモーシヨン,
647,788,codepage,10794,13,Stony Decree,ウェザリングオーダー,
647,789,codepage,10807,14,Target Throat,スロートシュート,
647,790,codepage,10821,17,Rebellious Truth,リベリオントゥルース,
647,797,codepage,10844,15,Bloody Knuckle,ブラッディナックル,
647,798,codepage,10859,14,Ravaging Rush,バック〓ードフロウ,
647,799,codepage,10873,12,Deadly Raid,デッドリーレイド,
647,800,codepage,10885,12,Soul Shaker,ソウルシェイカー,
647,801,codepage,10897,11,Overhammer,オーバーハンマー,
647,802,codepage,10908,11,Blood Rain,ブラッドレイン,
647,803,codepage,10919,12,Earth Break,アースブレイク,
647,804,codepage,10931,14,Immortal Blow,イモータルブロウ,
647,805,codepage,10945,16,Smashing Hammer,バスターハンマー,
647,806,codepage,10961,13,Blood Chisel,ブラッドハーケン,
647,813,codepage,10980,17,Three-way Attack,スリーウェイ,
647,814,codepage,10997,14,Thunder Arrow,サンダーアロー,
647,815,codepage,11011,14,Absolute Wave,アブソリュートウェイブ,
647,816,codepage,11025,17,Shrapnel Shatter,フレークフラップ,
647,817,codepage,11042,14,Killing Thorn,レイティングソーン,
647,818,codepage,11056,13,Thunder Fall,サンダーフォール,
647,819,codepage,11069,13,Stony Decree,ウェザリングオーダー,
647,820,codepage,11082,15,Freezing Lance,フリージングランサー,
647,821,codepage,11097,14,Thunder Break,サンダーブレイク,
647,822,codepage,11111,12,Aiming Wisp,エイミングウィスプ,
647,845,codepage,11145,10,High Wind,ハイウインド,
647,846,codepage,11155,16,Wrenching Swing,レンチングスイング,
647,847,codepage,11171,22,Spinning Back-Knuckle,スピニングバックナックル,
647,848,codepage,11193,10,Total End,トータルエンド,
647,849,codepage,11203,11,Storm Edge,ストームエッジ,
647,850,codepage,11214,9,Dead End,デッドエンド,
647,851,codepage,11223,12,Double Wind,ダブルウインド,
647,852,codepage,11235,11,Wild Break,インクレブルエイク,
647,853,codepage,11246,10,Lost Life,ロストライフ,
647,854,codepage,11256,15,Hurricane Edge,ストリームエッジ,
647,861,codepage,11277,12,Heavyweight,ヘビーウェイト,
647,862,codepage,11289,13,Double Swing,ダブルスイング,
647,863,codepage,11302,16,Absolute Strike,アブソリュートグランス,
647,864,codepage,11318,12,Ground Edge,グランドエッジ,
647,865,codepage,11330,17,Dismember Legion,ディスメンバーレギオン,
647,866,codepage,11347,11,Full Swing,フルスイング,
647,867,codepage,11358,10,Spin Edge,スピンエッジ,
647,868,codepage,11368,14,Twister Swing,ツイスタースイング,
647,869,codepage,11382,11,High Spike,ハイエンドスパイク,
647,870,codepage,11393,11,Blast Kick,ブラストキック,
647,877,codepage,11410,14,Sunset Luster,サンセットラスター,
647,878,codepage,11424,13,Assault Step,アサルトステップ,
647,879,codepage,11437,17,Descending Sword,レイダウンソード,
647,880,codepage,11454,9,Overspin,オーバースピン,
647,881,codepage,11463,13,Mist Phantom,ミスティファントム,
647,882,codepage,11476,13,Sneaky Throw,サプライズスロー,
647,883,codepage,11489,12,Double Wind,ダブルウインド,
647,884,codepage,11501,12,Tri Crusade,トライクルセイド,
647,885,codepage,11513,12,Soul Pierce,ソウルピアシング,
647,886,codepage,11525,12,Second Ruin,セカンドルーイン,
647,893,codepage,11543,11,Sideswiper,サイドスイングカット,
647,894,codepage,11554,15,Hurricane Bolt,ハリケーンボルト,
647,895,codepage,11569,19,Trial of Existence,イグジスタンストライアル,
647,896,codepage,11588,15,Downward Split,スプリットダウン,
647,897,codepage,11603,11,Entrapment,クライムアトラクター,
647,898,codepage,11614,16,Furious Advance,アドヴァンスフューリアス,
647,899,codepage,11630,15,Hurricane Raid,ハリケーンレイド,
647,900,codepage,11645,12,Armor Break,アーマーブレイク,
647,901,codepage,11657,13,Endangerment,フォースアトラクター,
647,902,codepage,11670,9,Over Arc,オーバーアーク,
647,909,codepage,11685,11,Bolt Slash,ボルトスラッシュ,
647,910,codepage,11696,14,Vertical Raid,バーティカルレイド,
647,911,codepage,11710,15,Glowing Pierce,グロウイングピアス,
647,912,codepage,11725,11,Grim Force,グリムフォース,
647,913,codepage,11736,17,Succession Slide,サクセッシヨンスライド,
647,914,codepage,11753,13,Ptero Attack,ハイウインドラプター,
647,915,codepage,11766,16,Multiple Attack,マルチプルアタック,
647,916,codepage,11782,11,Code Break,コードブレイク,
647,917,codepage,11793,13,Moment Slide,モーメントスライド,
647,918,codepage,11806,13,Feather Sail,フェザーセイル,
647,925,codepage,11825,13,Cutting Edge,カッティングエッジ,
647,926,codepage,11838,14,Imperious Act,インプライリアクト,
647,927,codepage,11852,14,Spiral Pierce,スパイラルピアス,
647,928,codepage,11866,11,Gale Winds,ガストウインドウ,
647,929,codepage,11877,11,Turnaround,ターンアラウンド,
647,930,codepage,11888,14,Sky-high Edge,スカイハイエッジ,
647,931,codepage,11902,12,Tri Crusade,トライクルセイド,
647,932,codepage,11914,12,Cross Slash,クロスラッシュ,
647,933,codepage,11926,14,Mirage Pierce,ミラージュピアス,
647,934,codepage,11940,12,Deep Impact,ディープインパクト,
647,941,codepage,11958,13,Cutting Edge,カッティングエッジ,
647,942,codepage,11971,14,Imperious Act,インプライリアクト,
647,943,codepage,11985,14,Spiral Pierce,スパイラルピアス,
647,944,codepage,11999,11,Gale Winds,ガストウインドウ,
647,945,codepage,12010,11,Turnaround,ターンアラウンド,
647,946,codepage,12021,14,Sky-high Edge,スカイハイエッジ,
647,947,codepage,12035,12,Tri Crusade,トライクルセイド,
647,948,codepage,12047,12,Cross Slash,クロスラッシュ,
647,949,codepage,12059,14,Mirage Pierce,ミラージュピアス,
647,950,codepage,12073,12,Deep Impact,ディープインパクト,
647,973,codepage,12107,15,Crimson Strike,ルージュストライク,
647,974,codepage,12122,13,Flank Attack,サイドフラップ,
647,975,codepage,12135,13,Mobius Slide,メビウスライド,
647,976,codepage,12148,10,Smackdown,スラップビート,
647,977,codepage,12158,13,Mystic Chain,ミスティックチェイン,
647,978,codepage,12171,20,Heavenly Punishment,ヘブンリィパニッシュメント,
647,979,codepage,12191,13,Crisis Point,クライシスポイント,
647,980,codepage,12204,11,Burst Shot,バーストシヨット,
647,981,codepage,12215,14,Victory Sword,ビクトリーソード,
647,982,codepage,12229,15,Thunder Strike,サンダーストライク,
647,1021,codepage,12282,14,Sunset Luster,サンセットラスター,
647,1022,codepage,12296,13,Assault Step,アサルトステップ,
647,1023,codepage,12309,17,Descending Sword,レイダウンソード,
647,1024,codepage,12326,9,Overspin,オーバースピン,
647,1025,codepage,12335,13,Mist Phantom,ミスティファントム,
647,1026,codepage,12348,13,Sneaky Throw,サプライズスロー,
647,1027,codepage,12361,11,Holy Smite,ホーリースマイト,
647,1028,codepage,12372,16,Ascending Sword,レイアップソード,
647,1029,codepage,12388,13,Energy Steal,エナジースティール,
647,1030,codepage,12401,12,Shadow Snap,シャドウスナップ,
647,1031,codepage,12413,11,Magic Lock,マジックロック,
647,1032,codepage,12424,16,Resonating Pain,レゾネイトペイン,
647,1033,codepage,12440,12,Soul Pierce,ソウルピアシング,
647,1034,codepage,12452,12,Tri Crusade,トライクルセイド,
647,1035,codepage,12464,12,Double Wind,ダブルウインド,
647,1036,codepage,12476,12,Second Ruin,セカンドルーイン,
647,1037,codepage,12488,11,Sideswiper,サイドスイングカット,
647,1038,codepage,12499,16,Structural Shot,ストラクチャーシュート,
647,1039,codepage,12515,11,Sweep Dive,スウィープダイブ,
