resource,message_id,kind,offset,byte_length,original_en,original_jp,translated
641,837,codepage,11460,16,Chewed-up Shoes,かじった靴,
641,838,codepage,11476,14,Squalid Cloth,ぼろぼろの布,
641,839,codepage,11490,9,Dog Poop,いぬのふん,
641,840,codepage,11499,13,Chicken Feed,ひよこのえさ,
641,841,codepage,11512,17,Vegetable Debris,野菜くず,
641,842,codepage,11529,15,Clamshell Chum,貝殻入りのえさ,
641,843,codepage,11544,10,Bird Poop,とりのふん,
641,844,codepage,11554,9,Cat Ring,〓の指輪,
641,845,codepage,11563,9,Dog Ring,〓の指輪,
641,846,codepage,11572,10,Bird Ring,鳥の指輪,
641,847,codepage,11582,15,Solomon's Ring,ソロモンの指輪,
641,849,codepage,11598,30,A common sword made of steel.,一〓〓に〓用されている鉄〓の刀剣。,
641,850,codepage,11628,63,A thin-bladed sword. Generally used to deliver thrust attacks.,〓〓の剣。〓に〓〓〓〓を〓定して〓られている。,
641,851,codepage,11691,61,"A kind of saber. Its name means ""curved like a lion's tail.""",サーベルの原〓となった剣。〓〓の尾という〓味を持つ。,
641,852,codepage,11752,38,Preferred sword of fearless warriors.,〓〓な戦士が〓んで〓っていたという刀剣。,
641,853,codepage,11790,30,Curved sword with wide blade.,〓〓の広い〓〓の〓刀。,
641,854,codepage,11820,63,"Equipped with a large hilt, it improves the wielder's defense.",ヒルトと〓ばれるナックルガードを〓り付け、利き手の防〓〓果を高めた刀剣。,
641,855,codepage,11883,88,"Holy sword that disperses wicked spirits.
It is said to rip through immaterial beasts.",〓まわしき亡霊を〓ち〓う聖剣。〓〓を持たない魔物を切り裂くと言われている。,
641,856,codepage,11971,89,"Sword said to bury ferocious beasts in a single blow.
Fallen beasts leave but a memory.",〓〓な〓を一〓刀で〓ったと言われる剣。〓された〓は〓〓の一つになると言われている。,
641,857,codepage,12060,57,Sword that is excellent for either slashing or stabbing.,〓〓と〓〓の〓方の用途に〓れた〓〓を〓す刀剣。,
641,858,codepage,12117,24,A straight-edged saber.,〓刀〓のサーベル。,
641,859,codepage,12141,37,Sword endowed with the magic of ice.,〓の魔力を付〓された刀剣。,
641,860,codepage,12178,110,"Sword with blade curved in the shape of a crescent.
Said to have decapitated a monster with snakes for hair.",〓〓に〓がった〓を持つ剣。〓〓の〓〓を持つ魔物の〓を〓としたと言われている。,
641,861,codepage,12288,76,"Blade said to have buried a monstrous spider.
Insects writhe at its touch.",〓〓な力を持つ大〓〓を一〓刀で〓ったと言われる剣。その刀〓に〓れた虫は、こと〓とく死を〓える。,
641,862,codepage,12364,72,"A sword whose razor-sharp edge is endowed with the power of
lightning.",雷〓の力を〓に付〓された刀剣。,
641,863,codepage,12436,84,"Sword endowed with the magic power of ice.
Its victims are stung by a bitter cold.",〓の魔力を付〓された刀剣。〓られた者は〓〓の〓気にさらされると言う。,
641,864,codepage,12520,90,"Sword said to crush magic power. 
Even the greatest of sorcerers is powerless before it.",魔力を砕くと言われる剣。この剣の〓には、どんなに〓大な魔術師も無力となる。,
641,865,codepage,12610,37,Sword imbued with the power of fire.,炎の力を秘めているという刀剣。,
641,866,codepage,12647,78,"Blade so sharp it can cut floating lotuses.
Vegetation withers at its touch.",水面に〓かぶ〓を〓ち切る〓に〓い切れ味を持つ剣。その刀〓に〓れた〓物はたちまち枯れ〓く。,
641,867,codepage,12725,31,Sword blessed with holy power.,聖なる力で〓められた刀剣。,
641,868,codepage,12756,89,"Blade so quick it appears as a blur. 
Not even its victim knows how many cuts are made.",あまりの〓〓の〓さに、剣〓が一つにしか見えないという名剣。〓〓された者すら〓〓〓られたか〓〓できない。,
641,869,codepage,12845,81,"Sword once belonging to the Knight of the Lake.
Said to capture women's hearts.",かつて〓の〓士と〓ばれた〓〓の剣。〓多の女〓を〓にすると言われている。,
641,870,codepage,12926,68,"Longsword forged from an unknown metal with the shine of
platinum.",〓金に〓く金属で〓られた長剣。〓質〓〓〓は不〓。,
641,871,codepage,12994,97,"A sword unmatched by any other. But it is so powerful that
the wielder will fall into darkness.",無〓の名剣。〓が〓器の〓質を〓〓に〓〓しす〓たため、持つ者は〓らず〓に〓ちる結果になるという。,
641,872,codepage,13091,91,"Sword of a saint known as the Dragonslayer.
Attacks with extraordinary destructive power.",竜〓しの異名を持つ聖人が所持した剣。この剣による〓〓は〓常の〓壊力を上〓る。,
641,873,codepage,13182,38,Sword forged from a fallen meteorite.,〓石を〓えて〓られたという〓〓の刀剣。,
641,874,codepage,13220,123,"Divine sword imbued with the power to create worlds. Positive
power is transformed into negative power to purify enemies.",世界創世の力を秘めているという神の剣。〓の力を〓に〓〓して〓を〓〓し、〓化するという。,
641,875,codepage,13343,82,"Its name means god-slayer, but in fact its power lies in the
opposite direction.",神〓しの〓名をき〓られた剣。〓がその〓質は、魔とは〓〓〓に位置している。,
641,876,codepage,13425,92,"A magical black sword said to have been discovered in the
stomach of the dragon Bloodbane.",魔竜の〓中にあると言われた〓〓の魔剣。,
641,877,codepage,13517,41,Sword said to be that of the hero Helgi.,〓〓ヘルギが所〓していたと言われる剣。,
641,878,codepage,13558,101,"Sword bestowed upon a villain who slays angels. 
Even the mightiest of gods is powerless before it.",天〓を〓し続けた〓人に〓られる〓壊の剣。どんな〓大な神もこの剣の〓には無力となる。,
641,879,codepage,13659,49,Sword which can be wielded in one or both hands.,〓手でも〓手でも扱える剣。,
641,880,codepage,13708,51,"A two-handed greatsword, as long as a man is tall.",人の〓長とほぼ〓じ長さを持つ〓手剣。,
641,881,codepage,13759,33,A type of two-handed greatsword.,〓手持ち大剣の〓〓。,
641,882,codepage,13792,50,Greatsword endowed with the power of the spirits.,精霊の力が付〓された大剣。,
641,883,codepage,13842,68,"Antique sword with a sharp blade. 
Even rust cannot dull its edge.",〓い切れ味を持つ宝剣。〓びてもその〓力は〓がれないという。,
641,884,codepage,13910,68,"Two-handed greatsword with a blade that is heavy yet 
razor-sharp.",刀〓は重いが切れ味は〓い、〓手持ち大剣の〓〓。,
641,885,codepage,13978,33,A type of two-handed greatsword.,〓手持ち大剣の〓〓。,
641,886,codepage,14011,84,"Greatsword with a flame-like serrated edge.
A sword as deadly as it is decorative.",火炎の〓を〓する大剣。炎のように〓〓つ刀〓を持つ。,
641,887,codepage,14095,91,"Super-heavyweight sword longer than its wielder's height.
Crushes enemies in their armor.",人の〓長よりも長く〓られた〓重量〓の剣。どんな巨大な〓も、防〓〓と〓き〓す〓壊力を持つ。,
641,888,codepage,14186,58,Sword which cuts through flesh as well as warped spirits.,肉〓と〓に歪ん〓精神を切り裂くという刀剣。,
641,889,codepage,14244,100,"Sword with incredible power against dragons.
Even the strongest of dragons is powerless before it.",竜〓しとも〓ばれる大剣。どんな〓大な力を持つ竜も、この剣の〓には無力となる。,
641,890,codepage,14344,45,Beloved sword of one of Villnore's founders.,かつてヴィルノア建国の〓となった戦士が〓用していた剣。,
641,891,codepage,14389,87,"Blue ripples occasionally appear on this greatsword's blade,
as if it were breathing.",刀〓に蒼い〓〓が時〓〓かび上がり、まるで〓〓いているかのような〓を見〓る大剣。,
641,892,codepage,14476,99,"Greatsword named after a Fairy King who led thousands of
fairies in their war against the demons.",精霊王の名を〓する大剣。〓〓にのぼる精霊を〓べる者の〓と〓えられる。,
641,893,codepage,14575,34,Imperial sword forged by fairies.,妖精により〓えられた〓王の剣。,
641,894,codepage,14609,116,"Sword that grants wielder supreme executive power, plucked
from a stone by a knight. Smites foes in a single blow.",王を〓定するための岩から〓かれたという〓士王の剣。一〓で〓手を死に〓いやると言われている。,
641,895,codepage,14725,79,"Horn of Heimdall, guardian of Bifrost.
Assumes the form of a sword in battle.",ビフレストの〓人ヘイムダルが所持する〓〓。戦いの時にはその〓を剣に〓える。,
641,896,codepage,14804,53,An unstoppable sword that will slice any foe in two.,どんな〓でも切り〓てたという不〓の剣。,
641,897,codepage,14857,48,Magic sword that sucks the blood of its victim.,〓〓した〓手の〓を〓るという魔剣。,
641,898,codepage,14905,56,Greatsword endowed with the power of a fiery explosion.,〓炎の力が付〓された大剣。,
641,899,codepage,14961,85,"Greatsword of ill repute.
Despite its dishonorable name, it holds staggering power.",〓〓なる者と名付けられた大剣。〓がその不名〓な名もあまりに〓力な力を〓まれての事らしい。,
641,900,codepage,15046,53,"Brings victory to its holder, but at quite a cost...",持ち〓に〓利をもたらす剣。〓がその〓〓は大きい。,
641,901,codepage,15099,95,"Lance that stabilizes Asgard, realm of the gods.
One of the Four Treasures. Property of Odin.",神界アスガルドに〓定をもたらすと言われる槍。〓宝の一つで、オーディンが所〓している。,
641,902,codepage,15194,45,Pole arm carrying the blessings of the gods.,神の〓〓が〓えられた〓槍。,
641,903,codepage,15239,117,"A name derived from words meaning ""little king."" The inset
basilisk's eye can turn the object of its gaze to stone.",小さな王の名を〓する槍。〓〓部には、〓ん〓〓手を石化さ〓るというバシリスクの眼がはめ〓まれている。,
641,904,codepage,15356,80,"Pole arm bearing a half-moon shaped blade at its end.
Imbued with magic power.",半月〓の〓先を持つ長〓の槍。魔力が〓められている。,
641,905,codepage,15436,67,"Long heavy spear with the tooth of a dinosaur affixed to its
end.",〓〓すべきこうもりの名を〓する長槍。〓いうろこに覆われた魔物ですら、一〓で切り〓〓るという。,
641,906,codepage,15503,21,A typical small bow.,一〓〓に〓用されている小〓の弓。,
641,907,codepage,15524,76,"An easy-to-use mechanical bow that launches a short bolt at
high velocity.",〓〓な〓〓で〓力ある〓を〓出できるよう、〓〓な〓出機構を〓り付けた弓。,
641,908,codepage,15600,39,A bow designed for long range attacks.,長〓〓〓〓を〓定して〓られた弓。,
641,909,codepage,15639,42,A more powerful version of the short bow.,シヨートボウを〓化した弓。,
641,910,codepage,15681,70,"A crossbow made of the finest materials with the finest
workmanship.",最高の素〓と最高の技術を用いて〓られた弓。,
641,911,codepage,15751,41,A more powerful version of the crossbow.,クロスボウを〓化した弓。,
641,912,codepage,15792,46,Composite bow created from several materials.,多〓の素〓を〓み〓わ〓た〓〓弓。,
641,913,codepage,15838,76,"It is said vegetation withers from the touch of arrows shot
from this bow.",その弓から〓たれた〓は、〓れる〓物をこと〓とく枯らすと言われている弓。,
641,914,codepage,15914,47,Enlarged crossbow meant for aggressive battle.,〓〓力重〓により大〓化したクロスボウ。,
641,915,codepage,15961,20,A type of crossbow.,クロスボウの〓〓。,
641,916,codepage,15981,86,"Bow that crushes magic power. Even the greatest of sorcerers
is powerless before it.",魔力を〓ち砕く弓。どんな〓大な魔術師も、この〓の〓には無力となる。,
641,917,codepage,16067,66,"Advanced technology allows the bow to launch rapid-fire
attacks.",高〓な技術により、〓の〓続発〓を〓〓とした弓。,
641,918,codepage,16133,35,Bow handed down amongst the elves.,神の器と〓されるエルフ〓に〓わる弓。,
641,919,codepage,16168,77,"A bow which fires flashing arrows which carry tremendous
destructive force.",〓〓した者との〓絶を〓味する〓〓の弓。その〓の〓きが〓をこの世から〓〓するという。,
641,920,codepage,16245,104,"Shoots arrows with sheer gale force. Arrows shot from the bow
achieve higher destructive capabilities.",〓〓の〓く〓を〓つ弓。その弓から〓たれた〓は、〓常の〓壊力を上〓る。,
641,921,codepage,16349,81,"A bow carved from a hollowed tree that captured the spirit of
the god of light.",光の神の〓を〓うとされる〓り〓で〓られた弓。,
641,922,codepage,16430,66,"A bow designed to fire arrows tipped with magical moon
crystals.",月光石と〓ばれる魔〓石の一〓を〓〓して〓られたという〓を〓つ弓。,
641,923,codepage,16496,84,"Bow endowed with holy power. Even the most unclean monster
is powerless before it.",聖なる力を付〓された弓。どんな〓れた力を持つ魔物も、この弓の〓では無力となる。,
641,924,codepage,16580,97,"Magic stone of the sun that slayed the god of darkness.
Imbued with the magic of the light god.",暗〓神を〓した〓器。〓陽〓とも〓される。光の神の魔力が〓められている。,
641,925,codepage,16677,71,"Bow that crushes demons. 
Said to steal the life force of its victim.",〓を砕く力を持つとされる弓。〓〓した〓手の〓力を〓うと言われている。,
641,926,codepage,16748,114,"Named after one who can foretell impending danger. 
But the knowledge does not enable him to prevent its coming.",〓機を〓〓る者の〓を〓する弓。〓がその〓〓となった者が〓れる術は無い。,
641,927,codepage,16862,105,"One of the Four Treasures. Said to stabilize the spirit world.
Attack power is proportional to wielder.",〓宝の一つ。妖精界に〓定をもたらすと言われている。その〓〓力は持ち〓に〓〓する。,
641,928,codepage,16967,58,Weapon of a hero believed by some to have slayed a giant.,巨人を〓したとされる〓〓の〓器。,
641,929,codepage,17025,96,"A staff with a ruby gem set in its tip. Inside the gem a tiny
light flickers like a heartbeat.",先〓に紅〓を〓りたてた杖。紅〓の中〓には心〓の〓動のように〓〓する小さな光が見える。,
641,930,codepage,17121,97,"A wand with a crystal set in its tip.
Pulsating with 7 different colors, it is quite beautiful.",先〓に水〓を〓りたてた杖。光の加〓によって〓〓に〓き、とても美しい。,
641,931,codepage,17218,106,"Staff excavated from a barren seaside village.
Bears an inscription praising the ancient god of the sea.",ある海〓の廃村から発掘された杖。〓〓の海の神を〓める〓〓が〓まれている。,
641,932,codepage,17324,45,Staff decorated with the symbol of infinity.,先〓に無〓大を〓す〓りが付けられた杖。,
641,933,codepage,17369,32,Wand composed of magical metal.,魔法金属を用いて〓られた杖。,
641,934,codepage,17401,82,"A wand fashioned in the image of a lotus flower.
For use in mystical ceremonies.",〓の花を〓した〓りが付けられた杖。魔術の〓〓に〓用される。,
641,935,codepage,17483,42,A wand fashioned in the image of a fairy.,妖精を〓した〓りが付けられた杖。,
641,936,codepage,17525,46,Staff imbued with the magic power of dragons.,ドラゴンの持つ魔力を封じ〓めた杖。,
641,937,codepage,17571,38,Bejeweled rod imbued with holy power.,聖なる力を持つ宝〓がはめ〓まれた杖。,
641,938,codepage,17609,56,A scepter inscribed with the emblem of a crashing wave.,荒れ狂う大〓を〓した〓〓が〓り付けられた杖。,
641,939,codepage,17665,61,A unicorn horn which has been turned into a magician's wand.,ユニコーンの〓を魔術師用の杖に加工したもの。,
641,940,codepage,17726,40,Scepter imbued with the power of ether.,天界の力で〓られた魔法の杖。,
641,941,codepage,17766,43,Staff in the shape of two snakes entwined.,〓〓の〓が〓みついた〓を持つ杖。,
641,942,codepage,17809,72,"A staff shaped like a giant snake.
Enables the Great Magic Pale Flare.",大〓の〓を〓した〓〓の杖。大魔法ペイルフレアーが〓用できる。,
641,943,codepage,17881,82,"Staff imbued with infinite wisdom. 
Enables the Great Magic Phantom Destruction.",無〓の〓知を封じ〓めた杖。大魔法ファントムデストラクシヨンが〓用できる。,
641,944,codepage,17963,88,"Beloved knuckle weapon of Brahms, Lord of the Undead.
Said to suck its victim's blood.",不死者の王ブラムスが〓用するナックル。〓〓した〓手の〓を食らうと言われている。,
641,945,codepage,18051,88,"Beloved knuckle weapon of Brahms, Lord of the Undead.
Said to suck its victim's blood.",不死者の王ブラムス〓用の〓器。〓〓した〓手の〓を食らうと言われている。,
641,946,codepage,18139,96,"A claw that enhances the power of Brahms, Lord of the Undead.
Said to suck its victim's blood.",不死者の王ブラムスの力を引き出す〓。〓〓した〓手の〓を食らうと言われている。,
641,947,codepage,18235,119,"A fearsome weapon that greatly enhances the abilities of
Brahms, Lord of the Undead. Said to suck its victim's blood.",不死者の王ブラムスの〓力を〓に引き出す〓るべき〓〓。〓〓した〓手の〓を食らうと言われている。,
641,948,codepage,18354,86,"A weapon especially for Brahms, Lord of the Undead.
Said to suck its victim's blood.",不死者の王ブラムス〓用の〓器。〓〓した〓手の〓を食らうと言われている。,
641,949,codepage,18440,80,"Tanned hide armor.
Helps to protect the wearer from lightning-element attacks.",なめし〓〓の鎧。雷属〓の〓〓に〓し〓い耐〓を持つ。,
641,950,codepage,18520,37,Armor made from linked metal chains.,金属の〓い〓を〓んで〓られた鎧。,
641,951,codepage,18557,21,An iron breastplate.,鉄〓の鎧。,
641,952,codepage,18578,61,"A beautiful coat of mail, decoratively coated with crystals.",〓〓に水〓があしらわれている美しい鎧。,
641,953,codepage,18639,74,"A steel breastplate.
Possesses strong resistance to earth-based attacks.",鋼鉄〓の鎧。土属〓の〓〓に〓し〓い耐〓を持つ。,
641,954,codepage,18713,23,An iron suit of armor.,鉄〓の鎧。,
641,955,codepage,18736,21,A steel breastplate.,〓化された鋼鉄〓の鎧。,
641,956,codepage,18757,89,"Armor imbued with the power of fire.
Possesses strong resistance to fire-based attacks.",炎の力を付〓された鎧。炎属〓の〓〓に〓し〓い耐〓を持つ。,
641,957,codepage,18846,45,Beloved armor of one of Villnore's founders.,かつてヴィルノア建国の〓となった戦士が〓用していた鎧。,
641,958,codepage,18891,65,"Armor made of silver. 
Exhibits tremendous attention to detail.",銀〓の鎧。〓〓が〓らされている。,
641,959,codepage,18956,88,"Armor imbued with the power of ice. 
Possesses strong resistance to ice-based attacks.",〓の力を付〓された鎧。〓属〓の〓〓に〓し〓い耐〓を持つ。,
641,960,codepage,19044,31,Armor made from dragon's hide.,竜の〓で〓られた鎧。,
641,961,codepage,19075,31,Armor bestowed upon the brave.,〓〓な戦士に〓られるという鎧。,
641,962,codepage,19106,63,"Metal full-body armor. 
Possesses strong resistance to Stone.",金属〓の全〓鎧。石化〓〓に〓し〓い耐〓を持つ。,
641,963,codepage,19169,92,"Armor that grants its wearer phenomenal endurance.
Possesses strong resistance to Frailty.",〓異〓な耐〓力を持ち〓にもたらす鎧。〓〓〓〓に〓し〓い耐〓を持つ。,
641,964,codepage,19261,67,"Enchanted armor made of silver. 
Surprisingly light and flexible.",魔力を帯びた銀で〓られた鎧。〓常に〓く動きやすい。,
641,965,codepage,19328,94,"Reflective suit of armor that has lost its luster and is a
mere shadow of its original form.",〓〓と名付けられた鎧。〓が〓〓の力はすでに失われわずかにその名〓が見られる〓〓。,
641,966,codepage,19422,37,Armor made by the hands of the gods.,神々の手によって〓られた鎧。,
641,967,codepage,19459,78,"Armor believed to be that of a king who once conquered the
entire continent.",かつて大陸を制覇した王が〓に〓けていたとされる鎧。,
641,968,codepage,19537,110,"Armor fabled to contain the power of the earth itself.
Possesses complete resistance to earth-based attacks.",大地の力を封じて〓られたと〓えられる鎧。土属〓の〓〓をほぼ〓全に封じる。,
641,969,codepage,19647,91,"Majestic armor that charms all who look upon it.
Designed for style, strength, and speed.",見る者全てを〓〓するという至高の鎧。〓〓・〓〓・動き〓さなど全てを〓ね〓えている。,
641,970,codepage,19738,54,"A robe worn by Alicia.
Woven from expensive fabrics.",アリーシャが〓に〓けていたローブ。高〓な素〓で〓まれている。,
641,971,codepage,19792,54,Typical and common protective clothing made of cloth.,一〓〓に流布している布〓防〓。,
641,972,codepage,19846,69,"A cloak with silver threads woven into it to increase its
strength.",銀〓を〓んで〓られた布〓防〓。,
641,973,codepage,19915,81,"Tanned leather garment.
Possesses strong resistance to lightning-based attacks.",〓をなめして〓られた防〓。雷属〓の〓〓に〓し〓い耐〓を持つ。,
641,974,codepage,19996,53,Cloth garment worn by the higher members of society.,〓〓の高い者が〓に〓ける布〓防〓。,
641,975,codepage,20049,83,"A cloak anointed with holy water. 
It affords powerful protection against Curses.",聖水による〓めが〓された布〓防〓。〓いに〓し〓い耐〓を持つ。,
641,976,codepage,20132,33,Cloth garment imbued with magic.,魔力付〓が〓された布〓防〓。,
641,977,codepage,20165,83,"Robe that projects a phantom illusion, making it appear to
be in constant motion.",常に〓〓の幻〓が〓れ、ブレているかのような〓〓を引き〓こすローブ。,
641,978,codepage,20248,94,"Beautiful garment decorated with crystals.
Possesses strong resistance to ice-based attacks.",水〓で〓られた美しいガーブ。〓属〓の〓〓に〓し〓い耐〓を持つ。,
641,979,codepage,20342,103,"Beautiful robe woven by elven hands. Possesses strong
resistance to ice- and lightning-based attacks.",エルフの手により〓られた美しいローブ。雷・土属〓の〓〓に〓し、〓い耐〓を持つ。,
641,980,codepage,20445,96,"Garment endowed with the blessings of sprites. For women 
only. Possesses several resistances.",精霊の〓〓が〓められたガーブ。女〓のみが〓〓できる。〓多の耐〓を持つ。,
641,981,codepage,20541,44,Robe with a flickering flame sealed within.,炎の〓らめきをその〓に封じ〓めたローブ。,
641,982,codepage,20585,49,Garb imbued with the power of the immortal bird.,不死鳥の力を封じ〓めたガーブ。,
641,983,codepage,20634,118,"Garment bearing the name of a mighty battle maiden. Carries
the prayers of thousands of souls within its woven body.",戦乙女の名を〓する衣。〓〓者の無事を〓る人々の〓いが〓められている。,
641,984,codepage,20752,89,"Garment blessed by the spirits of the wind.
It bestows these blessings upon its wearer.",〓の精霊の守護を〓けたローブ。〓〓者には精霊の〓〓があると言われている。,
641,985,codepage,20841,89,"Garment spun from flowers in bloom. Its beauty is said to
break lances and bend swords.",〓き誇る花々を〓めて〓られたガーブ。その美しさに、槍は〓れ刀は砕けると言われている。,
641,986,codepage,20930,66,"Garment which shines with an otherworldly light.
For Freya only.",永遠の〓きと名付けられた衣。フレイ〓用。,
641,987,codepage,20996,51,A helmet which leaves the nose and chin uncovered.,〓からアゴ部〓にかけて露出したタイプの〓。,
641,988,codepage,21047,27,Sallet forged from silver.,銀〓のサレット。,
641,989,codepage,21074,21,A helm made of iron.,鉄〓の〓。,
641,990,codepage,21095,14,A steel helm.,鋼鉄〓の〓。,
641,991,codepage,21109,31,A helm decorated with crystal.,水〓があしらわれた〓。,
641,992,codepage,21140,23,A helm made of silver.,銀〓の〓。,
641,993,codepage,21163,40,Helm made from the exterior of a golem.,素〓にゴーレムの外〓を〓用した〓。,
641,994,codepage,21203,75,"A helm bestowed upon the brave.
A luxury item featuring exquisite design.",〓〓な戦士に〓られるという〓。〓〓が〓らされ、〓華。,
641,995,codepage,21278,21,A type of full helm.,フルヘルムの〓〓。,
641,996,codepage,21299,68,"A full helm with the visage of the war god engraved into one
side.",フルヘルムの〓〓。戦神のレリーフが〓面に〓されている。,
641,997,codepage,21367,34,A helm forged from magical metal.,魔法金属を用いて〓られた〓。,
641,998,codepage,21401,35,A helm formed by ether processing.,エーテル加工が〓された〓。,
641,999,codepage,21436,18,A crown of steel.,鋼鉄〓の〓。,
641,1000,codepage,21454,84,"A crown engraved with olive branch patterns.
Possesses strong resistance to Curse.",オリーブを〓った〓りが〓された〓。〓いに〓し〓い耐〓を持つ。,
641,1001,codepage,21538,44,Decorative headwear purified by holy water.,聖水による〓めが〓された〓〓り。,
641,1002,codepage,21582,32,The preferred hat of sorcerers.,魔術師が〓んで〓用する〓〓。,
641,1003,codepage,21614,102,"Headwear worn by a woman worshipped as a saint.
Possesses strong resistance to holy-element attacks.",聖女と〓められた女〓が〓に〓けていたという〓〓り。聖属〓の〓〓に〓し〓い耐〓を持つ。,
641,1004,codepage,21716,53,The crown of she who would be queen. For women only.,女王となるべき人物が付ける宝〓。女〓のみ〓〓〓〓。,
641,1005,codepage,21769,20,An enchanted crown.,魔力が〓められた〓。,
641,1006,codepage,21789,48,A crown made from the most luxuriant materials.,最高〓の素〓を用いて〓られた〓。,
641,1007,codepage,21837,33,A crown made from magical metal.,魔法金属を用いて〓られた〓。,
641,1008,codepage,21870,36,A crown formed by ether processing.,エーテル加工が〓された〓。,
641,1009,codepage,21906,39,Armor that protects the wearer's arms.,〓を守る防〓。手〓。,
641,1010,codepage,21945,26,Hand guard made of steel.,鋼鉄〓の手〓。,
641,1011,codepage,21971,51,Hand guard bestowed upon the warriors of the gods.,神の戦士に〓られるという手〓。,
641,1012,codepage,22022,27,Hand guard made of silver.,銀〓の手〓。,
641,1013,codepage,22049,28,Gauntlet forged from steel.,鋼鉄〓の手〓。,
641,1014,codepage,22077,80,"Hand guard bestowed upon the brave. 
A luxury item featuring exquisite design.",〓〓な戦士に〓られるという手〓。〓〓が〓らされ、〓華。,
641,1015,codepage,22157,35,Hand guard imbued with holy power.,聖なる力が〓められた手〓。,
641,1016,codepage,22192,63,"Hand guard forged from magical metal. 
Extremely lightweight.",魔法金属を用いて〓られた手〓。〓常に〓い。,
641,1017,codepage,22255,35,Shield formed by ether processing.,エーテル加工が〓された〓。,
641,1018,codepage,22290,45,Gauntlets with dancing flames sealed within.,炎の〓らめきを封じ〓めたという手〓。,
641,1019,codepage,22335,66,"Gauntlets studded with jewels containing the power of the
stars.",〓の煌きを〓した手〓。,
641,1020,codepage,22401,30,Gloves made from tanned hide.,なめし〓〓のグローブ。,
641,1021,codepage,22431,32,Gloves imbued with magic power.,魔力が〓められたグローブ。,
641,1022,codepage,22463,62,Gloves that enable their wearer to move at the speed of wind.,〓に〓ける者に〓の〓さをもたらすグローブ。,
641,1023,codepage,22525,78,"Legwear with detoxification qualities.
Provides strong resistance to Poison.",〓〓の法をかけられた〓〓。〓〓〓に〓し〓い耐〓を持つ。,
641,1024,codepage,22603,60,Leg armor confers remarkable explosive power to the wearer.,〓異〓な〓発力を持ち〓にもたらす〓〓。,
641,1025,codepage,22663,75,"Legwear imbued with magic power. 
Possesses strong resistance to Silence.",魔力が〓められた〓〓。〓〓〓〓に〓し〓い耐〓を持つ。,
641,1026,codepage,22738,33,Greaves made from magical metal.,魔法金属を用いて〓られた〓〓。,
641,1027,codepage,22771,36,Legwear formed by ether processing.,エーテル加工が〓された〓〓。,
641,1028,codepage,22807,14,Iron legwear.,鉄〓の〓〓。,
641,1029,codepage,22821,17,Steel leg armor.,鋼鉄〓の〓〓。,
641,1030,codepage,22838,18,Silver leg armor.,銀〓の〓〓。,
641,1031,codepage,22856,78,"Leg armor bestowed upon the brave.
A luxury item featuring exquisite design.",〓〓な戦士に〓られるという〓〓。〓〓が〓らされ、〓華。,
641,1032,codepage,22934,49,"Soft, comfortable boots made of brushed leather.",動物の〓〓を〓〓〓た〓た素〓を用いたブーツ。,
641,1033,codepage,22983,63,Lightweight boots that make their wearers quick on their feet.,素〓く〓やかに行動できるようになるというブーツ。,
641,1034,codepage,23046,72,"Once slipped on, these red shoes make their wearer dance to
the death.",一〓〓に〓けた者はその最期の時まで〓り続けると言われる〓いブーツ。,
641,1035,codepage,23118,6,DUMMY,,
641,1036,codepage,23124,6,DUMMY,,
641,1037,codepage,23130,6,DUMMY,,
641,1038,codepage,23136,6,DUMMY,,
641,1039,codepage,23142,6,DUMMY,,
641,1040,codepage,23148,6,DUMMY,,
641,1041,codepage,23154,6,DUMMY,,
641,1042,codepage,23160,6,DUMMY,,
641,1043,codepage,23166,6,DUMMY,,
641,1044,codepage,23172,6,DUMMY,,
641,1045,codepage,23178,6,DUMMY,,
641,1046,codepage,23184,6,DUMMY,,
641,1047,codepage,23190,6,DUMMY,,
641,1048,codepage,23196,6,DUMMY,,
641,1049,codepage,23202,65,"Pendant decorated with the Battle Maiden's image.
Just for men.",戦乙女のレリーフが〓されたペンダント。〓〓〓用。,
641,1050,codepage,23267,58,Emblem featuring the mark of three overlapping triangles.,〓〓が〓つ重なった〓〓が〓かれたエンブレム。,
641,1051,codepage,23325,43,This crystal releases an area fire attack.,炎属〓の〓〓〓〓を行う魔水〓。,
641,1052,codepage,23368,42,This crystal releases an area ice attack.,〓属〓の〓〓〓〓を行う魔水〓。,
641,1053,codepage,23410,44,This crystal releases an area earth attack.,土属〓の〓〓〓〓を行う魔水〓。,
641,1054,codepage,23454,48,This crystal releases an area lightning attack.,雷属〓の〓〓〓〓を行う魔水〓。,
641,1055,codepage,23502,43,This crystal releases an area holy attack.,聖属〓の〓〓〓〓を行う魔水〓。,
641,1056,codepage,23545,43,This crystal releases an area dark attack.,〓属〓の〓〓〓〓を行う魔水〓。,
641,1057,codepage,23588,48,This crystal randomly targets part of an enemy.,〓の部位をランダムで〓〓する魔水〓。,
641,1058,codepage,23636,39,This gem releases a magic fire attack.,炎属〓の〓〓を行う宝〓。,
641,1059,codepage,23675,73,"This gem releases a magic ice attack. 
May inflict Freeze on the enemy.",〓属〓の〓〓を行う宝〓。一定〓〓で〓を〓〓異常〓〓結〓にする。,
